C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score
VARS,-0.89735055,1.5734737884590586e-27,-11.056354,PSME4,-0.7648293,2.4937431411969646e-41,-13.659604,AKT1,-0.8351661,6.136635020628187e-60,-16.448505,TNPO1,-1.8411605,3.5045110310874024e-96,-20.934263,NFATC4,-27.3118,4.193938542751667e-60,-16.50868,KDELR1,-2.3043945,1.090283898357776e-17,-8.877505,SELENOS,-1.1309484,1.5692942991844178e-28,-11.328539,KIF3B,-1.924495,9.705171035288095e-21,-9.620886,LHFPL2,-2.4178019,5.935169856537751e-11,-6.9496045,AMZ1,-1.8290896,0.0037246577225168633,-3.2739303,JCAD,-4.2919483,6.431886260808066e-30,-11.605764,LPL,-4.986271,0.00033315768769159854,-3.7928813,TSPAN14,-1.0340693,1.194804900973295e-07,-5.5117435,LPCAT3,-1.3364058,0.0032274535523617452,-3.1506178,MS4A4A,-7.9147296,7.267833490369605e-05,-4.137144,TPGS2,-1.9417266,1.3919413393526382e-11,-7.157927,CYP4V2,-1.0059446,5.585539914880801e-05,-4.3833704,TMEM179B,-0.66887194,1.9158727519640075e-19,-9.289648,LAPTM5,-5.3403997,9.989748247038167e-42,-13.738206,DKK3,-5.539054,5.525139330039168e-49,-14.899482,SELENOM,-3.6993735,1.2819045248012652e-11,-7.1643324,PRDX6,-1.1314667,0.007699835508930426,-3.496266
GATA2,-4.062982,1.5734436276705784e-27,-11.056394,RAB34,-0.9229521,2.3465673998282336e-41,-13.66409,PLAT,-5.427822,6.059268520843538e-60,-16.449322,ITPR3,-3.3225906,3.4131190656282e-96,-20.935558,FNDC1,-27.672256,3.999627429469175e-60,-16.511587,SERPINB6,-1.1828313,1.0557473806047564e-17,-8.881185,BTF3L4,-0.97194135,1.5501895954178402e-28,-11.329693,LRPPRC,-1.1221156,9.63666652637806e-21,-9.621699,FAF2,-1.53429,5.867115036056811e-11,-6.951358,GPR35,-3.6572654,0.003688203873978221,-3.2769282,CDR2,-2.5247383,6.41495412469619e-30,-11.606069,PLA2G6,-2.6685662,0.0003286742963662179,-3.7962737,RSRP1,-1.0759118,1.1481039014333259e-07,-5.5188537,AGTPBP1,-1.6103811,0.0030985734667931296,-3.1627576,TOP2A,-3.0829136,6.859760889283219e-05,-4.1506248,TRIM22,-1.7792604,1.3833180456140835e-11,-7.1589084,KAT2B,-1.2461834,5.2987858403100906e-05,-4.3952355,LGALS3BP,-1.0053748,1.8915929409470154e-19,-9.291078,RBM33,-2.1182833,9.987137794345447e-42,-13.738292,COA8,-2.5213943,5.491582075791637e-49,-14.899951,ERG28,-2.3735945,1.2689997206708461e-11,-7.1659155,ENC1,-28.260681,0.007699835508930426,-3.496366
DCAF6,-0.8568559,1.5578802762247517e-27,-11.057323,LRRC32,-2.9010456,1.9829116410660625e-41,-13.676456,PTPRM,-1.7527664,3.7165324726895935e-60,-16.479021,TIMMDC1,-0.9555076,3.347926478689998e-96,-20.936514,PLPP1,-4.2872486,3.4919930276157015e-60,-16.51982,HMGN3,-2.624329,1.005811205747296e-17,-8.88667,NDUFV3,-1.0988265,1.5394287710938182e-28,-11.330383,PDLIM4,-27.431269,9.410736639924302e-21,-9.624224,UBASH3B,-1.5259962,5.781483561542279e-11,-6.953558,PELI3,-0.75367695,0.0036879863377130262,-3.2769997,VPS37A,-1.3800173,5.77523218286981e-30,-11.61513,LIG1,-1.9136546,0.0003252750208305478,-3.7990048,GBA,-0.5263705,1.1143461355413178e-07,-5.524205,NLRP3,-4.3220625,0.0030243814541966183,-3.170113,ARHGAP45,-9.538887,6.680366631754581e-05,-4.1567903,NIPBL,-1.1712735,1.3783188680368823e-11,-7.1595335,C1RL,-1.7363799,5.175242873346749e-05,-4.400587,DNAJB9,-0.8535972,1.8049765813366073e-19,-9.296138,NUDT5,-6.111117,9.838563297323916e-42,-13.739444,TMOD3,-1.1876636,4.975814206746283e-49,-14.906601,SOCS6,-28.164427,1.2689997206708461e-11,-7.165945,KLC1,-1.0901344,0.007609911403341679,-3.4998808
IFT57,-0.9964141,1.466423718067347e-27,-11.062826,TAB2,-0.6930459,1.914833861508953e-41,-13.679054,ZFYVE9,-5.8964524,3.325357456255653e-60,-16.485767,NR2F6,-3.5216203,2.9056635292553394e-96,-20.9433,MED14,-1.3732382,3.370140887917513e-60,-16.522005,PSMD10,-2.197653,9.643967579005828e-18,-8.891441,ADAM10,-1.0416279,1.4799779394269112e-28,-11.333912,BCCIP,-1.0783912,9.377983821295396e-21,-9.624666,RALGAPB,-1.7527343,5.702949863608668e-11,-6.9556127,C19orf38,-1.0045576,0.0036689685471665533,-3.278569,CREG1,-1.1874872,5.7427411329855114e-30,-11.615691,FLII,-0.33269703,0.0003124115656987223,-3.8092704,SNAI3,-25.84655,1.095656991747435e-07,-5.5272617,FCGR1B,-10.138568,0.002991246546347689,-3.1733568,IL9R,-9.723381,6.680366631754581e-05,-4.156814,NDUFAB1,-1.2822249,1.3003709833229073e-11,-7.1676393,TUT7,-0.38502166,5.142050162656679e-05,-4.4020405,STARD4,-1.4881852,1.8048549484555968e-19,-9.296218,STK24,-4.1899047,9.809527268827419e-42,-13.739724,GSTP1,-1.5741175,4.920972536886831e-49,-14.907402,CDK16,-1.5525297,1.2489514495189088e-11,-7.1683455,BPGM,-3.4175615,0.007465259751623663,-3.5052342
KRTAP1-1,-7.6123548,1.3905381491103704e-27,-11.067743,ADAMTS6,-8.686227,1.8528273102784502e-41,-13.681505,TBC1D19,-3.423619,2.270170703754517e-60,-16.508919,SLC25A1,-1.1207931,2.9031445138667443e-96,-20.943377,ARL6IP4,-0.9624564,2.367158236961205e-60,-16.54334,CUTA,-1.7074044,9.164310998680572e-18,-8.897205,GPAA1,-1.2086911,1.468162299301313e-28,-11.334695,PPP1R14B,-3.7287598,9.06649766550433e-21,-9.628223,APMAP,-1.4224567,5.649363511029366e-11,-6.95707,RSAD2,-4.392041,0.0036629603588813706,-3.2791412,CHCHD3,-1.0324913,5.5944492304223844e-30,-11.618007,FLOT1,-0.5777976,0.0002983230613987018,-3.8208182,FLT1,-3.8635232,1.0930919128005182e-07,-5.5277057,PTPN12,-0.18458338,0.0028362350905161973,-3.1890264,BUB1B,-4.2670436,6.563795930254952e-05,-4.1609163,CCDC47,-1.2911971,1.2952028774071059e-11,-7.1683135,PHF1,-0.6490303,5.0056060529661805e-05,-4.408273,CAMLG,-0.7946341,1.751325456455927e-19,-9.299493,ACOT9,-28.689255,9.803764029290336e-42,-13.739834,TNFRSF1A,-1.9588362,4.53833558260951e-49,-14.9128685,EIF3L,-2.1505773,1.2474699154700953e-11,-7.1686325,WDR83OS,-1.2961373,0.007462548492410333,-3.5055718
PCBP4,-5.7304296,1.3225997385716865e-27,-11.072348,ENTPD6,-0.9566835,1.7191452216670022e-41,-13.687062,PIEZO1,-2.0062714,1.7295885626105772e-60,-16.525349,FADD,-1.9120108,2.868404499013529e-96,-20.943985,IFITM3,-1.8931642,1.865138031617049e-60,-16.557734,JPT2,-2.2000308,9.04079076886158e-18,-8.898809,CARD19,-1.2990118,1.45180527145067e-28,-11.335756,FCHO2,-1.8087442,8.326699842151536e-21,-9.637053,INPPL1,-1.4812248,5.626513284747516e-11,-6.957768,PPM1M,-0.92934257,0.0036213863084447345,-3.2824159,FBXL5,-1.066022,5.536526488457269e-30,-11.618975,KIF4A,-3.7073221,0.000295803679050624,-3.8229399,SMCHD1,-0.93005735,1.0888493772020736e-07,-5.528421,BMP2K,-1.6052337,0.002834374339195659,-3.1892478,MYB,-6.081174,6.476360359573958e-05,-4.16403,PSMC5,-1.4500059,1.2909227118634431e-11,-7.168896,C5AR2,-2.5672526,4.865387282049049e-05,-4.4146543,NDUFB1,-0.5001934,1.7505679954032764e-19,-9.299612,VPS39,-4.5943747,9.735076844575492e-42,-13.74041,BST1,-6.396676,4.356097499727217e-49,-14.915667,RAB22A,-2.0607667,1.2472648645614549e-11,-7.16878,PTPN1,-1.0975217,0.007364464422300457,-3.5095747
FAM120A,-0.73017895,1.2989652413038584e-27,-11.074001,FCHSD2,-0.87943536,1.6480358308131656e-41,-13.690189,CREBBP,-0.94438386,6.0176555011266935e-61,-16.58905,MCRS1,-0.8915266,2.30929865997749e-96,-20.954348,PDIA5,-3.0515952,1.6608577463809637e-60,-16.564756,CEMIP,-5.4540987,8.728395152450262e-18,-8.902811,DAZAP1,-1.0655426,1.4010555408930579e-28,-11.338951,COPA,-0.9085127,8.208475654140216e-21,-9.638606,GRK2,-2.4659052,5.6113123333035245e-11,-6.9582763,COL8A2,-1.1552451,0.0035018622517644054,-3.2921405,MOCS2,-1.5532176,5.363500148795662e-30,-11.621767,CAMK1D,-1.6402996,0.0002820835786619632,-3.834935,HMMR,-2.5428326,1.0674948531775574e-07,-5.5319605,PLA2G6,-2.8356113,0.0027869365745425852,-3.1941867,KIAA0040,-3.2013175,6.109819374105081e-05,-4.1774883,LDB1,-1.366157,1.2768411315768126e-11,-7.170527,LMBRD1,-0.58160007,4.855087433088845e-05,-4.41517,OSM,-2.3873396,1.5949854362496022e-19,-9.309722,TOMM6,-4.456686,9.453750574865715e-42,-13.7425995,HAGH,-1.5255789,4.224865630203859e-49,-14.917769,USP9X,-1.2790586,1.2285527345213936e-11,-7.1709743,LUM,-3.1299248,0.007281179161828845,-3.512839
PSMG1,-1.1653606,1.1545858569678987e-27,-11.08459,CSNK1A1,-1.061574,1.5688133471753728e-41,-13.693825,SACS,-1.8761843,5.905581777160019e-61,-16.590204,PPP2R5E,-0.99059373,2.0656849946708524e-96,-20.95969,ADGRL4,-8.241426,1.5181027000578656e-60,-16.570206,RBM10,-1.5537226,8.649752094691605e-18,-8.9039135,CUEDC2,-1.8730155,1.277245162187387e-28,-11.347126,CNN2,-1.091692,8.187250527042238e-21,-9.638956,HMOX2,-1.0155382,5.6094771406539876e-11,-6.9584494,ESCO1,-0.771059,0.0034775779235259523,-3.2942612,ERCC6,-2.3992286,5.363500148795662e-30,-11.621807,ZNF316,-2.197536,0.00027990668453334327,-3.8368998,LTB4R,-2.7751281,1.0355422084205092e-07,-5.5374837,TLNRD1,-1.3687449,0.0027771014010507917,-3.1952705,CASP10,-2.9654474,5.851011292655511e-05,-4.187508,MANBA,-2.134339,1.2755899623918764e-11,-7.1707907,SLC12A8,-2.3211353,4.778734497513115e-05,-4.418828,WASHC3,-0.63050836,1.4436873502997608e-19,-9.320449,LDB1,-3.9193199,8.803181890346983e-42,-13.747828,ZHX1,-1.8924153,4.070805697071371e-49,-14.92031,MGAT2,-1.2097063,1.2259758319816069e-11,-7.1713867,WDR41,-27.641497,0.007281179161828845,-3.5130017
UBE2Q2,-0.91497165,1.1466882047672685e-27,-11.085242,BTG1,-1.1662124,1.4184224162106916e-41,-13.7012005,BEX3,-0.9394927,3.612304451931586e-61,-16.619747,ATP6V1H,-1.756184,1.7057250835952472e-96,-20.968874,CHST14,-1.8654155,1.510630162361313e-60,-16.570547,ATL3,-3.791385,8.649752094691605e-18,-8.904001,HSD17B4,-1.1587923,1.2493380568390425e-28,-11.349139,PI4KB,-1.0620077,7.991088310571286e-21,-9.641531,TMEM41B,-2.5694337,5.5890110754929416e-11,-6.959091,RARRES1,-2.0809407,0.0034360191089187106,-3.2979674,GALNT5,-4.8948054,5.115370075391541e-30,-11.625971,ECSCR,-5.8062754,0.00027958451524029475,-3.837213,ITGA4,-1.6859039,1.0326720611126069e-07,-5.5380025,SEPTIN3,-24.655249,0.0027722687642520805,-3.1958685,LENG8,-0.745548,5.5538249296647815e-05,-4.199457,NFU1,-1.843748,1.2418749359152971e-11,-7.1745863,TMED5,-0.43735197,4.694516278186977e-05,-4.4228425,SERPINB8,-0.88870925,1.432209524836955e-19,-9.321368,RNF19B,-6.0962234,7.916132677400702e-42,-13.755577,RHOB,-1.9636531,3.954509180350385e-49,-14.922306,BMPR2,-2.887579,1.2241293694281513e-11,-7.1717176,EOGT,-1.7844301,0.007281179161828845,-3.5130644
SRRM2,-1.3541589,1.1415595097115123e-27,-11.085682,MLLT1,-0.8463908,1.3918191376694818e-41,-13.702632,MMADHC,-1.2528402,2.0308978209326015e-61,-16.654285,CANX,-0.9123804,1.6944644303339846e-96,-20.969225,PTPRF,-8.621051,1.4150229045619888e-60,-16.574522,EIF2AK2,-1.1093638,8.520951246103824e-18,-8.905775,SDC2,-2.0475888,1.200714650612673e-28,-11.352691,CCNC,-1.3289688,7.783192995190982e-21,-9.6443205,PHF3,-1.3182231,5.4517638253980724e-11,-6.962721,CIRBP,-0.41642654,0.003400424955475719,-3.3009996,SNTB2,-4.6870337,5.10936563963129e-30,-11.626151,SLC31A2,-1.6068217,0.00027694251915889986,-3.8395755,ATP9B,-0.96718746,1.0186854283874689e-07,-5.5404563,SPIDR,-1.8189893,0.0027719334293165453,-3.1959841,KIF4A,-3.6617997,5.014294807758416e-05,-4.223033,S100A13,-2.1774354,1.1892465012414798e-11,-7.180638,AKNA,-1.6176229,4.564884615915995e-05,-4.4292316,SIL1,-0.68659365,1.3853123927444393e-19,-9.325047,PTEN,-4.1076303,7.737404187472309e-42,-13.757297,NABP2,-1.8558763,3.6751274249301e-49,-14.927255,DNAJC21,-1.3044542,1.2218920737678028e-11,-7.1720934,PAM,-2.0589247,0.007229229669528989,-3.515466
TBL2,-0.9540015,1.1415595097115123e-27,-11.085689,RNF115,-0.76843554,1.3823374887715878e-41,-13.703186,ICE2,-1.9835929,1.823653941854461e-61,-16.660748,RASSF3,-1.5261136,9.969947503600263e-97,-20.99448,IFT20,-1.0625234,1.360221514972275e-60,-16.57694,GTF2H5,-2.1765344,7.948376526065673e-18,-8.913586,ATL3,-1.9270635,1.177779784160608e-28,-11.354457,PLAU,-1.2893547,7.770944689829406e-21,-9.6445675,RIT1,-2.2995162,5.370819235857487e-11,-6.9649544,C5AR2,-1.2655548,0.0033527467565897698,-3.3051236,DYNC1LI2,-1.5507092,4.953863295902317e-30,-11.628869,STX4,-1.0157057,0.0002761457808549251,-3.8403437,ASRGL1,-3.7382145,1.0151986293503544e-07,-5.5410895,ZNF331,-2.362979,0.0027593999103047865,-3.197401,SLC25A19,-2.2531526,4.853003551243793e-05,-4.2305226,FAM120A,-1.2347318,1.1787387506952519e-11,-7.1819806,MAP3K1,-1.7530304,4.5250073379757635e-05,-4.4312387,SKAP2,-0.88946843,1.342482852024224e-19,-9.328449,ATP5F1D,-5.2157245,7.369008387450372e-42,-13.76089,DCUN1D5,-2.7547617,3.65373767661916e-49,-14.927707,MSMO1,-4.4509344,1.2079684885758164e-11,-7.173787,DDIT4,-3.5972624,0.007206562337749392,-3.5165415
POLD2,-1.7841897,1.0678240841573753e-27,-11.091771,TENM3,-26.862438,1.2225786285956596e-41,-13.712155,CXXC5,-2.0717816,1.7778921238554852e-61,-16.662315,SLC38A7,-1.8372182,7.777246006597203e-97,-21.006317,SNAPC1,-1.6117314,1.340147212149587e-60,-16.577879,SARAF,-1.1382328,7.82564325187623e-18,-8.915409,MCTS1,-1.7961196,1.1723486697758686e-28,-11.354941,NUMB,-0.885966,7.64962140213631e-21,-9.646267,SLC11A2,-1.7623911,5.370819235857487e-11,-6.9649878,ARSA,-0.6219594,0.0033413125751242246,-3.306245,FER,-1.2878591,4.893705981073256e-30,-11.629992,CFD,-7.79789,0.00027299779727604794,-3.8432183,SIRPB2,-10.595892,1.0149540182209546e-07,-5.5411644,TTK,-3.5656357,0.002735043427206427,-3.2000842,NCAPH,-4.336346,4.571969826186096e-05,-4.2441535,CCDC92,-2.3300538,1.1777429372440686e-11,-7.1822257,FMN1,-2.4403296,4.472453499220516e-05,-4.4339294,PNKD,-1.7452694,1.2796172562188396e-19,-9.333605,P4HA1,-6.1969857,7.323114084034498e-42,-13.76141,MRC2,-6.5828648,3.3626253832709574e-49,-14.933305,BACE1,-4.180924,1.1209703082386243e-11,-7.1841326,DYNC1LI2,-2.1944337,0.007079047736257402,-3.52152
SRGAP1,-3.2453203,1.0531187826310612e-27,-11.093049,GTF2A1,-0.7222352,1.2098792698132482e-41,-13.71297,ZFHX4,-26.427156,1.5717220175744423e-61,-16.669708,CYP27A1,-3.4009397,7.724395823286873e-97,-21.006676,STRAP,-1.037336,1.158614340489153e-60,-16.586668,RCN3,-28.466116,7.603706316378825e-18,-8.9186945,PSMD13,-1.1664486,1.1294516521950293e-28,-11.35828,SLC7A1,-1.6162623,7.626694923678208e-21,-9.64666,DPP7,-0.91061944,5.3679725089458516e-11,-6.965284,ATP6V1G1,-0.28817207,0.0033207978855658562,-3.3080797,TFRC,-1.5571624,4.85864852463954e-30,-11.630685,TOP2A,-3.1721637,0.0002589172506516561,-3.856433,STON2,-7.659592,9.671998427291551e-08,-5.5496616,PKD2L1,-24.84847,0.0026841708656267743,-3.2056818,SPINT1,-7.5367446,4.348907712851914e-05,-4.2555127,PWP1,-1.50822,1.1454891321048125e-11,-7.18615,CORO2A,-1.9556758,4.2836169862774584e-05,-4.4436765,SNX1,-0.44939074,1.2136426406054696e-19,-9.339285,TPP1,-3.4730258,7.262188926704051e-42,-13.76208,HMOX1,-6.2889376,3.1187203890401738e-49,-14.938386,ELAVL1,-1.4419817,1.1148862581348461e-11,-7.1850014,FBXO25,-27.65133,0.007079047736257402,-3.5215573
ZFHX4,-8.453077,1.0328037223968088e-27,-11.09483,FKBP3,-0.99745715,1.144398929266919e-41,-13.717063,KCNQ5,-10.454613,1.5054229569044667e-61,-16.672333,KIAA0930,-1.7848127,7.685731544145368e-97,-21.00695,IGF2BP2,-3.2946281,9.792834502728346e-61,-16.596811,MID1IP1,-1.3285072,7.502491251471296e-18,-8.920278,BPGM,-2.4067116,1.1221658415551952e-28,-11.358927,NRG1,-27.82191,7.21359587280623e-21,-9.652456,NFX1,-1.6429648,5.1413229235326205e-11,-6.971482,TRIM13,-0.76941776,0.003286684737108775,-3.3110797,PHLDA1,-3.306065,4.829030315157007e-30,-11.631287,SIGLEC9,-7.238739,0.0002557300813681703,-3.8595827,CD36,-3.019171,9.559155528356036e-08,-5.5517783,TRAF3IP3,-8.112177,0.0026432113828962125,-3.2101994,MFSD6,-2.058523,4.1897469172502825e-05,-4.2640014,NAA15,-1.6928444,1.1333767422499847e-11,-7.1877317,TRAPPC6A,-2.2249494,4.104050877499152e-05,-4.453337,FLOT1,-0.6014977,1.2086959515778087e-19,-9.339791,GOLT1B,-6.3102827,7.060865619690912e-42,-13.76418,SOCS6,-4.0301757,3.0953986129685244e-49,-14.938948,SLC9A1,-4.925411,1.1091940049092553e-11,-7.1858263,FCHSD2,-2.7590563,0.007079047736257402,-3.5216825
CHST3,-4.8345423,9.617176272855446e-28,-11.101243,ALG8,-1.4155067,1.0715502750758011e-41,-13.7218895,EXT2,-1.3419008,1.4097737627783338e-61,-16.67628,STX2,-2.1028168,7.448444169049456e-97,-21.008474,RAD50,-1.5248675,6.746006764077247e-61,-16.619217,COPS7A,-1.5268985,7.291053129387586e-18,-8.923542,PSMD6,-1.2614967,1.1073138095489863e-28,-11.360171,CSRP1,-1.0036924,7.197377878674788e-21,-9.652772,SGTA,-0.8874126,5.061287842628166e-11,-6.973816,SULF2,-0.571266,0.0031844317233014926,-3.3202412,LAMTOR1,-1.0683126,4.7755177104521554e-30,-11.632318,RBP7,-7.1973743,0.00024207461611606146,-3.8731852,PDCD4,-0.8755565,9.347240828641275e-08,-5.5557604,ARL4A,-1.4051768,0.0026265398245320193,-3.212081,GATA1,-8.141897,3.874308236128997e-05,-4.2817054,CREB3L1,-2.737954,1.1216424839497839e-11,-7.189283,DENND3,-2.6262844,3.944508743099978e-05,-4.4621844,ANO10,-0.86908937,1.0246474192807673e-19,-9.357412,NSF,-6.0749745,6.852979971120801e-42,-13.766475,MZT1,-1.8600259,3.049774062481218e-49,-14.94,IGF2R,-1.7032686,1.0845380581790914e-11,-7.189022,RND3,-28.147226,0.0069463109025878055,-3.527261
PLSCR3,-1.9327874,9.308450064409562e-28,-11.104235,TCEAL4,-0.7462261,1.0349305160289433e-41,-13.724467,DAP,-0.6502791,1.4072670516511408e-61,-16.676409,ARL3,-1.3596345,5.516896385013923e-97,-21.022762,HSPB6,-27.518452,6.1343033661160716e-61,-16.624958,TAF1D,-1.3260839,7.269915156898022e-18,-8.923963,PCBP2,-2.722347,1.1073138095489863e-28,-11.360175,ERCC6,-2.0927687,6.945136253469612e-21,-9.656514,TBL1XR1,-1.0829967,4.935392194117865e-11,-6.977484,MX2,-1.7818094,0.003175432062812078,-3.321086,HNRNPLL,-1.3196865,4.714888763503176e-30,-11.633488,RAB37,-9.848728,0.0002406556061783047,-3.874678,GPD1,-5.812534,8.419045418474659e-08,-5.5745525,KCNK5,-25.82151,0.0026258109235376328,-3.212224,PFKFB3,-1.237137,3.684069815438038e-05,-4.2929707,SRSF2,-2.7095768,1.1166279949571028e-11,-7.190025,HECA,-1.132431,3.8156374939941926e-05,-4.4694676,NPEPL1,-0.9587118,9.213012021912959e-20,-9.368715,NREP,-6.4195414,6.564037089997133e-42,-13.769655,IVNS1ABP,-1.4923905,3.0456313841317797e-49,-14.940152,IL13RA1,-2.1427438,1.0783009908376635e-11,-7.189935,ALDH3B1,-27.715162,0.0068534823855500955,-3.5310636
LMNB2,-1.8342785,8.58432885411651e-28,-11.111545,ATP11C,-1.5811276,1.0013447060324459e-41,-13.726915,ENDOD1,-5.244335,1.3055232205912965e-61,-16.680918,RAF1,-1.1040051,5.419678201078056e-97,-21.023642,TMTC3,-3.657576,5.699239108204119e-61,-16.629412,RAI14,-5.12566,7.246698647309818e-18,-8.924416,BACE2,-3.285965,1.102027476767196e-28,-11.360751,ADAMTSL1,-5.654689,6.818872568107068e-21,-9.65848,PMPCB,-1.684569,4.817927959614893e-11,-6.9809966,MAP3K1,-0.9344591,0.003173586392403035,-3.321303,BCL2A1,-3.5475352,4.6974469203713674e-30,-11.633884,FLT1,-2.5177536,0.0002358745845971175,-3.879653,HJURP,-3.9232743,8.228737779245734e-08,-5.578597,DRD2,-8.133689,0.002594306266550865,-3.2158165,TNFAIP8,-1.7902899,3.6433375441018574e-05,-4.295489,QSOX1,-1.4961392,1.1121856485050953e-11,-7.1906996,IQGAP1,-0.6253236,3.806747191334937e-05,-4.470024,VAMP2,-0.7971351,8.875349264376369e-20,-9.372729,TTL,-4.5524693,6.439022938163387e-42,-13.7711115,PGM1,-2.3290436,2.8362812920755804e-49,-14.94496,FGFR1,-28.547556,1.0704818781866807e-11,-7.1910543,TRPC4AP,-1.4988109,0.00684518099298482,-3.5316262
PRMT1,-1.3900893,7.583782386721223e-28,-11.12272,PTOV1,-0.9342935,9.956599240041319e-42,-13.7273855,NPM3,-2.682812,1.205455394093397e-61,-16.685703,MICAL1,-1.2616168,5.392735567378373e-97,-21.023914,NR2F6,-4.2708087,4.6743335032754536e-61,-16.64133,TNS1,-5.46673,6.842428568580845e-18,-8.930965,CAMLG,-1.5702182,1.0552332300362535e-28,-11.364622,SPIN1,-1.126191,6.7151077442203746e-21,-9.660221,DHRSX,-1.6138409,4.732286019256058e-11,-6.983643,EVI2A,-0.6595329,0.003152718202726578,-3.323253,NUCB1,-1.1777922,4.398492372509841e-30,-11.639574,MFSD13A,-2.3780663,0.0002321822439735762,-3.8835194,GLMP,-0.75443447,8.089428140069551e-08,-5.581632,PDE6B,-4.8629055,0.002573171645380158,-3.2182899,SCPEP1,-1.6526151,3.480133538824808e-05,-4.305772,HSF1,-1.3940662,1.106617688152804e-11,-7.191515,CHURC1,-0.5239678,3.599835969421504e-05,-4.4827104,SPSB1,-1.7161311,8.616972596511603e-20,-9.375919,LAMTOR3,-3.8657339,5.76216819362964e-42,-13.7792,RNASEH1,-1.6224557,2.336965137375283e-49,-14.957915,CALM1,-2.0385666,1.0657618551566902e-11,-7.1917834,NPLOC4,-1.1676356,0.006806234442884522,-3.5333774
ARHGAP24,-3.21916,7.163803274288669e-28,-11.127838,GIPC1,-1.2575114,9.946383306365986e-42,-13.727517,STXBP1,-1.296474,1.0171703704803952e-61,-16.69589,TESK1,-1.2727169,4.0635061913973624e-97,-21.037449,NDUFA5,-1.0490323,4.4687157049219785e-61,-16.644068,HARS,-2.2971125,6.7729424584998555e-18,-8.932194,ATP5ME,-1.0565213,9.989990478070973e-29,-11.369485,EXT2,-1.5272019,6.694474490579873e-21,-9.660623,ABRACL,-1.4140042,4.582222022546521e-11,-6.9882946,CORO1A,-0.8237532,0.0031506681154825204,-3.3235435,UPP1,-2.754207,4.1274834705157836e-30,-11.645077,RASGRP4,-9.699817,0.00022782415200922563,-3.8881524,NIBAN1,-1.4930567,8.05757530093153e-08,-5.5823507,EGR1,-0.88971907,0.0025664651354822625,-3.21907,CIT,-4.3086834,3.474918188709829e-05,-4.3061295,PEBP1,-1.6725361,1.0960933519736149e-11,-7.19295,TCIRG1,-1.1682932,3.590653508432807e-05,-4.483313,RAB2B,-1.2405499,8.499993488065112e-20,-9.377435,CD46,-5.4237022,5.72702242453844e-42,-13.779709,BLOC1S2,-1.7457671,2.0356812834827966e-49,-14.967162,SFXN1,-2.5123293,1.0638141988872506e-11,-7.192159,LRFN4,-4.2780437,0.006782246936269789,-3.5345533
KIF3B,-1.4377575,6.5656948828274985e-28,-11.135686,UGGT1,-0.8674761,8.544743144505892e-42,-13.738577,CLIC3,-8.699395,8.511045560565472e-62,-16.706549,SMAD3,-1.9126623,3.8145204163980285e-97,-21.040483,TXNL1,-0.97762334,4.2560288174675345e-61,-16.647032,TTC37,-2.158232,6.657987623083938e-18,-8.934186,SEPTIN11,-1.2260996,9.958993663120356e-29,-11.369838,CAMKK2,-1.1681682,6.567789094406857e-21,-9.662664,RNPS1,-1.5918494,4.455058277336558e-11,-6.9923706,C18orf32,-0.3195192,0.0031317996663068294,-3.3255467,RAB21,-0.9673199,3.910420680033773e-30,-11.649762,GIMAP2,-3.817904,0.00021897596685768996,-3.898091,SERPING1,-1.1533302,7.433483104858028e-08,-5.5967097,MLC1,-6.1270785,0.002473798851697112,-3.2299788,ANKRD28,-1.2713143,3.410437425650238e-05,-4.3103757,PPHLN1,-1.4427505,1.0767765454545643e-11,-7.1955066,TMEM140,-3.0298193,3.564895952064077e-05,-4.4849634,DNAJC4,-0.71704334,8.495394554069029e-20,-9.377564,SRPK1,-4.6953964,5.524556158952497e-42,-13.782375,ITGBL1,-7.849816,1.7656020024287533e-49,-14.976751,GADD45GIP1,-2.2037039,1.0638141988872506e-11,-7.192203,SNX2,-1.3504845,0.006776602140503618,-3.535016
