C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score
FBP1,3.8421726,0.0,46.409573,FABP3,3.406285,1.1556676213059725e-240,33.323063,COLEC12,3.8659763,0.0,66.28941,RAB27B,6.881274,0.0,60.263676,EVI2B,2.632308,0.0,37.73822,MXD1,4.5777373,4.5066582085060845e-41,13.828328,SPI1,1.7490592,2.8556762279562006e-39,13.374588,TXNIP,2.5930176,6.961627519262213e-94,20.858711,POLR2L,2.261228,1.4991419808893547e-22,10.240792,TUBB,2.1606624,0.0,39.080597,ARHGAP4,2.9283342,8.981634562284909e-37,12.913851,SPARC,3.2716088,0.0,48.38992,UGDH,2.0693264,0.0,47.178642,CAV1,2.7058816,0.0,44.947144,COL5A2,2.606906,0.0,59.003876,IRF4,4.534496,1.9804053396054068e-07,5.573853,CAV1,2.1174273,8.392008232163495e-138,25.249044,HMGB2,3.0458186,5.831097628178618e-147,26.040825,UBE2O,4.6792865,1.1119349825091382e-64,17.211508,TMC8,3.7122078,2.1642642928948353e-70,17.941292,FCRL1,10.941503,9.007042385470155e-20,9.541729,RGS18,6.421043,6.803737220960247e-05,4.9092317
LIPA,3.3255925,0.0,45.642044,PLD3,1.7482837,1.0008462754437094e-235,32.97937,PPARG,3.6060057,0.0,66.17781,FCER1A,6.112551,0.0,59.996586,SERPINA1,2.9354112,3.784743757367903e-307,37.63269,TXNIP,2.5578907,5.819714941290253e-40,13.633178,SLC11A1,3.1882393,3.4945271073055533e-39,13.35888,LCP1,2.5218468,1.3560563218875842e-93,20.825363,NEK7,1.9163458,1.9178221054011677e-22,10.215711,SPAG5,3.935822,0.0,39.07912,RNASE2,5.6601043,2.5150716979726152e-36,12.832823,THBS2,3.106263,0.0,48.356113,CAV1,2.6251905,0.0,47.135155,RGMB,2.3474915,0.0,44.710655,CDH11,2.745272,0.0,58.606106,TRIB1,2.5770268,3.503650925526306e-07,5.4656706,PODXL,2.6086633,4.080850133326936e-135,25.001637,HIST1H4C,3.3361945,5.644004014417484e-140,25.413027,MPP1,2.7699466,3.1581970289779836e-63,17.012016,SYNE2,5.448642,3.6070902845933886e-69,17.781824,OGA,2.5933435,2.6956882560823156e-19,9.421601,HEMGN,5.1721563,9.16128697612719e-05,4.8303556
CXCL3,4.014744,0.0,45.46747,CYP27A1,2.7176168,3.2329515262814154e-227,32.377342,S100A9,4.036704,0.0,66.02637,IL1RL1,6.5820737,0.0,59.42295,IL1RN,3.9720328,7.551805683816859e-305,37.490925,GLUL,2.5264156,1.7669230947474447e-39,13.548283,FNDC3B,1.2443285,9.903903421852076e-39,13.278935,GLUL,2.7415943,1.3985510571639626e-93,20.822496,PFN1,1.0054849,3.697617419089382e-22,10.145896,MELK,3.7146037,0.0,38.76976,CAT,2.1939945,5.699785321418244e-36,12.767896,IGFBP7,2.7906666,0.0,48.315834,NAV1,2.0727396,0.0,46.95252,FHL2,2.3281968,0.0,44.600338,LUM,2.975571,0.0,58.488457,IGLC1,8.270046,7.945348867016549e-07,5.3061566,NT5E,1.8189219,2.516286676323215e-133,24.834984,USP1,2.365351,2.27419326191501e-138,25.266714,DMTN,6.2939725,1.1580857288771517e-59,16.513374,ARHGDIB,2.3030732,1.0981319579228807e-66,17.451824,PRKCB,2.928477,7.982769950704653e-19,9.2974,NLK,3.2321613,0.00012425777268514778,4.7446127
CTSC,3.3805244,0.0,45.457146,PLPP3,1.9238381,1.524423234569185e-219,31.826517,FGR,3.4620512,0.0,66.01636,NR4A1,4.742832,0.0,58.859444,FCER1G,2.6780334,2.011396578510691e-301,37.27925,TRIB1,3.789647,3.075950315948331e-39,13.502678,KYNU,3.9177167,4.3644829985007296e-38,13.164104,ITGA2B,4.0240297,3.0262071154923615e-92,20.67198,GNG12,1.6657199,2.500382031678264e-21,9.94698,NUSAP1,3.7544448,0.0,38.64548,H3F3A,1.4474419,1.6499785870717712e-35,12.683107,COL5A1,3.3818917,0.0,48.02061,NEK7,2.5292668,0.0,46.629894,KRTAP2-3,3.468779,0.0,44.5152,TIMP3,3.1025193,0.0,58.2539,PDK1,2.898536,8.635813566226427e-07,5.289651,FGF5,2.382127,4.5418327763364925e-132,24.716936,PCLAF,3.3884032,6.953819078258763e-134,24.854576,TMCC2,9.168567,9.88218261189002e-58,16.238375,MLLT6,2.8757946,1.7912768033849285e-66,17.423336,CIITA,4.6146894,2.063182520519456e-18,9.189157,ARHGDIB,2.078286,0.000135524447400876,4.7223854
GRN,3.0097566,0.0,45.385937,NCF2,2.4161098,1.3738672707997158e-216,31.610373,OLR1,3.8403058,0.0,65.98058,SLC18A2,6.99507,0.0,58.7643,NFKBIZ,2.7137642,6.994976153804463e-301,37.245003,BIRC3,4.4829373,1.1722076858398356e-37,13.222027,MCL1,1.5415032,1.3416662081070358e-37,13.077593,RASSF5,2.788083,8.870748148380307e-86,19.93529,SPARC,2.2371206,4.167611280749537e-21,9.891818,SHCBP1,4.0333176,0.0,38.62307,RASGRP2,4.417927,1.0145693185899458e-33,12.34812,PEA15,2.2025957,0.0,47.96277,ITGA5,1.9334074,0.0,46.602333,CSRP1,1.9247932,0.0,44.442307,FBN1,2.69952,0.0,58.229652,HSH2D,3.6896307,9.286535512186535e-07,5.27599,GNG12,1.8516423,1.297977691702765e-130,24.579718,CDK4,1.6324784,1.076332565396112e-133,24.836359,OSBP2,7.2045493,5.5717962975180904e-55,15.8365555,AKNA,4.1692867,2.2766324528662952e-66,17.409409,YPEL5,1.9081016,2.7169331445120122e-18,9.157648,MAPRE2,2.7652462,0.00019917358471965382,4.6137652
EPHX1,2.9884725,0.0,45.346638,TDRD3,2.499028,1.4251655209450747e-207,30.94385,GRN,3.1667945,0.0,65.80782,SEMA7A,3.6096506,0.0,58.722374,CHI3L1,3.823545,1.60603619265179e-300,37.221893,MCL1,2.2426765,1.3475263292020288e-37,13.210798,PLK3,2.2715337,2.72059351108912e-37,13.021714,BTG2,2.549313,2.4075623698034596e-82,19.528728,DRAP1,1.1743519,1.1216544053423856e-20,9.786223,CKS2,3.490876,0.0,38.49031,TSC22D3,2.894902,2.427711477701665e-33,12.276156,PSAT1,2.7366695,0.0,47.918945,TGFBI,3.0221298,0.0,46.458813,ABI3BP,2.3908758,0.0,43.880386,FKBP10,2.670337,0.0,58.18954,OTUD1,2.7850866,1.3325693037275114e-06,5.203315,CALM3,1.3433411,1.9616144736318773e-130,24.561562,E2F1,3.7194996,3.2898376402654132e-127,24.226053,CA1,6.124668,5.991134742356507e-54,15.6828575,LTB,6.3089776,1.8638427588662225e-63,17.013384,RASGRP2,5.5392327,3.6581020003028875e-18,9.12276,HIPK2,1.9402599,0.00027404551159488033,4.521055
CXCL16,3.4240558,0.0,44.544964,PLA2G7,2.6525567,4.1484021454410314e-207,30.90852,ACE,3.6038935,0.0,65.652115,CREM,3.9856708,0.0,57.954365,AIF1,2.9832888,2.0552352654373467e-295,36.904057,PLAUR,2.208599,8.116899062455149e-37,13.072023,MAP7D1,1.1903813,6.510431304285503e-36,12.769627,CXCR4,3.5707593,3.548015144584094e-82,19.507837,MYL6,1.6059979,1.1807558163259487e-20,9.779578,TUBA1B,2.0018332,0.0,38.48683,UBA52,0.8560076,3.8207468800835765e-33,12.238334,MYL9,3.110486,0.0,47.783337,EFEMP1,2.424986,0.0,46.40687,BDNF,2.5544136,0.0,43.75783,COL6A3,2.907131,0.0,57.65596,SSR4,2.2998455,6.132363229167016e-06,4.889621,NAV1,1.6725122,9.010516141930887e-130,24.498177,HBB,6.0870724,5.970036133273565e-127,24.200855,ANK1,5.4511905,5.986996694319908e-53,15.533053,JUND,1.9851098,1.90012609013482e-63,17.012163,LIMD2,4.5319257,6.358629779946461e-18,9.058528,PBX1,4.039762,0.00028679779336335666,4.508822
SAMHD1,3.176381,0.0,44.342957,CTSZ,1.3528614,4.386438380186185e-203,30.606773,PPT1,3.1132643,0.0,65.1768,ARHGEF6,4.8643746,0.0,57.209896,CCL3,3.8397455,2.003459060618795e-291,36.653744,LCP1,2.233064,8.152015049469535e-37,13.070981,MAP2K3,2.2017312,1.4122741971489372e-34,12.522612,FXYD5,1.2566053,9.283612840056887e-82,19.456505,TPM4,1.3352255,2.3559347613312506e-20,9.7037735,ZWINT,3.3961828,0.0,38.004894,LCP1,1.4773102,1.5506611523231486e-32,12.121719,STC2,2.848792,0.0,47.684475,MICAL2,2.3012042,0.0,46.15855,EDIL3,2.3355806,0.0,43.698708,EDIL3,2.6784284,0.0,57.603695,GLCCI1,3.7021956,9.409000449922207e-06,4.798312,PFKP,1.6361992,1.1331412358532708e-129,24.48754,NCL,1.7716395,7.44804256555631e-126,24.0959,SELENBP1,6.498711,1.0349633520044153e-51,15.345231,FYB1,3.4030857,2.6439393708200236e-63,16.992432,BANK1,6.678083,8.462740179362525e-18,9.02473,GATA2,2.7353675,0.0002935430247844045,4.502856
NPC2,2.4563828,0.0,44.067482,B2M,1.7724116,6.675257802811021e-203,30.59228,GPNMB,4.2131886,0.0,65.047134,CST7,4.754923,0.0,56.96173,GRN,2.4549363,5.912818804669601e-291,36.62348,NAMPT,2.856735,2.6874458599567264e-36,12.97643,EMILIN2,1.9813923,3.80246044255338e-34,12.441686,ALOX5AP,2.6168823,3.3903177782181656e-79,19.148626,PPDPF,1.6891205,1.2535576016315457e-19,9.5166445,TOP2A,4.7326555,3.4344925942809316e-302,37.325775,CORO1A,2.746149,6.5397485782567e-32,12.001306,ITGA11,2.7783532,0.0,47.407627,COL6A1,2.5754762,0.0,46.060627,PODXL,2.8524976,0.0,43.68866,COL6A2,3.4884808,0.0,57.45778,PIM2,3.1492314,1.9224958571191946e-05,4.641643,ADAMTS1,2.2226875,2.220191583100216e-129,24.458847,UHRF1,3.618764,8.006831736379646e-126,24.092289,HBM,7.5343485,1.5061972189139162e-46,14.537065,IL7R,4.5400453,4.7144699556336775e-55,15.82087,NIBAN3,8.694957,9.54775817468911e-18,9.010349,FLI1,2.8642786,0.00029868328941449503,4.4976273
SLC7A7,3.104906,0.0,44.05295,PSAP,2.1247177,4.464126682662271e-201,30.453209,MAN2B1,3.0907862,0.0,65.00259,ITGA2B,6.1815333,0.0,56.40831,CCL4,3.6070228,1.3745882374682421e-285,36.283325,PIM1,2.8365638,4.601075802621753e-35,12.742433,SQSTM1,1.5622269,6.563714559779375e-34,12.396079,ARHGDIB,2.4425418,5.662356601705711e-78,18.996695,PTMS,1.5343683,2.1912085155391967e-18,9.199413,CDK1,4.5129027,3.5274005088001204e-302,37.324265,RACK1,1.1707765,2.541995216359102e-30,11.687372,PRSS23,2.9212286,0.0,47.237312,ACTB,1.2258584,0.0,45.996513,MFAP5,2.4257278,0.0,43.657265,ITGB5,2.464093,0.0,57.42893,FBXW7,2.2103024,1.9605174634598096e-05,4.6370873,PTMS,1.3977655,9.501503165038727e-128,24.302622,TCF19,3.0159137,3.8437453511111245e-124,23.929544,MBNL3,4.9397016,3.17623435336959e-45,14.322063,EIF1,1.0481511,7.156394801850206e-55,15.793969,PAX5,9.203037,3.2090369385021315e-17,8.868432,KIF2A,3.3261306,0.00035192884157944914,4.4505844
OLR1,3.4255097,0.0,43.7416,CD74,2.7891374,5.711766264193135e-200,30.367311,SLC7A7,3.404838,0.0,64.997185,DUSP4,6.933625,0.0,56.35906,PHACTR1,2.5567634,3.1630920023359307e-279,35.876923,CYBB,2.733976,2.747331721932986e-34,12.597195,EID3,3.7298715,1.4587818975237521e-32,12.137348,LCP2,2.4084568,9.36521012043682e-78,18.969364,MIF,1.7719779,5.1008675029836946e-18,9.099397,PRR11,3.898164,3.3053787844758236e-298,37.077827,VAMP8,1.6008949,1.0579091948157433e-29,11.562255,PGRMC2,2.06696,0.0,47.181244,SDC2,2.1143417,0.0,45.9565,PEA15,2.088916,0.0,43.518932,CALD1,3.2522135,0.0,57.30162,IGHM,4.6221204,3.380736920886934e-05,4.5134115,TPM4,1.4578515,1.069269686112412e-126,24.201817,CENPH,2.8321927,3.8437453511111245e-124,23.92954,ADIPOR1,2.2812874,1.7354268242328964e-42,13.867896,CYTIP,2.5055113,7.266027433039557e-51,15.191102,MDM4,3.535474,4.1794982596388646e-17,8.835274,RAB8A,2.1463509,0.0004563742787907167,4.379638
CTSD,3.3525493,0.0,43.71239,SPI1,2.2954712,2.185707969395045e-198,30.24649,HCK,3.4466567,0.0,64.95814,JUNB,2.6852098,0.0,55.749386,GRINA,1.739672,1.567978016786304e-277,35.767353,METRNL,2.4248433,1.5877425368454243e-33,12.450635,RUNX1,2.056809,5.983291694780226e-32,12.018069,B2M,1.8832713,3.504841120877404e-75,18.650763,OAZ1,0.65659565,5.190139461788119e-18,9.096839,ARHGAP11A,4.1675396,3.01915426649739e-296,36.955193,LMNB1,2.723082,1.37080047809373e-29,11.539675,LTBP2,2.8079767,0.0,46.882324,CSRP1,1.8426266,0.0,45.8931,ENAH,2.3834925,0.0,43.13357,PXDN,2.8534791,0.0,57.282715,HIST1H2BG,4.345815,4.8084481501475893e-05,4.431686,PRR11,2.8283873,2.739772330017087e-126,24.161842,LMNB2,2.236025,4.072936294436282e-123,23.830278,PITHD1,3.2937815,6.91958511603936e-42,13.765708,RIPOR2,5.710066,1.4644530723954137e-50,15.144317,UCP2,2.8616302,2.8940306496929435e-16,8.602109,NFE2,4.293775,0.0004900570948326825,4.3576865
CD4,3.0149138,0.0,43.587627,ZFYVE16,2.284339,3.8948536022323247e-197,30.150534,MCOLN1,2.911571,0.0,64.69188,CD9,3.1473758,0.0,55.198086,TPP1,2.3862455,1.6264189387729996e-277,35.76566,SGK1,2.159519,8.742818387358583e-33,12.306892,MICAL1,2.0733354,2.412162125650959e-31,11.898986,SLC18A2,3.766351,3.151908758364285e-72,18.275797,EPAS1,0.9586176,8.447084665960158e-18,9.039472,DEPDC1,4.8288784,2.2869210798762723e-294,36.83725,PLD4,7.2278123,1.6356078549047687e-29,11.524002,EDIL3,2.4269686,0.0,46.656006,IGFBP4,2.3505387,0.0,45.775143,CRIM1,2.242231,0.0,42.94142,RCN1,2.5275652,0.0,56.990623,EAF2,3.6115367,8.156785882174698e-05,4.3082366,RGMB,1.9415829,2.1394789757532752e-125,24.07567,MBOAT2,1.6009337,2.5330283794824347e-122,23.752445,BSG,1.8415837,2.602708611370013e-38,13.14317,ITGAL,3.2619917,3.75927346008928e-50,15.08118,IKZF3,5.2649097,3.012467136349499e-16,8.597271,SEPTIN5,4.1471267,0.0006713461417196578,4.2706304
PPARG,3.1488178,0.0,43.35601,IFI30,2.8201902,1.2024776965318113e-191,29.72747,ACP5,3.6741676,0.0,64.66854,PTGS2,5.607179,0.0,54.708317,NINJ1,2.472619,2.0405074702361057e-275,35.6291,SPI1,2.2575736,1.8674785672907506e-32,12.242691,EHBP1L1,1.4283198,3.197925129777976e-31,11.87478,CELF2,2.370319,3.349766612629485e-72,18.271744,CTTN,1.8189135,9.015540295584786e-17,8.760752,TRIM59,3.4279413,5.171025071121223e-291,36.62641,IRF8,3.4384682,5.634097048429988e-29,11.413959,LAMC1,2.4716625,0.0,46.595016,LGALS1,1.7884446,0.0,45.761982,NT5E,2.1248348,0.0,42.65364,DSTN,2.9715986,0.0,56.84756,ZBP1,5.0261445,0.00010286817150311865,4.2527356,KIF20A,3.4765759,2.5071439887540282e-124,23.97232,SLBP,1.9056911,1.0385036796972691e-118,23.39691,RIOK3,2.6928456,1.1702354904943962e-37,13.026176,SPOCK2,9.048831,1.7868432930887248e-49,14.975894,CXCR5,6.655351,5.464219617430355e-16,8.521766,SOS1,3.1771736,0.0007227951037861704,4.2494917
CD52,3.2730308,0.0,43.292908,RNF13,2.0717793,4.069287598514556e-189,29.529821,B2M,2.5745974,0.0,63.84575,HPGDS,6.475956,0.0,54.686783,CD55,2.3381953,4.963446448228438e-274,35.538235,ADAM8,5.8846116,7.916348600210618e-32,12.120449,LUC7L2,2.0049438,6.6575472718879995e-31,11.811284,SEMA7A,2.4634156,6.098484451380426e-72,18.238297,ENAH,1.6195759,1.5336536119955874e-16,8.69722,PTTG1,3.3582535,1.6542948767257734e-287,36.404846,ELANE,6.2281423,1.5139031286500576e-28,11.325344,CAV2,2.217528,0.0,46.492195,ADAM12,2.5329154,0.0,45.47634,IGFBP7,2.6121116,0.0,42.649197,ITGAV,2.2429287,0.0,56.794304,TNFRSF13B,8.952646,0.00011221169349104714,4.231423,ILF3,1.2891868,4.489604596905155e-123,23.850813,CDT1,4.2997108,3.1148179638146746e-116,23.15124,MXI1,3.9221973,1.2279656102902666e-37,13.0223875,CD3D,9.334951,1.4709326182130886e-48,14.832628,TCL1A,9.562408,1.6892432717432566e-15,8.380739,MTSS1,5.113211,0.0009435997007531898,4.171841
PLD3,2.4153178,0.0,42.870792,ADTRP,2.8047228,6.906185274172728e-189,29.511292,TGM2,3.7705183,0.0,63.812355,STK17B,3.1364403,0.0,53.604668,CCL4L2,3.9393673,2.8254348554452725e-266,35.031948,ARL4C,4.2388577,8.491750152307114e-32,12.112971,ANKRD10,2.4598691,9.036143178056725e-31,11.78458,TMEM154,3.582551,2.078624751257774e-69,17.91525,NIBAN2,1.8571424,1.7462819637861304e-16,8.6802225,DEK,2.0622184,1.786102208996243e-287,36.402046,HNRNPA2B1,1.1049514,2.247133190153189e-27,11.081092,TAGLN,3.5115263,0.0,46.491196,MCAM,2.2120776,0.0,45.40837,FSCN1,2.3047903,0.0,42.45238,MRC2,2.4757993,0.0,56.56485,FCRL5,6.9862423,0.00021367688627206736,4.0711975,IGFBP3,2.2619,1.723954856884191e-120,23.599401,HMBS,3.0961726,4.1153417150713375e-115,23.037626,FOXO3,3.6042075,1.6525640115091956e-35,12.634022,ARL4C,3.786691,4.983233724298967e-47,14.590873,RIPOR2,5.47479,2.4300482049172505e-15,8.334931,PSTPIP2,2.8248205,0.0010106154844859794,4.144999
CTSH,3.3955498,0.0,42.72637,SQSTM1,1.8697143,4.013310114210903e-187,29.372236,ADAMTSL4,3.3305058,0.0,63.695614,GCSAML,6.210257,0.0,53.054985,PLEK,2.6408906,8.883006281101247e-265,34.93286,LCP2,2.2207236,1.833205427965228e-29,11.644294,PILRB,2.5825424,7.428684689989921e-30,11.600345,PALM2-AKAP2,1.7488725,1.1645850915049186e-68,17.81699,CAPNS1,1.0290265,2.1411746952074745e-16,8.655621,H2AFZ,2.5115948,1.9751761672102502e-282,36.08116,HSH2D,4.094655,4.027041643237949e-27,11.027241,NDST1,1.9509858,0.0,46.476482,BAG2,2.1536713,0.0,45.31718,LOX,2.874822,0.0,42.355236,COL6A1,2.8931985,0.0,56.553383,CD38,3.4821525,0.00032424935999048526,3.964824,YWHAQ,1.4251268,1.35323975459886e-118,23.413101,NCAPG,3.1844547,9.406619020216273e-113,22.799574,RNF10,3.216155,2.5722700517709933e-35,12.598383,CLK1,2.9663813,3.009662133453043e-44,14.140296,ZFP36L2,2.2553904,8.938568617281102e-15,8.166351,DNM3,7.415478,0.0010856367919232566,4.1233225
LYZ,4.5338182,0.0,42.653446,CCL18,2.6924195,6.47940190559224e-186,29.275137,TCN2,3.5623553,0.0,63.61394,FOSL2,2.5822663,0.0,52.60604,B2M,1.9103775,2.019493147523589e-264,34.90877,ADGRG3,5.4438114,9.363430737702943e-29,11.495944,INHBA,1.5291775,1.4145643038849733e-29,11.543563,AKAP12,3.939073,5.692118644998029e-65,17.329828,UBA52,0.96665233,2.8916421243221228e-16,8.619638,SGO2,4.5491385,7.050592513451106e-281,35.98135,CBFA2T3,4.43152,4.10692171368468e-27,11.025403,PXDC1,2.1607604,0.0,46.456383,FN1,4.0335617,0.0,45.206955,MYL9,3.0040994,0.0,42.338226,CCDC80,2.9651818,0.0,56.46449,IKZF3,3.0762236,0.0004563925859797949,3.8753119,VEGFC,1.9141812,2.1402224025324117e-118,23.392546,CKAP2L,2.7922046,1.0099288831535854e-112,22.795975,YOD1,5.4494624,8.095394869553378e-35,12.505293,SELL,4.2376165,3.21312031685491e-44,14.135583,FOSB,3.1513445,3.525731235876467e-14,7.984774,PTGS1,3.0515296,0.0012117493532369068,4.0880995
RBM47,3.0194142,0.0,42.497726,NPC2,1.6167676,3.698833896896657e-185,29.213974,CXCL8,4.7974243,0.0,63.536,NSMCE1,3.3939273,0.0,52.404907,AQP9,2.9983745,1.385660459105897e-262,34.78695,RASSF5,2.494488,9.923343730956244e-29,11.490284,AHNAK,1.0287426,8.757883559491457e-29,11.381457,STK17B,2.2499313,1.7125007964616425e-64,17.26508,CDK2AP1,1.4004893,3.976245919290774e-16,8.578263,HJURP,4.442213,1.6379849842739736e-279,35.893234,HMGB2,2.611546,6.878809067615181e-27,10.978122,NNMT,2.3553855,0.0,46.37955,CCN2,2.9686623,0.0,45.13839,CAV2,2.1045172,0.0,42.277733,ITGBL1,2.5669553,0.0,56.18804,CD27,5.396036,0.0007683131235352051,3.7365892,DKK1,2.1106675,7.758895101451582e-118,23.33654,TFDP1,2.1274178,3.182986092874369e-112,22.744694,KAT2B,3.732315,8.608895943840907e-30,11.528495,LSP1,2.4583242,4.442036763761858e-44,14.112384,CD83,2.0432408,4.8161950155691515e-14,7.943156,H3F3A,1.7038149,0.0012313482220792406,4.081883
CD68,3.5107405,0.0,42.15371,GM2A,2.3190713,6.366819096873469e-185,29.194332,SLCO2B1,3.8177977,0.0,63.53289,C5orf22,4.190451,0.0,52.364624,CD44,1.5352379,3.692305000797885e-262,34.758217,CD83,2.1742823,4.662429806620949e-28,11.346607,LMNA,0.8946659,1.1935617398970726e-26,10.932501,CRIP1,2.3473425,2.2128259154357085e-64,17.249645,NME2,1.1416335,8.708788461519666e-16,8.482915,CCNB1,4.606005,1.6607712783824073e-279,35.89221,BCL11A,4.430765,1.2523774754365977e-25,10.706697,CALD1,2.9781642,0.0,46.245296,KDELR2,2.0408432,0.0,44.84298,CCN1,2.3441637,0.0,42.163204,FSTL1,3.3927648,0.0,55.546066,H1FX,1.3217099,0.0012826227423849141,3.594384,MAP3K20,1.5113798,7.975026192860137e-117,23.235699,WDR76,3.3509524,2.4037981997040543e-109,22.449661,BLVRB,3.7920434,8.608895943840907e-30,11.52849,CD5,8.451209,7.148999990112431e-44,14.078249,CD22,4.261364,7.653743553104894e-14,7.8810444,IDH2,1.662055,0.001665021058796562,3.9921749
MRC1,3.2739763,0.0,42.134834,CD37,2.0121984,2.068756470314927e-180,28.832693,SLC15A3,3.2243145,0.0,63.358868,PRG2,5.6097307,0.0,52.165707,IER3,2.44796,2.7716522168928533e-258,34.499634,PGD,2.1244562,6.707545975608954e-28,11.31301,MIDN,2.00304,1.741000295141745e-26,10.897604,RGS2,3.4670436,1.978570711974956e-62,16.983755,MT2A,2.050763,1.7416575487334343e-15,8.397137,MZT1,2.290498,7.730333283711877e-277,35.720154,PNRC1,1.0396821,2.1871369047497994e-25,10.653994,PLOD2,2.322153,0.0,46.173336,THY1,2.7701957,0.0,44.49649,MOK,2.1637738,0.0,42.128174,EFEMP1,2.8476036,0.0,55.50001,SERP1,1.1382223,0.0013173049356395728,3.5868056,PFN1,0.92418605,1.52610807854057e-116,23.206856,FANCI,3.1548195,7.319210452902327e-106,22.086622,WNK1,3.0278816,1.505001190227278e-29,11.47956,CCDC88C,5.0030823,1.5397598022601653e-43,14.022894,IRF8,3.518213,1.4989178804814557e-13,7.791946,MAST4,3.7188482,0.0017133335686680586,3.982731
SPI1,3.025668,0.0,42.051857,FDX1,2.6037211,5.947934494369204e-180,28.795147,CD52,3.4837575,0.0,63.24884,ARHGDIB,3.010609,0.0,51.798485,PTPRE,2.6787596,5.480194422715312e-253,34.142506,LSP1,2.7143843,8.179511425023665e-28,11.2936,TTLL3,3.5671973,2.636849079925666e-26,10.859166,ENPP3,4.1638064,6.301306613063798e-61,16.7771,CLIC4,1.1813861,1.8039534718500912e-15,8.392016,CCNA2,4.3620954,9.470690677937547e-277,35.713856,HIST1H1B,2.5992112,3.7130045225394346e-25,10.603154,CDH11,2.4044452,0.0,46.11497,TGFB1I1,2.0357935,0.0,44.417534,DKK3,2.2266407,0.0,41.935406,MXRA7,2.3630044,0.0,55.276005,TMEM156,5.537564,0.0014368350888846176,3.5622065,PRC1,2.8557038,2.333102826706198e-115,23.088335,FEN1,3.0276084,3.1279678929188206e-104,21.91544,HMBS,3.6677423,4.040970943222929e-29,11.392168,LCK,10.034456,1.472603870471264e-42,13.859054,IKZF1,2.8955815,1.838534608553328e-13,7.7645245,MAX,2.24542,0.0019011580811323402,3.9523616
THBD,3.4964488,0.0,42.04586,FGR,2.1392138,1.5161902924477932e-173,28.268002,NPC2,2.5231256,0.0,63.236195,BACE2,3.9705663,0.0,51.075294,C5AR1,2.6445138,7.505268315475102e-252,34.065323,TRGC2,4.2220674,1.0134965625183498e-25,10.832952,MYO9B,1.9257252,9.319867202303894e-25,10.519977,NFATC3,2.7430573,2.4784096229377174e-60,16.694988,DSTN,1.5460299,4.138522567156278e-15,8.285935,LMNB2,2.7661605,1.214749753782575e-276,35.70629,ITGA4,2.8951948,5.613131084159954e-25,10.563516,SMURF2,2.426256,0.0,45.927845,THBS1,2.8107429,0.0,44.408627,TAGLN,3.4325194,0.0,41.897846,HSPG2,2.4020245,0.0,55.246937,SEL1L,1.5932705,0.0015961821217617225,3.5321198,DLGAP5,2.9979594,3.605427566500694e-115,23.068602,RRM1,2.3408942,4.6407718860851474e-104,21.897045,PIM1,2.2611096,5.632887514961125e-28,11.156986,SUN2,2.1436486,4.464116337101787e-42,13.7776575,CLK1,3.141422,2.2328071588454066e-13,7.7376695,MPL,8.289116,0.002171513473639829,3.9117477
