C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score
LRRC4,-0.6009269,1.0,-0.050038423,PRKD2,-0.7621233,0.22953223058455555,-1.8845057,MBNL1,-0.24035406,0.6741344770531188,-1.5771796,RGS3,-0.90956676,1.0,-0.48346668,SYNJ1,-0.22712477,0.14144222511319263,-1.9771835,ATP1A1,-0.4280504,4.089154326586153e-05,-4.493782,RNF180,-18.003946,1.0,-0.069570154,LRRC42,-0.485199,0.20843799143387412,-1.9350854,RAB3GAP2,-0.80306894,0.00035807142723888143,-4.022571,SLMAP,-0.44728756,0.00015339199312972576,-4.212212,TUBGCP6,-0.9045258,0.41623751736806514,-1.6140876,DPY30,-0.5903149,2.5950162142059123e-18,-8.93427,BCAR3,-3.2993872,1.0,-0.56479555,HNRNPF,-0.6725141,1.0,-0.999821,TOM1L2,-0.32725474,0.9436061243179881,-1.1466928,PARP6,-0.8857255,0.44486583989621165,-1.7550821,CDIPT,-1.1161857,1.0,-0.97886634
SEMA5A,-0.47194126,1.0,-0.050114445,SHCBP1,-2.5611784,0.2294504807288449,-1.8848504,RABGAP1L,-0.53200984,0.6728139975338415,-1.5783194,SORL1,-0.41011655,1.0,-0.48360506,TMEM115,-0.09631438,0.14141507936532138,-1.9773343,FAM210B,-0.28328013,4.0377040885621626e-05,-4.496545,ANKRD45,-19.53086,1.0,-0.069570154,MTOR,-0.35832244,0.20826162503477275,-1.9355448,SEPTIN6,-0.5383056,0.00035552051029697705,-4.024335,TRGJP2,-0.8711091,0.00015336792454133285,-4.212323,PER2,-0.3971011,0.41503369398986373,-1.6158162,MAFK,-1.4581597,2.57327230239451e-18,-8.935239,GPKOW,-0.6116386,1.0,-0.56548446,MS4A14,-3.9626145,1.0,-1.0019058,RWDD1,-0.07113236,0.9413724607913038,-1.1483325,BIRC6,-0.85016334,0.44486583989621165,-1.7550821,NCEH1,-0.30571407,1.0,-0.97886634
PEAR1,-3.176569,1.0,-0.05027663,CSTA,-0.16621405,0.22914930813139242,-1.8856165,FST,-27.10141,0.6727763188887566,-1.5785094,TAF1C,-1.0166925,1.0,-0.4837764,P2RY8,-2.1746235,0.14093882208313388,-1.9788367,ACADS,-0.9543641,4.01446340719828e-05,-4.4979105,TMEM265,-18.858086,1.0,-0.069570154,ANKRD40,-0.29677197,0.20826162503477275,-1.9356346,CTTNBP2,-27.943296,0.00035552051029697705,-4.0243597,DCK,-0.7382043,0.00015029691447433167,-4.21704,ATXN1L,-0.28458336,0.4144957413609428,-1.6165588,DTNB,-2.9851198,2.554800733217017e-18,-8.936074,UBR3,-0.9421828,1.0,-0.5656321,TOMM40,-0.8296742,1.0,-1.0036927,MRAS,-0.0491518,0.9413724607913038,-1.1484225,SPEN,-0.558552,0.44486583989621165,-1.7553822,C19orf12,-26.349092,1.0,-0.9790234
TRABD2A,-2.4045794,1.0,-0.05030704,LAMTOR5,-0.12278519,0.22909283076383952,-1.885819,IGF1R,-0.5636623,0.6727763188887566,-1.5785785,EXOSC6,-0.6623369,1.0,-0.48386863,SLC35C1,-0.4246924,0.140572969949001,-1.9800096,MTIF3,-0.4483374,3.93478301136927e-05,-4.5022407,CRYBA4,-18.628113,1.0,-0.069570154,PCID2,-0.3634573,0.20772307860105405,-1.9369444,PTPA,-1.7098339,0.0003546110357484236,-4.0250998,GTF2F1,-0.16841978,0.00015029691447433167,-4.217058,EXOC4,-0.729211,0.4144873844901499,-1.6166748,DVL3,-0.642854,2.4748904627356247e-18,-8.939626,DYRK4,-0.67473716,1.0,-0.566198,BTBD9,-2.408264,1.0,-1.0037779,MPDZ,-1.5872166,0.9410099523404868,-1.1489451,POP4,-1.2552752,0.4441989491921278,-1.7564967,TPGS2,-26.702568,1.0,-0.9795993
OMG,-2.0348752,1.0,-0.05038306,NFE2L3,-1.3195072,0.2287630810211267,-1.8866123,HEATR1,-0.97778594,0.6727763188887566,-1.5786822,NT5M,-1.2609041,1.0,-0.48410586,TMLHE,-0.31108195,0.13987378173393564,-1.9823331,ROCK2,-0.6880955,3.8630781401037314e-05,-4.5062156,TBX3,-18.643522,1.0,-0.069570154,GTF3C3,-0.3120004,0.2075980158659407,-1.9372982,TSPAN15,-0.98813933,0.0003538045482876006,-4.025717,ZMAT5,-0.9407195,0.00014899556268633404,-4.2191525,VPS11,-0.47587368,0.4138618221757834,-1.6175218,FDFT1,-0.78363925,2.4599538326421426e-18,-8.940333,CRTC3,-0.34374052,1.0,-0.56627184,UTP23,-2.211552,1.0,-1.0050117,DOCK5,-0.28627124,0.9392672107537589,-1.1503234,VASH1,-2.2045949,0.4441726208184718,-1.7566681,UEVLD,-1.4548339,1.0,-0.98001814
LSM2,-0.96415025,1.0,-0.051467657,EBPL,-2.0434754,0.22841249856085202,-1.8875972,TSKU,-0.31793204,0.6722208571045662,-1.5794076,TMEM51,-0.23820902,1.0,-0.48447487,TCF7,-1.9642648,0.13976033345928,-1.9827464,PITPNM1,-0.5062091,3.8481855241878e-05,-4.5071044,IL34,-19.261713,1.0,-0.069570154,MESD,-0.2960558,0.2075980158659407,-1.9373827,SLC4A2,-1.2776328,0.0003531664372834575,-4.026222,U2SURP,-0.11615118,0.00014741867693769597,-4.2216268,PSD4,-0.09650066,0.4119879968024344,-1.6199582,BLVRB,-2.2423658,2.447364850368659e-18,-8.940939,RBPJ,0.01185987,1.0,-0.56713295,SNUPN,-1.029752,1.0,-1.0055435,DVL1,-2.0211344,0.938417582048148,-1.1512514,CDC73,-0.2562231,0.4435093771884435,-1.757504,YIF1A,-26.562872,1.0,-0.9801752
WBP2,-0.3786208,1.0,-0.051786955,MCCC2,-0.054677173,0.22824254197609112,-1.8880186,YIPF6,-0.3961221,0.6712054769169667,-1.580323,OAT,-0.5701437,1.0,-0.48455393,AP3M1,-0.15416496,0.13893138448882145,-1.9855444,MAP1S,-0.70537186,3.827952108315538e-05,-4.5082917,TRPC4,-19.03375,1.0,-0.069570154,BUD13,-0.74195623,0.20713999345109504,-1.9384389,ELOVL1,-0.46004945,0.0003490700376675446,-4.0290475,LEO1,-0.9173617,0.00014735307689296218,-4.2218027,FAM214A,-0.64051396,0.41196011369199775,-1.6200974,SDE2,-1.694959,2.4320312782199762e-18,-8.941672,CCNC,-0.84569407,1.0,-0.5684862,RNF2,-1.2742646,1.0,-1.0057137,PARP15,-1.4276944,0.9366358515109716,-1.1525307,CEMIP2,-0.62109005,0.4435093771884435,-1.757504,KIF1C,-26.381062,1.0,-0.9801752
PLEKHA6,-0.88855296,1.0,-0.05221775,RBM42,-0.06634308,0.22818058358209656,-1.888232,RNF25,-2.4128606,0.6712054769169667,-1.5804784,SLC49A3,-0.5736766,1.0,-0.48467255,APOOL,-0.2709051,0.13893138448882145,-1.9855835,PPARD,-0.7410117,3.822346789421932e-05,-4.5086713,RNF150,-18.84857,1.0,-0.069570154,GAPVD1,-0.27533218,0.20695437369325553,-1.9389194,POLR2I,-0.89969546,0.00034827546727434394,-4.029664,CEP104,-0.5046745,0.0001463515525645915,-4.2234154,SLC35B4,-0.39394093,0.411028412452062,-1.6215476,ZRANB1,-1.9969459,2.3744841049174662e-18,-8.944356,GORAB,-1.265207,1.0,-0.5689783,TRAPPC12,-0.63566405,1.0,-1.0058839,CCT3,-0.1775871,0.935926538599412,-1.1531162,NSD1,-0.62939495,0.4435093771884435,-1.7576112,METTL9,-0.47012532,1.0,-0.98033226
PPP1R36,-0.7297651,1.0,-0.052238025,HIBADH,-0.17919439,0.22813284074288387,-1.8884181,PPIL4,-1.7550535,0.6698981445304263,-1.5816184,FIZ1,-2.2283804,1.0,-0.4850086,TARBP2,-0.2935225,0.1385748433872,-1.9868402,AGO2,-0.18418479,3.756749143928521e-05,-4.512412,RTN4RL1,-18.68555,1.0,-0.069570154,USP24,-0.4408561,0.20651066488407838,-1.9399387,CUL4A,-1.1119041,0.0003481397396717087,-4.029837,NECAP1,-0.17504029,0.00014612402314745704,-4.2238417,SSR3,-0.09832737,0.41080722749639675,-1.6220233,CCSAP,-2.2250261,2.352936784310094e-18,-8.945402,KAZN,-0.23574951,1.0,-0.5695442,MLF2,-0.28031582,1.0,-1.0065434,TMEM205,-0.36698028,0.935926538599412,-1.1532604,ID3,-26.09905,0.443163777735317,-1.758297,ALYREF,-2.1630743,1.0,-0.9804369
SLPI,-0.9666551,1.0,-0.05233939,RAB38,-0.4326169,0.22761988210583448,-1.8895015,GPR157,-2.4361355,0.6692800117274498,-1.5822401,TBCD,-0.24527968,1.0,-0.4857993,C11orf96,-4.7056313,0.13843919803564397,-1.9873931,LANCL2,-0.9373953,3.7004024471279576e-05,-4.515684,SULT4A1,-19.794626,1.0,-0.069570154,CA12,-3.7796178,0.2063077988572318,-1.9404562,PXK,-0.4684424,0.0003441526275304592,-4.0326247,RNF20,-0.38583845,0.00014540541522278363,-4.2250276,PSMD7,-0.32484204,0.4100052898376391,-1.6233808,GMIP,-0.9781649,2.1478439376544213e-18,-8.955507,PRCC,-0.095286444,1.0,-0.57060224,LRRC57,-1.6340591,1.0,-1.0094153,DCTN6,-0.1650991,0.9358153878698955,-1.1535667,TMEM192,-1.0254683,0.4429529082566083,-1.7586614,SMARCD1,-26.567398,1.0,-0.9807511
TMEM119,-0.9759046,1.0,-0.052359663,H2AFY,-0.03725398,0.22544793552163842,-1.8940867,RBM26,-2.9387748,0.6683838609037972,-1.5830692,YTHDC2,-0.12549014,1.0,-0.48602995,ELF2,-0.2691473,0.1376200561783189,-1.9900126,BET1L,-0.4530393,3.694411567330392e-05,-4.516096,JAM2,-19.141655,1.0,-0.069570154,CFB,-2.639223,0.20588035495794846,-1.9414437,ZBED1,-1.7806449,0.00034403648656053956,-4.0327854,CITED2,-0.37145638,0.00014512553221618222,-4.2255373,PSMD11,-0.5939043,0.40935848607185416,-1.6244713,CEBPD,-4.9309835,2.1431418610602877e-18,-8.955788,ZNF75D,-24.449951,1.0,-0.57205385,IKZF5,-0.78581566,1.0,-1.0103939,MTDH,-0.14269647,0.9358153878698955,-1.1535758,PDS5A,-0.66315264,0.4429529082566083,-1.75879,PGS1,-26.516968,1.0,-0.9807511
FDXR,-0.8807206,1.0,-0.052364733,ENC1,-5.7386956,0.22474669248405676,-1.8956407,ZBTB41,-2.0035417,0.6683838609037972,-1.5831211,PIGW,-0.4200396,1.0,-0.48614854,CDK16,-0.20068993,0.13750694892236803,-1.9904594,C5orf24,-0.5257032,3.6930745943168664e-05,-4.5162416,EFS,-18.776192,1.0,-0.069570154,ZCCHC4,-0.6921027,0.20544103145150783,-1.9424577,KCTD5,-0.7137288,0.000343974603775163,-4.0329084,ZFHX3,-0.59248227,0.00014506093912402607,-4.2257133,TMED10,-0.07083386,0.40935848607185416,-1.6245409,TMEM170A,-3.5207715,2.0992591740935522e-18,-8.958109,PCMTD1,-0.1447857,1.0,-0.57424366,SERTAD2,-0.41599184,1.0,-1.0111384,TOB1,-0.20784087,0.9358153878698955,-1.1536928,ACIN1,-0.8354281,0.4429529082566083,-1.7588972,NAAA,-26.420816,1.0,-0.9807511
ZNF285,-1.5089216,1.0,-0.05240021,CHI3L2,-1.8890795,0.22474669248405676,-1.8957119,HUWE1,-0.58267945,0.6683838609037972,-1.5831383,MRGBP,-0.35681883,1.0,-0.48675478,ZFYVE1,-0.34152585,0.13685148227428368,-1.9925483,ALKBH5,-0.20428278,3.684424902523441e-05,-4.516807,LAMC2,-19.170803,1.0,-0.069570154,KCNMB1,-0.98785603,0.20525159774588064,-1.9429488,CD53,-0.21265338,0.0003422549763891512,-4.034167,FOXJ2,-1.1303853,0.0001448305009258734,-4.226223,DEXI,-0.9055604,0.4089730108433601,-1.6251442,ADGRE5,-0.5112593,2.0792189358145967e-18,-8.959206,LRRC28,-3.224284,1.0,-0.5744651,TMEM243,-1.302298,1.0,-1.0121382,TREM1,-0.15068427,0.9358153878698955,-1.1537739,BTBD6,-4.329855,0.4429361487137261,-1.7591114,ARL2,-0.86437535,1.0,-0.9809605
PAIP2B,-1.4176291,1.0,-0.05245089,SPINT1,-0.36332858,0.2238579077345822,-1.8977529,SLC25A38,-2.6166453,0.6683184916743327,-1.5836047,SCART1,-3.6390095,1.0,-0.48726875,GASK1B,-4.472411,0.13680511595576142,-1.9927605,NCL,-0.31920666,3.6835133697391254e-05,-4.516928,CAMK2N1,-18.908394,1.0,-0.069570154,NAPB,-1.1976632,0.2049164274856237,-1.9437462,ELAC2,-1.676095,0.0003416007345748983,-4.034697,DMAC1,-1.3749732,0.0001440586237950402,-4.227502,AKAP8L,-0.3198299,0.4074043106156543,-1.6271281,DCTN2,-0.13701895,2.0703518833123645e-18,-8.959715,EVI5L,-0.8299131,1.0,-0.575154,PCNX1,-0.53632677,1.0,-1.0127338,HSPA6,-1.5788898,0.9319128983707804,-1.1569902,UGP2,-0.5799946,0.4429361487137261,-1.7592186,MEGF9,0.043198843,1.0,-0.9812746
WDR54,-1.2914937,1.0,-0.052501574,PGAM1,-0.85521394,0.22362357629439014,-1.8983055,SMIM10L1,-0.5813732,0.6678405985452603,-1.5841228,DALRD3,-0.63293725,1.0,-0.48730168,RTL8B,-2.6953142,0.13524123222319528,-1.9978207,EMG1,-0.49996722,3.598290483476346e-05,-4.5220904,CSPG5,-19.058119,1.0,-0.069570154,SMAD1,-2.6398115,0.2049108659190782,-1.9438518,EMG1,-0.6166147,0.0003395174347820005,-4.0362144,FEZ2,-0.27290952,0.000143520971330765,-4.2284193,LYPLAL1,-0.22910415,0.40589125424459255,-1.6292629,WDR82,-0.24360862,2.0092622603142617e-18,-8.963057,LIMD1,-0.6998044,1.0,-0.57682717,TMEM104,-1.4010037,1.0,-1.0128403,NKAPD1,-0.36750925,0.9318436386859934,-1.1572784,RAB13,-0.27796394,0.4429361487137261,-1.7593044,IRGQ,-26.50476,1.0,-0.981327
SULT1A2,-0.6913327,1.0,-0.05254212,MGAT4A,-0.0036349439,0.22330570135127797,-1.8990223,CALCOCO2,-0.10606795,0.6676179768474618,-1.584451,RFC5,-1.1083459,1.0,-0.4874137,RHEB,-0.15940881,0.13517022444332616,-1.9981111,DHRS3,-1.5526556,3.593967548515797e-05,-4.5224137,KRT72,-19.40414,1.0,-0.069570154,TRMT1L,-0.36196798,0.20462636800499126,-1.9445436,RHEB,-0.29455587,0.00033654255711760097,-4.038361,ABHD13,-0.96726,0.00014284395151481724,-4.229559,PTER,-0.50013685,0.40578110061612754,-1.6298199,CHCHD3,-0.16219404,1.9804243301223627e-18,-8.964688,GPR84,-2.6589515,1.0,-0.577024,SMARCB1,-1.0276095,1.0,-1.013138,PNN,-0.45752475,0.9318159829193632,-1.1574225,MBNL2,-2.1624057,0.4429361487137261,-1.7593257,GRB10,-26.810726,1.0,-0.981327
B3GALT2,-1.032074,1.0,-0.052552257,ZNF680,-0.7157371,0.22330570135127797,-1.8990387,NDRG3,-0.31013972,0.6661445393842659,-1.5857118,SPATA33,-0.7455965,1.0,-0.4877695,INO80C,-0.15795839,0.13487569699155433,-1.9990997,COL6A2,-3.371082,3.593149109343253e-05,-4.5225997,KRBOX1,-19.156458,1.0,-0.069570154,SPSB3,-0.4230027,0.20428700226912733,-1.9453516,STX11,-0.55964756,0.0003359163059228381,-4.038879,JUND,-0.46852773,0.0001419241577092958,-4.231088,SEC24B,-0.27805597,0.4045391585178239,-1.6314209,TRIM27,-1.4816467,1.9534642163773837e-18,-8.966238,TRAF3,-0.708667,1.0,-0.5776145,MYO15B,-25.415777,1.0,-1.0133934,RGS19,-0.3130142,0.9314555435113506,-1.157909,ETNK1,-0.6672762,0.4429361487137261,-1.7596258,PRKAA1,-1.5257156,1.0,-0.9821123
LMOD1,-1.6647621,1.0,-0.052552257,ALDH9A1,-0.05203135,0.22294962722667855,-1.8999087,OTUB1,-0.20862783,0.6661445393842659,-1.5858327,NUDT16,-0.37850493,1.0,-0.48830986,ZNF626,-0.72080386,0.13450857448823877,-2.0003173,ADAT1,-0.63930225,3.5692878743432115e-05,-4.524078,THY1,-1.8060697,1.0,-0.07031747,NT5E,-4.911996,0.20397564584386021,-1.9461015,NDUFA11,-1.3560128,0.0003345161679616427,-4.03994,YIPF1,-0.886077,0.00014189019928519605,-4.231218,CARM1,-0.3345367,0.40445392386124845,-1.6316297,RAB11A,-0.6284124,1.869086957365885e-18,-8.971141,HERPUD2,-0.011818621,1.0,-0.57786053,MED13,-1.220778,1.0,-1.0139464,ISG20L2,-0.21828778,0.9314140797117091,-1.1580622,PUS1,-2.6067352,0.4424575121372294,-1.7603332,CAMSAP1,-26.550377,1.0,-0.98247874
FBLN7,-0.90247524,1.0,-0.052552257,LBH,-24.843975,0.222749476764401,-1.9003958,SLC11A1,-0.42303205,0.6661445393842659,-1.5859882,RNF213,-0.2364173,1.0,-0.48831645,CANT1,-0.19977751,0.13431911160129817,-2.001049,HMCES,-0.47751683,3.544494522372204e-05,-4.525621,MC1R,-1.5032061,1.0,-0.07057903,BTN3A3,-1.0831728,0.20361964139078778,-1.9469465,WDR11,-0.74137425,0.00033294633896539935,-4.0411243,COX14,-0.19279248,0.00013660374870567467,-4.2399006,ZNF117,-1.1290404,0.40433983829918146,-1.6318734,TFIP11,-1.5147958,1.848327565511765e-18,-8.972409,NDUFS2,-0.06438135,1.0,-0.57788515,ZNF800,-1.0438232,1.0,-1.0154781,RPRD1B,-0.8468678,0.9314140797117091,-1.1581523,ZYG11B,-0.3748342,0.44116152739897874,-1.7618334,EIF2B5,-26.465862,1.0,-0.98247874
LEF1,-1.6378096,1.0,-0.052562393,OPLAH,-0.22673221,0.22180314383796992,-1.9026337,TTLL3,-1.7240973,0.6656169712187704,-1.5865927,PIEZO1,-0.41508022,1.0,-0.48865908,SELENOP,-4.2016006,0.13339919425766755,-2.0043554,SLMAP,-0.38766167,3.515697992741039e-05,-4.527415,NUSAP1,-1.2963498,1.0,-0.072316535,CEP128,-1.2208977,0.2031093172607286,-1.9481188,DHX15,-0.15527204,0.00033276386682960297,-4.041334,SLC35A1,-1.13847,0.00013538170032093014,-4.2420692,SRM,-0.32884428,0.40424502833742176,-1.6320938,RING1,-0.21457544,1.8253632842034498e-18,-8.9738245,MID1IP1,0.07811843,1.0,-0.57795894,ABHD17B,-2.733275,1.0,-1.0156484,MAP1S,-0.08166304,0.9296952620650507,-1.1594316,TFE3,-0.59594464,0.44116152739897874,-1.7618549,NCOA4,-0.65336215,1.0,-0.9827929
DPPA4,-1.2189353,1.0,-0.05257253,UTP23,-0.16397071,0.22148456109273187,-1.903356,AKAP12,-2.4458435,0.6656169712187704,-1.5866445,FOLR2,-1.1204492,1.0,-0.48899513,EEF1AKMT4,-1.5157583,0.13339625525920037,-2.0044336,TYK2,-0.44440058,3.507714652238089e-05,-4.527964,ARHGAP24,-0.94184756,1.0,-0.07303582,HTRA4,-0.34078217,0.2026598320112992,-1.9491645,PRPF3,-0.70351905,0.0003327565542279789,-4.0414205,USP30,-1.1819794,0.00013414129496973798,-4.24421,CXorf38,-0.7381991,0.4030478057930292,-1.6338573,ARMC10,-0.46542373,1.770600546578282e-18,-8.977217,CTDSP2,-0.64580894,1.0,-0.57805735,SIPA1,-1.415613,1.0,-1.0164993,C11orf49,-1.5596428,0.9296952620650507,-1.1596838,CD2AP,-1.7760603,0.4406394241176233,-1.7626693,ADAM12,-27.99053,1.0,-0.98363054
GAREM2,-2.769567,1.0,-0.052602936,FKBP8,-0.2989565,0.22147671102424338,-1.9034654,EZR,-0.32824937,0.6650574419877561,-1.5873353,LTBP2,-2.3912163,1.0,-0.4891533,ALDH3B1,-0.22157852,0.13270645417655974,-2.0067515,YPEL5,-0.30377364,3.4998825846786606e-05,-4.5285053,RUBCNL,-0.7765215,1.0,-0.075497285,MSRA,-0.2258372,0.2026542970310122,-1.9492701,SMG5,-0.4345587,0.0003321720009354535,-4.041914,TUBB4B,-0.49965477,0.00013361777394271207,-4.2452383,MPHOSPH6,-0.39794886,0.40216664534742785,-1.6351451,DSC2,-3.6427193,1.758139505559354e-18,-8.978033,HDHD3,-0.49599794,1.0,-0.5787709,HSP90B1,-0.07887294,1.0,-1.0169885,MT-ATP6,-0.3620357,0.9282138547124589,-1.1609001,METRNL,-0.41213822,0.4406394241176233,-1.7626693,MKNK2,-26.50914,1.0,-0.98420644
PGAP1,-0.8676884,1.0,-0.052608006,DNAJC18,-0.49003637,0.22147671102424338,-1.9034872,TSC22D3,-0.5623203,0.6647431635118145,-1.5877327,DTD2,-0.47299796,1.0,-0.4895948,NKTR,-0.28497282,0.13238173810313514,-2.0081644,HIVEP2,-4.7105317,3.48979847293141e-05,-4.529184,METTL7B,-0.6401499,1.0,-0.075782195,CMTM2,-2.2993536,0.20240468977921985,-1.9498932,SERPINB9,-1.731591,0.00033167569877100343,-4.0423455,MYO1D,-1.8294708,0.00013293021719338737,-4.246471,ARSB,-0.18909097,0.4020558663302246,-1.6354816,USP38,-2.0596373,1.7517431233019376e-18,-8.978473,AACS,-0.22511351,1.0,-0.5788201,R3HDM4,-0.501574,1.0,-1.0176054,TOR1AIP2,-0.15431078,0.9269271000246617,-1.161864,LANCL2,-0.8621501,0.4406394241176233,-1.7627336,ATP6V1A,-0.64455336,1.0,-0.98431116
SGCD,-3.0401862,1.0,-0.052613072,TCHH,-0.51043874,0.2210399060486858,-1.904516,ATP5MD,-0.18519357,0.6644752397782856,-1.5882508,GPC1,-2.302583,1.0,-0.48970678,ZDHHC14,-1.2294064,0.132210538378331,-2.0088067,TNIP2,-0.26456976,3.488534697634111e-05,-4.5293293,TRERF1,-1.0581722,1.0,-0.07579621,FAM122C,-0.8706033,0.2022398989802427,-1.9503368,TMX1,-0.28884998,0.00033010112375469374,-4.043542,AKIRIN2,-0.33333424,0.00013184843086649296,-4.248454,EYA3,-1.121023,0.40186709683629573,-1.6359224,MSL2,-0.18238261,1.7315696837013225e-18,-8.979786,JRKL,-1.9133084,1.0,-0.5800749,TCF7L2,-0.9007926,1.0,-1.0199881,SUPT3H,-1.8979962,0.9252131664644259,-1.1631073,EXT1,-3.5133462,0.4406394241176233,-1.7630765,TNIP2,-1.5275825,1.0,-0.98473
CD79A,-3.9296393,1.0,-0.05264348,RAPGEF1,-0.09972782,0.22048449719364563,-1.9057088,WNK1,-0.14632212,0.6644752397782856,-1.5882508,UBE2H,-0.31941852,1.0,-0.4897661,ATXN7L1,-0.8669187,0.13215664069978458,-2.009047,CHPF2,-0.47202685,3.486071857276568e-05,-4.5295477,FAM71A,-1.2967036,1.0,-0.07588495,COMMD3,-0.3185182,0.2022393579882703,-1.950432,ZNF800,-0.44613898,0.00032846442788966174,-4.044788,NOA1,-1.892719,0.00013146934661509378,-4.249251,PTDSS1,-0.29784775,0.40175358907233233,-1.6361661,SEC24D,-0.500598,1.7218731814619351e-18,-8.980443,TMEM134,-0.3144494,1.0,-0.5802964,PPP3CA,-0.60599273,1.0,-1.0201583,NGLY1,-0.27259216,0.9249092956834032,-1.1634496,TMEM250,-1.7384379,0.4406394241176233,-1.7631837,POM121,-2.2956867,1.0,-0.98473
TKTL1,-3.2996483,1.0,-0.05264348,ZKSCAN1,-0.7336675,0.2196629228309152,-1.9074323,PIGG,-2.5280616,0.6644752397782856,-1.5883026,KCNAB1,-0.15731533,1.0,-0.49010214,CCDC9B,-2.2223449,0.13196636730077071,-2.0097897,YIPF6,-0.3549604,3.4854762932498815e-05,-4.5296526,APBA1,-0.9600813,1.0,-0.075894296,PITPNC1,-0.39866376,0.2022393579882703,-1.9504795,OTULIN,-0.98749167,0.0003283189822172823,-4.044973,CD99L2,-1.7422011,0.0001305057868501181,-4.2509747,FAM78A,-3.406797,0.40175358907233233,-1.636259,TLE5,-0.5486539,1.7205859018275746e-18,-8.980564,SCYL2,-0.71050626,1.0,-0.5805916,MKI67,-2.539284,1.0,-1.0201583,CETN2,-0.4871592,0.9248679393617729,-1.163711,MAP2K7,-2.235152,0.4404698936822798,-1.7635695,ATP13A1,-26.50972,1.0,-0.98535824
KCNIP1,-3.060746,1.0,-0.05265362,CSF1R,-1.5362908,0.21919641676095328,-1.9086416,PTPN12,-0.28484392,0.6644752397782856,-1.5884581,COX7A1,-2.5338607,1.0,-0.49029985,MIPEP,-0.69910204,0.1313548733222335,-2.0119457,SELENOI,-2.111048,3.4701202152962324e-05,-4.5306544,NECTIN4,-0.6726874,1.0,-0.075912975,NCAPG,-4.003405,0.20198962855690714,-1.9511502,SEC16A,-0.8103067,0.000327396855684636,-4.0457134,TMEM68,-1.4262977,0.00013007010986606975,-4.251799,IER5,-0.16887483,0.4011916090419894,-1.6370595,RGS19,-1.7244487,1.6979110059221414e-18,-8.982062,PHTF1,-0.52699745,1.0,-0.58061624,TICAM1,-1.3180488,1.0,-1.0205199,FYTTD1,-0.15911265,0.9243709012097446,-1.1642874,ATXN3,-0.8155796,0.4388723623875694,-1.7653912,LARP1,-2.0850308,1.0,-0.9857771
ZNF449,-0.50192493,1.0,-0.05392067,CLEC16A,-0.27342367,0.21844725032520648,-1.9102285,VPS39,-0.3179469,0.6644752397782856,-1.5887344,ULK3,-0.63040775,1.0,-0.49055022,NEMF,-0.14125142,0.13134031910895075,-2.01213,ACSF2,-1.3190708,3.453243330360966e-05,-4.531753,ZNF660,-0.86991185,1.0,-0.07601573,IGF2BP2,-1.2886938,0.20167260199243664,-1.952106,MOCS2,-3.2987087,0.0003271140528391908,-4.045997,TUT4,-0.5459375,0.00012855615300898067,-4.254496,THRA,-0.92155457,0.4004294952016255,-1.6381965,INPP5B,-0.93309647,1.6672954704509632e-18,-8.984102,AGL,-0.29600945,1.0,-0.58130515,FNIP1,-0.4634443,1.0,-1.0209879,DENND4B,-0.19318025,0.9234598519362426,-1.1650894,MTA2,-0.5541678,0.4387040756234282,-1.7657127,PPP2R5A,-0.123059385,1.0,-0.9858294
METTL7B,-0.7780236,1.0,-0.054645427,TDRKH,-0.57038796,0.2180914578139206,-1.9110328,ARRB1,-0.02961543,0.6644752397782856,-1.5887862,USP35,-2.2403305,1.0,-0.4906952,HELQ,-0.63928205,0.12899082507042245,-2.019966,RNF167,-0.18593732,3.453243330360966e-05,-4.5318017,YPEL4,-1.03984,1.0,-0.076151185,SLC12A2,-0.8755861,0.20157281036455774,-1.9524122,CNEP1R1,-1.0120971,0.000324361483617435,-4.048057,TRMT6,-1.2587639,0.00012770807490253844,-4.2560525,POFUT2,-0.9895303,0.40012671476720924,-1.6387765,ARL2,-0.444634,1.6672954704509632e-18,-8.984115,ZNF410,-0.21659566,1.0,-0.5814528,DCP1A,-1.5364969,1.0,-1.0224345,EXOC4,-0.24896127,0.9234186316256576,-1.1652875,PLEKHO2,-0.4958032,0.43855105915419934,-1.7661629,FRG1,-26.51181,1.0,-0.98593414
