C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
S100G,-15.201012,1.0,-0.011581638,IRGQ,0.6187829,0.33409728312779885,-1.31944,EDDM3B,-12.282438,1.0,-0.0032103679,CHIT1,-4.1452794,0.0762521250409385,-2.01804,FMR1NB,-17.705591,1.0,-0.021597482,CFB,-2.2753923,0.25018675250088973,-1.4658865,C19orf44,-1.463903,0.1596084202876047,-1.7250048,REEP2,-2.6478686,0.5548179787854174,-1.041729,CCND2,-1.6491728,0.6420274216554688,-0.9689837,SNRPD1,-0.71519655,0.023701587124155807,2.4644442,SMCR8,-0.77223814,0.23061660139575943,1.4888834,CDH3,1.2944868,1.0,0.12464164,UPF3B,0.72814,0.9642251362991318,-0.5373086,DAGLA,-24.931967,0.05817040322391988,-2.1762202,TLCD1,-2.2997868,0.10307728093749113,-1.926204,ING3,0.22984126,0.4855883075021194,-1.1596172,SPA17,-0.0012071271,0.7663738455795033,-0.832474,MANEAL,-23.93832,1.0,-0.34330934
ADGRG4,-16.043295,1.0,-0.011581638,ZNF274,0.5215433,0.3338680287048431,-1.3198795,VTCN1,-15.321476,1.0,-0.0032103679,SCLY,0.46255174,0.07609811512126824,-2.0189266,NUTM2A,-16.710608,1.0,-0.021597482,RANBP17,-23.10778,0.24901990883440908,-1.4683838,ICA1L,-24.004805,0.15942536932689647,-1.7255919,MTFR2,-0.9552346,0.5547100497527645,-1.04192,HIST1H1A,-5.156606,0.6408601164877409,-0.9703385,FBXO16,1.5610391,0.023794597015655096,2.463006,CDKN2AIP,-1.1415789,0.23101419261373654,1.4879419,AJAP1,0.42365292,1.0,0.12415739,SPOCK2,-2.2733352,0.9642251362991318,-0.53737754,DHX35,-25.037785,0.05817040322391988,-2.1762202,ARID4A,1.4413308,0.10268594425182623,-1.9279253,ANK3,-2.349172,0.48528369953073797,-1.1600623,SEC24B,1.2348158,0.7663597113527285,-0.8325624,AHSP,-26.586454,1.0,-0.34330934
NRG3,-17.694342,1.0,-0.011581638,UNC5C,-22.720995,0.33375655711833724,-1.3201216,KRTAP27-1,-15.492394,1.0,-0.0032103679,COG6,-0.4085835,0.0760171695507822,-2.0194123,PLA2G12B,-15.156206,1.0,-0.021597482,SCIN,-4.194505,0.2489267645137934,-1.4686302,GHR,-23.54953,0.15942536932689647,-1.7255919,SNN,0.24936955,0.5546656407095252,-1.0420375,TRAPPC2L,0.608626,0.640804663517853,-0.97046727,KAT2B,-1.1540269,0.02390929580586785,2.4612129,AC007906.2,1.4320056,0.2333589123507869,1.4824564,UCP3,-1.0328008,1.0,0.12397456,TBL3,0.6802991,0.9637826121311187,-0.537931,BAD,-1.0843495,0.05810042834889772,-2.176782,NDOR1,-0.64928234,0.102458397970185,-1.928977,DHTKD1,0.50569665,0.48528369953073797,-1.1600748,FAM174B,-23.931297,0.7654656092099028,-0.8334755,FBXO48,-23.737768,1.0,-0.34330934
ECEL1,-15.588531,1.0,-0.011581638,CDKN2AIP,0.2513961,0.33327221100416726,-1.3209894,TMEM271,-14.261724,1.0,-0.0032103679,ZNF839,-0.17332916,0.07594338723391027,-2.0198588,AC007244.1,-18.01926,1.0,-0.021597482,BRCA1,-0.22823651,0.24868368983247047,-1.4691918,FIGNL1,-1.8516327,0.15912537921182965,-1.7265729,ANKRD35,-23.56186,0.5546117084153017,-1.0421661,ALG11,-0.7359842,0.6404583870236685,-0.97089833,LURAP1,-0.1263201,0.023964594972544995,2.4603498,ZNF48,-0.82669395,0.23433480072510435,1.4802303,NANOS1,-0.1297363,1.0,0.12388726,MED17,0.6634242,0.9636964979547078,-0.5380847,CHAF1A,-1.6047539,0.05806686663383723,-2.1770532,SELENBP1,-2.694881,0.10245687857558099,-1.9290291,DNAJC1,0.7485263,0.48528369953073797,-1.1601752,ZSCAN20,-0.10278682,0.7642659854711548,-0.83467567,HPRT1,0.9774218,1.0,-0.34341076
IHH,-16.447405,1.0,-0.011581638,NFE2L3,-0.6976096,0.33306871576211694,-1.3213863,KRTAP15-1,-15.004046,1.0,-0.0032103679,ZNF451,0.60354865,0.0757911260370634,-2.0207386,EDN2,-16.872963,1.0,-0.021597482,RNPC3,-0.01900232,0.24806736116458275,-1.4705902,GULP1,-23.973621,0.15890026525400575,-1.7272854,SVIP,-1.03324,0.5543609287236552,-1.0425223,TMEM45A,0.3907771,0.6383588361793218,-0.9731544,PCDHB7,2.434417,0.02401721127551745,2.4595284,METTL21A,-1.1080455,0.234734756397675,1.4792528,OXT,0.15278214,1.0,0.12349031,ANKZF1,0.7091482,0.9630294541716614,-0.5388312,ZNF490,-24.81708,0.0580102480200583,-2.1774817,PTGFR,-23.730288,0.10195846319481247,-1.9311844,CMKLR1,-3.9465828,0.48518070821551224,-1.1603884,CCL1,-26.335087,0.7630360321198956,-0.8359054,CCIN,-23.416723,1.0,-0.34377834
SLC22A31,-16.801254,1.0,-0.011581638,CCL28,-0.5437221,0.3321214256070171,-1.3231442,KRTAP19-1,-15.321476,1.0,-0.0032103679,GTPBP3,-0.55320096,0.07568215674766055,-2.0213807,LHFPL1,-16.828157,1.0,-0.021597482,SORCS2,-2.9619997,0.2478185831584997,-1.4711652,EFCAB13,-1.0387851,0.15860629272617072,-1.7282019,MRI1,0.52643967,0.5542816140603233,-1.0427316,TIMM13,0.7923055,0.6376641886071125,-0.9739494,DNAJC27,-0.7451697,0.024513332255059524,2.4520772,CCDC134,-0.4315353,0.23684644020590312,1.4742453,SBSPON,0.22478944,1.0,0.123365134,UFSP1,0.3779266,0.9625018697180008,-0.5393768,SUCLA2,-24.585234,0.0580102480200583,-2.1774817,PEX11A,-1.1075065,0.10193485098864911,-1.9313302,ZNF415,-0.50579023,0.48498193793855937,-1.1607019,TGFA,-24.708254,0.7630360321198956,-0.8359054,ARMCX6,-23.193443,1.0,-0.34377834
RIMS2,-16.526915,1.0,-0.011581638,HELB,-0.32404727,0.3316121167092932,-1.3240567,OXGR1,-15.321476,1.0,-0.0032103679,ZFP14,-0.3514583,0.07562523521648928,-2.0217357,CACNB2,-17.249514,1.0,-0.021597482,IRF2BPL,0.54226035,0.2477382165027053,-1.471436,MEF2C,-2.468171,0.15762360672170608,-1.7312092,ANKRD54,0.8049861,0.5542531495935883,-1.0428455,SPTB,-25.949848,0.6375873250915829,-0.97410053,C8orf37,0.29351854,0.02456263157590492,2.45132,TSPAN1,1.2869898,0.23870834602392849,1.4700589,HADHA,-0.13309006,1.0,0.123099945,LNX1,0.120899566,0.961311708862418,-0.5405882,TBC1D10C,-2.1519837,0.05744433791485803,-2.1814377,ZSCAN20,-0.6262976,0.10161956304628587,-1.932715,RARB,-24.070324,0.4849543320759049,-1.1608022,ZNF416,0.12535425,0.7629213550018825,-0.8361631,REEP2,-23.260328,1.0,-0.34377834
PSG7,-16.808537,1.0,-0.011581638,ZNHIT2,0.45591924,0.3294768078817842,-1.3277723,ZNF429,-10.607355,1.0,-0.0032103679,MOB3C,-0.6669724,0.07555053841125721,-2.0221891,TUBAL3,-17.781334,1.0,-0.021597482,GABBR1,0.6721475,0.24717737546780344,-1.4726702,IRAK1BP1,-3.284696,0.15749658266535094,-1.7316352,C16orf71,-1.3723792,0.5534377210644471,-1.0438554,DCLRE1A,-0.751808,0.6375873250915829,-0.97411174,KMT5C,-0.85266256,0.02465157556926557,2.44995,FAM24B,-0.61765313,0.23917056177480056,1.4689989,SCNN1A,0.78982735,1.0,0.12251852,GCDH,0.8757458,0.9608309598192005,-0.54109246,TUBA4A,-0.46152207,0.057226349930712496,-2.1829803,ZNF585B,-0.14895444,0.1015120018490887,-1.9332184,ZBTB9,0.5958326,0.4840363888018062,-1.1620123,BATF,-25.149357,0.7615515235696135,-0.83752537,CDC42EP5,-22.810116,1.0,-0.34377834
RXFP2,-15.980729,1.0,-0.011581638,WDR63,-22.37684,0.3290942827271137,-1.3285301,NXNL1,-15.424263,1.0,-0.0032103679,LRRC17,-23.199749,0.07534867411306857,-2.0233474,PPEF1,-16.524265,1.0,-0.021597482,ZGRF1,-0.30543604,0.24628821107947776,-1.4746015,PISD,0.36245894,0.15729496342330324,-1.7322832,NUAK2,0.57863367,0.5530414483567319,-1.0445129,VPS33B,-1.7757947,0.637068558521893,-0.97478354,CFI,1.1234138,0.024817493304551224,2.447465,LRRC37B,-0.9104053,0.23985573293790358,1.4674537,CYSRT1,0.68514603,1.0,0.12182344,SFRP4,-2.30615,0.9605719218564815,-0.5413997,LILRA2,-26.012636,0.05711521518584021,-2.1837895,GHDC,0.8092346,0.10134589308789557,-1.9339714,RAB42,-1.6180975,0.48363690626143924,-1.1625766,DCLRE1A,-24.161417,0.7615515235696135,-0.83752537,BMF,-0.5708614,1.0,-0.34410793
STPG3,-18.066908,1.0,-0.011581638,MTMR1,0.5820773,0.32858563842298283,-1.3294472,KRTAP6-3,-15.936167,1.0,-0.0032103679,CLEC1A,-3.1084592,0.07523227668862612,-2.0240335,MUSK,-17.002048,1.0,-0.021597482,PTHLH,-22.95441,0.24525203795261954,-1.476888,MTFP1,-2.3177857,0.1571741624548378,-1.7326914,CBFA2T3,-2.8811898,0.5527942228403394,-1.0448654,GFRA1,-1.863697,0.6368790191187994,-0.97505224,PTGR2,-0.21516916,0.02499979587526421,2.4447918,ATP5IF1,-0.7479138,0.24002118325352834,1.467044,CORO6,2.326767,1.0,0.12174932,MOCS1,-0.12348002,0.9604525312764015,-0.5415829,ZNF263,-24.965166,0.05711521518584021,-2.1837895,COL18A1,0.5942643,0.10086491648756168,-1.9360713,LTC4S,-25.994164,0.48358419949613507,-1.1627083,HIST2H2BE,0.9961846,0.7609122554398138,-0.83827645,SH3BGR,-23.337873,1.0,-0.34424737
NPY1R,-17.231716,1.0,-0.011581638,MLLT10,0.2156683,0.32837882907511207,-1.329853,GPHA2,-13.313917,1.0,-0.0032103679,ZNF85,0.5131006,0.07518786517377263,-2.0243206,HCRTR1,-16.862234,1.0,-0.021597482,RASA2,0.38369945,0.24476301492340705,-1.4779911,TAF1A,-0.046527818,0.1565405411478809,-1.7346282,TGIF2,-1.6106715,0.5515147204502211,-1.0464152,RCE1,-4.157312,0.6368790191187994,-0.9751082,CAMKK1,-0.40441245,0.025359652068765306,2.4395292,CFAP44,-0.22088909,0.2401240664448093,1.4667709,ZC3H12B,-0.26524293,1.0,0.12129966,ADPRHL1,-0.78326076,0.9601558263956919,-0.54192364,ZNF71,-24.744806,0.056762992518107035,-2.1863127,ZNF416,-0.677852,0.10086491648756168,-1.9361094,CDCA2,-4.4578767,0.48358419949613507,-1.162771,NFE2L3,-24.879738,0.7609122554398138,-0.83833534,XYLB,-23.567698,1.0,-0.34471637
MUC7,-16.361643,1.0,-0.011581638,SPAG7,0.26040852,0.3270531018014457,-1.3321602,B3GNT3,-16.583271,1.0,-0.0032103679,HIPK1,0.40189153,0.0751077196112783,-2.0248065,LIPF,-17.239977,1.0,-0.021597482,SULT1C2,-0.93541956,0.24466265608727497,-1.4782553,ZNF624,-1.4337502,0.15633389598954983,-1.7352941,LYNX1,-0.6615126,0.5510021699921174,-1.0470763,SLC46A3,-2.3456721,0.6365429418137787,-0.97554487,EME2,0.080206625,0.025371209494290503,2.43933,AKR1E2,-0.28432298,0.2406517456867983,1.465524,C22orf23,1.3821723,1.0,0.12102953,ADAM32,0.4799397,0.9600807616549157,-0.54206747,C11orf95,-24.70215,0.056762992518107035,-2.1863127,SYTL4,-24.384016,0.10080187401629878,-1.9364322,PKD1,0.30340126,0.48350391796706155,-1.1629403,ATXN7,1.4203587,0.7606645417743494,-0.83865935,IL4R,-24.142872,1.0,-0.34471637
C2orf16,-15.790614,1.0,-0.011581638,PABPC5,-22.477339,0.3259257951610042,-1.3341357,G6PC2,-14.6125145,1.0,-0.0032103679,CHD4,0.40029126,0.07509574581559583,-2.0249133,MAP3K15,-17.067238,1.0,-0.021597482,JPH4,-1.7215579,0.24376447389312228,-1.4802709,NIN,0.72957736,0.1562555913099068,-1.735577,IFT88,1.1227726,0.5506353253920784,-1.0475684,NAA38,0.7233598,0.6355973941886802,-0.976603,RDH11,-0.56466466,0.02553292974773902,2.43693,GLB1L,-0.3036949,0.24298470362199218,1.4603189,CFAP45,-0.12622012,1.0,0.12097188,CEP44,0.80898577,0.959600138959673,-0.5425717,NME6,-24.814735,0.05641262281205947,-2.1888359,GTSE1,-3.010685,0.09953924295609869,-1.9419577,TTLL11,-0.92427874,0.48283863144146644,-1.1638368,LHPP,1.2375609,0.7605172137791488,-0.8388729,CWC22,0.45087677,1.0,-0.34488115
SYCE1L,-15.096299,1.0,-0.011581638,ASPHD2,-0.19067867,0.3252486806114847,-1.3353465,SCGB1D1,-13.14249,1.0,-0.0032103679,MLH3,0.37299895,0.07483729868134363,-2.0263927,XAGE3,-15.431791,1.0,-0.021597482,VWA1,-5.7237763,0.24353239621682596,-1.480817,CCDC85A,-23.962837,0.15621324133052084,-1.7357525,ARHGAP45,-0.56926334,0.5497346018750969,-1.0488135,ACOT11,-1.8879931,0.6354455900397986,-0.97683245,WDR4,-0.34194836,0.02566586381954127,2.435017,STAG2,-0.6716768,0.2433673122490466,1.4594438,ZNF26,-0.3985352,1.0,0.12059799,ALDH5A1,1.1034249,0.9595364203836244,-0.5427923,ITGB8,-25.565008,0.05641262281205947,-2.1888359,ARID4B,1.3288888,0.09894805997780774,-1.9446127,ASB7,-0.24885362,0.4827006548595016,-1.1640751,CHST10,-0.23351735,0.7605172137791488,-0.83888024,C6orf47,0.27706227,1.0,-0.34496987
KRTAP1-3,-15.92076,1.0,-0.011581638,KY,-2.4288824,0.3249711796837995,-1.3358756,ATP2B3,-12.703922,1.0,-0.0032103679,LEF1,-3.729567,0.07465981993520708,-2.0274236,KLHL34,-17.633472,1.0,-0.021597482,C5orf34,-2.1518502,0.24328905693605377,-1.4813875,SIRPB2,-0.8315296,0.1558550566470833,-1.736873,BCL7A,-0.812503,0.5480591036719343,-1.0508298,CIZ1,0.94972605,0.6350848253847621,-0.9772803,ATP23,-0.72234553,0.0256663799769873,2.4349754,GUCY1B1,0.18735,0.24384958750805177,1.4583551,FER1L5,1.6388729,1.0,0.120434925,BLOC1S3,0.41374582,0.9595364203836244,-0.5429341,SMIM13,-24.643173,0.0562442646420308,-2.1900976,PTPDC1,0.4590697,0.0988468019897896,-1.9450988,TRAPPC6A,-0.4309635,0.4816200903637169,-1.1654922,DNAJC30,1.3604686,0.7605121767411855,-0.8390275,ANKS3,1.9052391,1.0,-0.34504592
FAM237B,-18.005392,1.0,-0.011581638,MS4A6A,-0.5223625,0.3245103427297602,-1.3367188,SCGB1D2,-15.321476,1.0,-0.0032103679,MRM1,-2.0212755,0.07369916168562002,-2.0328603,SPANXN5,-17.03354,1.0,-0.021597482,ZNF691,-1.680277,0.2420823259209297,-1.4840224,DPM3,0.36984113,0.15571242089697096,-1.7373492,C20orf27,-23.407406,0.547116918451839,-1.05206,SPATA5L1,-5.0479546,0.6346117006245293,-0.9778458,ZNF45,0.27964643,0.025688333396070448,2.4346316,ANXA8,1.5775663,0.24408880190563062,1.4577909,TEX38,0.8429234,1.0,0.120425045,CPT1C,-0.09601095,0.9590677007159741,-0.54350734,CARS,-1.7360293,0.05618846889815879,-2.1905308,ZNF3,0.7808099,0.0987137578325322,-1.9457234,BBS10,-0.31492823,0.4813019960552964,-1.1659561,ACOT11,-24.64688,0.760466612426226,-0.83914536,MASTL,0.86344707,1.0,-0.34512198
CDX1,-17.0556,1.0,-0.011581638,ZNF521,-4.914948,0.3244952881758765,-1.3367995,MINAR2,-15.686215,1.0,-0.0032103679,CSNK2A1,0.13784978,0.07368254828499425,-2.0329945,LCN10,-18.905214,1.0,-0.021597482,MAN1C1,-1.35607,0.24159488246760027,-1.48517,PCLAF,-0.038161613,0.15567615276483848,-1.7375067,OSBPL5,1.3545263,0.5465218988059246,-1.0528203,FANCA,-1.6403552,0.6346117006245293,-0.97789615,PBX1,-1.476001,0.025891052438560894,2.431751,EEFSEC,-0.84681284,0.24471464971915957,1.4562978,RNF148,3.8348658,1.0,0.11980738,GTF3C4,0.68703914,0.9583766537771481,-0.5441987,NXPH4,-24.52312,0.055182745292813355,-2.197667,TLR1,-0.57781464,0.09790085927595843,-1.9493226,ACY1,-0.3773522,0.4811792992700434,-1.1661756,NOC3L,1.5726192,0.760466612426226,-0.839219,RALGPS1,-23.93349,1.0,-0.34518537
AVPR1A,-18.184793,1.0,-0.011581638,BNIP1,0.6412736,0.3239432954100083,-1.3377995,SCGB2A2,-15.321476,1.0,-0.0032103679,SMIM29,0.4496982,0.07350046520688301,-2.0340645,SLC34A3,-15.511421,1.0,-0.021597482,MPP2,-22.595232,0.24151507298283967,-1.4853921,PARP10,-0.59509534,0.15499971456794204,-1.7395867,CYP2R1,0.9000515,0.5458612514575364,-1.0536577,ZNF577,-1.4301713,0.6341370160367114,-0.978484,SLC16A13,-0.42421636,0.025941886872510072,2.4309714,RRNAD1,-0.5725728,0.24474369800800444,1.4561864,APCDD1,0.9368595,1.0,0.119794205,CD6,-1.522461,0.9573829689256005,-0.54543763,FAM200A,-24.900005,0.055182745292813355,-2.197667,SLC7A8,-24.858192,0.0976598537355818,-1.9504263,SAYSD1,-1.1252251,0.4811792992700434,-1.1661818,C1QTNF6,0.10054164,0.7595473960152453,-0.8402352,PRPF40B,-23.312346,1.0,-0.34518537
RNF151,-17.18347,1.0,-0.011581638,LPIN3,-2.0230877,0.3229196656677082,-1.339665,GJA8,-15.321476,1.0,-0.0032103679,ANKAR,-0.8465868,0.07347961061950309,-2.0342631,LRRC74A,-17.777035,1.0,-0.021597482,AGAP3,0.39807746,0.24060185847118565,-1.4874587,DGLUCY,-0.45833275,0.1549552389608101,-1.7397693,TLE2,-1.6465586,0.5452639328605511,-1.0544215,MARCH3,-2.132999,0.6331382486003367,-0.97967076,ELL3,0.25126636,0.02604315544000339,2.429525,SMCHD1,-0.72773093,0.24655079166714222,1.452167,CYP11A1,-0.58170277,1.0,0.11967231,PTPN5,-22.926159,0.9566640038176624,-0.5463378,ARHGEF9,-24.845844,0.055182745292813355,-2.197667,ALG11,0.25102898,0.0975423209276376,-1.9509885,ZNF567,-0.42493793,0.4811792992700434,-1.1663072,TTBK2,1.328619,0.7591342095004069,-0.840699,C16orf71,-23.42102,1.0,-0.34518537
HSPB9,-17.285769,1.0,-0.011581638,SH3BGR,-0.73148596,0.3221146642553413,-1.3411584,RNF212B,-15.321476,1.0,-0.0032103679,EIF3M,0.4618645,0.07347833406822019,-2.0343106,MARCH11,-17.288761,1.0,-0.021597482,TRPV4,0.38940737,0.24060185847118565,-1.4874853,ZNF484,0.20185804,0.15450791197887784,-1.7411656,CCL3L1,0.06787986,0.5446262039468182,-1.0552331,SMOC1,-0.83863986,0.6321670879824894,-0.98082966,OLFML1,1.9076232,0.026243005266605102,2.4266834,CCN5,2.7993538,0.24667197873927948,1.4518347,NUDT18,-0.157151,1.0,0.119456545,HECW1,-1.3950874,0.9566640038176624,-0.54634964,PLA2R1,-24.555035,0.055182745292813355,-2.197667,PRKG1,-23.932295,0.09728315204672335,-1.9521756,ECSCR,-25.070847,0.48106163017378734,-1.1665205,RELCH,1.4949232,0.7591342095004069,-0.8407727,SOX9,-23.406416,1.0,-0.34518537
FBN3,-17.595589,1.0,-0.011581638,LDLRAD4,0.16652891,0.32206966529742986,-1.3412907,SCGB1D4,-15.321476,1.0,-0.0032103679,ZNF212,-0.6752457,0.07339340812802031,-2.034832,ELMOD1,-17.733932,1.0,-0.021597482,ZFP14,-0.81754446,0.24018109489229023,-1.4885175,E2F5,-3.591446,0.1542275008307558,-1.7420607,FANCE,0.17235695,0.5446262039468182,-1.0552515,CCDC57,-1.3217908,0.6321670879824894,-0.98082966,SMG7,0.007740302,0.02626044827608345,2.4264078,NDUFS7,-0.48367968,0.24751221200586038,1.4499193,QPCTL,-0.3591896,1.0,0.119369246,WHRN,0.041472875,0.9558720071145005,-0.5473502,ISCA2,-24.716797,0.05502952322186093,-2.1989286,VPS33B,0.4491879,0.09697744443445767,-1.9535708,ZNF184,0.018532345,0.48106163017378734,-1.1665392,RNF216,1.2731866,0.7587928564046177,-0.8411703,VPS13A,1.1431077,1.0,-0.34585717
NLRP2B,-16.051785,1.0,-0.011581638,TEPSIN,-0.10021661,0.32019416302476034,-1.3446339,CTXN3,-16.287045,1.0,-0.0032103679,KMT5C,0.103485994,0.07312246459494773,-2.0364506,C11orf88,-17.553574,1.0,-0.021597482,NAF1,0.24957572,0.23932835620843237,-1.490411,NAF1,-1.072604,0.15269223429142373,-1.746765,C15orf48,-0.06319374,0.5434179641894755,-1.0567794,SENP8,-0.17760666,0.6317574526907905,-0.98140067,PLA2G5,1.8100368,0.026423320491282414,2.4241288,DTYMK,-0.8249806,0.2477354823174974,1.4493947,NAA20,-0.17381193,1.0,0.119109005,CD3G,-3.9882948,0.9555400819256423,-0.5477225,KPTN,-24.912933,0.054858687983240735,-2.20019,SNRPA1,0.98005056,0.09689980111552583,-1.9539596,MCC,-0.8931246,0.4810366120971106,-1.1666834,MFAP4,-23.750416,0.7584423863750741,-0.8415753,PCDHGB2,-23.21523,1.0,-0.34612337
WIF1,-14.906659,1.0,-0.011581638,RETN,-1.1454988,0.3195605839408898,-1.3457842,PSMB11,-15.321476,1.0,-0.0032103679,GCNT2,-0.5416803,0.07300058022373448,-2.0371845,IRX4,-17.751942,1.0,-0.021597482,GTPBP6,0.45879522,0.2391250280063657,-1.4909017,SLC49A3,-0.6839445,0.15186577254873138,-1.7493355,DENND1A,0.94736034,0.5432766696522857,-1.0570108,EIF3G,0.5944478,0.6313586264795512,-0.9819605,FBXO33,-0.9525637,0.026618464664890238,2.4214208,ARSE,1.649888,0.24854458755524902,1.4476249,MZF1,-0.42175385,1.0,0.119039826,DUSP8,-1.5535064,0.9550709509886532,-0.54821694,RPGR,-25.296318,0.054858687983240735,-2.20019,FAM149B1,-1.9435897,0.09687945016126968,-1.9540949,PPOX,-1.8139111,0.4810366120971106,-1.1667336,PCDHGA6,-23.739452,0.7584423863750741,-0.8415753,CDK5RAP1,-0.59224856,1.0,-0.34650365
SSX3,-17.449976,1.0,-0.011581638,TSPOAP1,-2.814031,0.3190883954722636,-1.3466564,CDRT15,-15.25056,1.0,-0.0032103679,MPP2,-22.666153,0.07271181322111578,-2.0389116,APOA5,-17.032764,1.0,-0.021597482,FIG4,0.19911623,0.23828330691157354,-1.4927775,EZR,0.76418906,0.1515295895919356,-1.7504132,STEAP4,-1.2034601,0.543035111094711,-1.0573596,OSGEPL1,-2.6360686,0.6306575514797108,-0.9827666,GPR173,0.42340007,0.026810356933219485,2.4187744,CCDC191,0.47442344,0.2485552979338195,1.447553,UBE2L5,0.44112897,1.0,0.11824592,CD3E,-1.9538796,0.9550688669658949,-0.54829574,RFX3,-0.84911424,0.0548286884411103,-2.20049,NCAM2,-23.737932,0.09653333277273421,-1.955674,ELL,-0.12713341,0.48067619021714175,-1.1672666,APBB1,1.0573891,0.7563216376442696,-0.84379905,ASTN2,-23.198448,1.0,-0.34659237
SLC9C1,-17.60405,1.0,-0.011581638,ANKEF1,-1.767016,0.3190883954722636,-1.3466676,KRTAP19-7,-15.6502905,1.0,-0.0032103679,ASF1B,-0.24534386,0.07158120931053787,-2.0454931,CYP4F2,-17.849339,1.0,-0.021597482,MPND,0.10891347,0.23828330691157354,-1.4927886,CACFD1,-0.327468,0.1513877435267093,-1.7508965,SIGLEC15,-0.74870175,0.5422518166574866,-1.0583439,HIC1,-2.4866126,0.6302502550586393,-0.98326486,RNF166,-1.0159384,0.02735686053886536,2.4113204,EP300,-0.24765477,0.25023474442665367,1.4438968,POLL,-0.42703795,1.0,0.11777155,CYP26B1,-3.7688115,0.954509273389038,-0.5490245,TAF1B,-24.954847,0.05470024896539358,-2.2014518,GPATCH1,0.22701836,0.09635915199307925,-1.9565383,PLA2G4C,-0.5707369,0.48067619021714175,-1.167298,SLC35G1,-23.85816,0.7561824233650256,-0.8440053,KITLG,-23.147491,1.0,-0.34659237
HS6ST2,-16.633356,1.0,-0.011581638,ZNF135,-22.471445,0.3182902080875935,-1.3481498,SPACA7,-15.321476,1.0,-0.0032103679,SDSL,0.82982516,0.071310506889235,-2.047183,DIRC1,-16.119017,1.0,-0.021597482,REEP6,-2.4646945,0.23815761422545306,-1.4932014,ZNF565,-1.1333237,0.15111652339611853,-1.7517772,CLC,-2.4363317,0.5418321382671506,-1.0589021,TGFA,-6.8508663,0.6302502550586393,-0.983304,ACIN1,-0.88496363,0.027374626942622885,2.411049,HMGN5,-1.0509127,0.25141837247268495,1.4413507,ZBED9,1.7535582,1.0,0.11773202,EFCAB2,0.8897918,0.9532593425290151,-0.55029106,ZNF226,-24.759924,0.054530282855463366,-2.2027133,CCNJ,-0.13938516,0.09626162422436442,-1.9570173,ZNF740,-1.7418014,0.48058112176501155,-1.1675173,JAM2,-23.793995,0.7561824233650256,-0.8440053,HSPA4L,-23.939186,1.0,-0.34659237
MLXIPL,-16.651516,1.0,-0.011581638,ZNF554,-0.5037986,0.3175703141809109,-1.3494548,KCNH7,-15.936167,1.0,-0.0032103679,CARF,0.14739484,0.07131040716757435,-2.0472238,NKD2,-17.463274,1.0,-0.021597482,OCLN,-0.4444639,0.23787332893287214,-1.4938695,FBXO33,-0.11922715,0.1508049400884895,-1.7527833,ACTRT3,0.14911938,0.5396817964691834,-1.061495,CCL1,-7.253401,0.6302502550586393,-0.98337126,EFCAB2,-0.8594817,0.02745048519096349,2.4100049,RBKS,-0.12267797,0.25256425844114466,1.4388928,TP63,-0.3373813,1.0,0.11749154,CLN6,0.32414818,0.9532593425290151,-0.5503344,DOCK6,-24.594193,0.05436076791085787,-2.2039747,NOD1,0.7364694,0.09610416762356673,-1.9577636,KMT5C,-0.81824493,0.4795584226551407,-1.1688654,ZSCAN9,1.3464276,0.7558884140714043,-0.84443235,FAM207A,1.6629205,1.0,-0.34669378
DAO,-16.050636,1.0,-0.011581638,RBP4,0.3001477,0.3171839971203941,-1.3501812,RPRM,-16.256884,1.0,-0.0032103679,PIF1,-3.0693183,0.07121880288340288,-2.047796,TDRD6,-17.867613,1.0,-0.021597482,SNIP1,0.5168267,0.23768825316484313,-1.4943224,C8orf58,-1.9964781,0.15045203397032905,-1.7539182,KIAA1614,-0.14543332,0.5394318174998141,-1.0618548,RFC5,-1.0246217,0.6297754135850753,-0.9839758,CDO1,1.7928975,0.027640672233803038,2.4074013,C16orf46,0.030669501,0.2537372726014029,1.4363863,GASK1A,0.12935482,1.0,0.11736472,FXYD2,-3.024885,0.9531178962804657,-0.5505707,ALKBH4,-24.772978,0.05419170320277438,-2.2052364,WDR83,0.037631873,0.09609251597097118,-1.9578607,FANCB,-24.624882,0.47920118414939517,-1.1693796,TRMT61B,1.4993469,0.7551641377302251,-0.84519076,KEL,-24.90246,1.0,-0.34706137
