C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
CNMD,1.1946099,1.0,0.040289547,PABPN1L,-21.154501,1.0,-0.0924926,BARX1,0.39562538,1.0,0.3047858,CTAGE1,-18.003372,1.0,-0.09727632,RBP2,0.0,1.0,0.0,ACSBG2,-0.97837394,1.0,-0.07308777,CD101,1.1236539,1.0,-0.15236814,CLEC20A,-20.60912,1.0,-0.06760888,CLDND2,-2.648449,1.0,-0.10673057,PIGO,0.13505273,1.2170617651284093e-22,9.888598,ASB8,-0.07768231,7.45614629136122e-09,5.9352555,NKIRAS2,0.008384171,0.011343786250894265,2.805622,RIMS2,-16.549046,1.0,-0.013008043,AQP11,-21.906517,1.0,-0.31413266,DUPD1,-21.195131,1.0,-0.16093203,CUZD1,-21.547028,1.0,-0.14104986,TPRG1,-21.153545,1.0,-0.07289872,KCNMB4,-19.5829,1.0,-0.026733106
MS4A8,0.42137375,1.0,0.040289547,RGS7BP,-18.5339,1.0,-0.0924926,CADPS2,0.30882552,1.0,0.3032025,CATIP,-19.004427,1.0,-0.09727632,PAX4,0.0,1.0,0.0,AL160269.1,-19.90129,1.0,-0.073702656,TPRG1,-21.177174,1.0,-0.15240753,EML5,-21.363035,1.0,-0.06760888,NBPF20,1.5905355,1.0,-0.106736176,ENOPH1,-0.22206649,1.3132169903123407e-22,9.880968,TPP2,-0.21000105,7.521023726378662e-09,5.9338107,MLLT3,-0.036152564,0.011395001704761477,2.8041298,MS4A5,-17.217005,1.0,-0.013008043,RAB9B,-21.485756,1.0,-0.31413266,SNX22,-22.729055,1.0,-0.16093203,RPA4,-21.74264,1.0,-0.14104986,RASD1,-21.49595,1.0,-0.07289872,PCDH12,-20.300247,1.0,-0.026733106
PLLP,-0.0341788,1.0,0.040289547,MC5R,-19.546474,1.0,-0.0924926,TNFRSF19,1.0113792,1.0,0.3027584,PACRG,-17.93536,1.0,-0.09727632,OR7E24,0.0,1.0,0.0,MMP13,-20.061571,1.0,-0.073702656,NRN1L,-21.284386,1.0,-0.15240753,MMP3,-19.541414,1.0,-0.06760888,PROM1,-22.652176,1.0,-0.106926516,ELF2,-0.30440962,1.326338970086328e-22,9.879957,TBP,-0.07322636,7.616001086833239e-09,5.931705,TOPORS,0.031228833,0.011416999724640015,2.8034675,USP17L1,-17.760485,1.0,-0.013008043,CHMP4C,-22.719315,1.0,-0.31539422,CFAP206,0.35941344,1.0,-0.16118193,RBKS,-1.3439492,1.0,-0.14121288,GASK1A,-19.826866,1.0,-0.07289872,SLC39A12,-20.254871,1.0,-0.026733106
TM4SF5,0.77827036,1.0,0.040289547,DPYS,-19.16939,1.0,-0.0924926,REEP2,0.523716,1.0,0.30230233,DRC1,-18.813097,1.0,-0.09727632,AC011005.1,0.0,1.0,0.0,DUSP15,-18.848795,1.0,-0.073702656,GASK1A,-19.85048,1.0,-0.15240753,GABRB3,-19.234713,1.0,-0.06760888,REEP1,-20.954971,1.0,-0.106926516,FAM110B,0.26525992,1.368934739945277e-22,9.876775,SLC35A4,-0.18610792,7.748838949236456e-09,5.928843,AFF1,-0.15570545,0.011426365684385816,2.8031628,MYL10,-14.656969,1.0,-0.013008043,ABI3,-22.923592,1.0,-0.31539422,AQP8,-0.47092757,1.0,-0.16123746,CROCC,-1.0524477,1.0,-0.14138843,CCKAR,-21.143078,1.0,-0.07289872,MAL2,-19.189941,1.0,-0.026733106
GRIP2,2.6754868,1.0,0.040082578,GJD3,-19.001905,1.0,-0.0924926,MT1A,0.83337665,1.0,0.30206135,SLC38A3,-19.086103,1.0,-0.09727632,CARD18,0.0,1.0,0.0,ADCY2,-17.945335,1.0,-0.073702656,SNCG,-20.057997,1.0,-0.15240753,CORT,-18.615881,1.0,-0.06760888,IL36G,-21.644691,1.0,-0.106926516,HACD1,1.2531952,1.4248537937045804e-22,9.872732,TMEM160,-0.1737223,7.847029524609277e-09,5.9267516,AGMAT,1.2165818,0.01143562172490079,2.8028615,NTN3,-14.449294,1.0,-0.013008043,HECW1,-21.497572,1.0,-0.31539422,TMEM200C,-20.411736,1.0,-0.1626813,NTNG1,-21.283005,1.0,-0.1420029,ZBTB49,1.8720155,1.0,-0.07319327,MYO5B,-19.897799,1.0,-0.026733106
AMN,-0.60028255,1.0,0.040012863,DUSP26,-19.3338,1.0,-0.0924926,USP40,0.048104484,1.0,0.30147186,OR2C1,-18.611347,1.0,-0.09727632,LGR5,0.0,1.0,0.0,CAMK1G,-18.997845,1.0,-0.073702656,CCKAR,-21.166706,1.0,-0.15240753,RASA4B,-19.228806,1.0,-0.06760888,CD1D,-22.567266,1.0,-0.106926516,ZNF511,-0.12981838,1.431925475231857e-22,9.872221,PSMB1,0.1690623,7.949211185998468e-09,5.9246025,TRIM37,0.17377885,0.011538502726062407,2.7999313,COL17A1,-16.859615,1.0,-0.013008043,IL17B,-21.349108,1.0,-0.31539422,KLHDC9,0.88214487,1.0,-0.1629069,ENPP6,-21.749666,1.0,-0.1420029,ULBP1,-19.355858,1.0,-0.07370871,ABCB4,-20.88217,1.0,-0.026733106
NUGGC,-1.5500137,1.0,0.03998236,GNAT2,-19.911205,1.0,-0.0924926,USP54,0.0869374,1.0,0.30130258,TNK1,-19.54243,1.0,-0.09727632,OR6X1,0.0,1.0,0.0,VPREB3,-20.313427,1.0,-0.073702656,NOX5,-20.247145,1.0,-0.15240753,ATP8A2,-19.237274,1.0,-0.06760888,CLEC4E,-21.888376,1.0,-0.106926516,AHCYL2,-0.097236805,1.4501007341436834e-22,9.870941,NDUFS6,-0.23540863,7.988776635755102e-09,5.9237638,NIPAL3,0.018144114,0.011554204162121082,2.799452,GDF3,-16.970438,1.0,-0.013008043,CD3E,-24.609835,1.0,-0.31539422,FMO4,1.6928985,1.0,-0.1635004,THEM6,-1.108024,1.0,-0.14247315,CCR2,-22.673618,1.0,-0.07370871,NARF,1.1451802,1.0,-0.027138729
NOS1AP,0.48075387,1.0,0.039629422,ST6GAL2,-20.193005,1.0,-0.0924926,PSTK,0.16531923,1.0,0.3007111,PEBP4,-19.266857,1.0,-0.09727632,PRSS1,0.0,1.0,0.0,HOXB8,-17.896996,1.0,-0.073702656,COLEC10,-19.859213,1.0,-0.15240753,LRRTM2,-19.382572,1.0,-0.06760888,SLC2A14,-21.644646,1.0,-0.106926516,PRUNE1,0.14701112,1.4775812660057062e-22,9.869044,RPTOR,-0.16812383,8.114360001994382e-09,5.9211764,FBXL19,0.23547338,0.011610711752088087,2.797836,MEIKIN,-18.330828,1.0,-0.013008043,TYSND1,-22.3019,1.0,-0.31539422,ZNF554,2.4328184,1.0,-0.16401407,KRT23,-21.754387,1.0,-0.14295593,TNFRSF10C,-21.086681,1.0,-0.07370871,ZIC4,-18.851593,1.0,-0.027202107
PRRT4,-0.47008675,1.0,0.0394377,PCDHA12,-18.317642,1.0,-0.0924926,PLPP2,0.43550366,1.0,0.30034465,PSD2,-19.046938,1.0,-0.09727632,TAS2R39,0.0,1.0,0.0,EMCN,-19.131302,1.0,-0.073702656,PARD6A,0.95235157,1.0,-0.15247913,CACNA1I,-21.336622,1.0,-0.06760888,ARHGEF37,-21.361023,1.0,-0.106926516,ATG3,0.032497622,1.6181722347563298e-22,9.859893,CGRRF1,0.034983587,8.125907995792159e-09,5.9209194,ZNF805,0.20882052,0.011718800235859682,2.794761,MAGEC3,-16.29353,1.0,-0.013008043,WDR90,-22.380337,1.0,-0.3166558,SYP,-21.029232,1.0,-0.16443056,TMEM225B,-21.051798,1.0,-0.14295593,CELA2B,-21.073725,1.0,-0.07370871,GLDC,-19.73451,1.0,-0.027202107
CEP152,-0.52500534,1.0,0.038496528,ETV2,-2.3558137,1.0,-0.09254641,EPHB1,0.38486212,1.0,0.30034265,ARHGEF40,0.9269599,1.0,-0.097449556,CLDN25,0.0,1.0,0.0,PCDHA1,-18.269361,1.0,-0.073702656,GUCY1B1,0.5514213,1.0,-0.15266888,CCR2,-2.098567,1.0,-0.06778516,MESP2,-20.869204,1.0,-0.106926516,VAPA,0.068524696,1.6256744852220662e-22,9.859414,ATP5MC2,-0.23914716,8.520197233208004e-09,5.9131,CCNI,0.11789537,0.011720980014038145,2.7946606,IZUMO2,-16.708185,1.0,-0.013008043,TSPAN32,-23.543816,1.0,-0.3166558,SPAAR,-20.052807,1.0,-0.16443056,APOBEC3B,-21.534592,1.0,-0.14295593,ANKRD39,-19.956171,1.0,-0.07370871,KRTAP5-9,-20.613762,1.0,-0.027202107
ARID3C,5.4170985,1.0,0.037405033,DUOXA2,-1.189849,1.0,-0.09255538,RAD52,0.275746,1.0,0.29961175,APOC4,-0.40621036,1.0,-0.097553164,KRT25,0.0,1.0,0.0,THSD7B,-18.239862,1.0,-0.073702656,KLHDC9,1.3221445,1.0,-0.152719,TCHH,1.243989,1.0,-0.06825525,FAM133A,-20.35089,1.0,-0.106926516,HAUS2,-0.23613998,1.6382594932639486e-22,9.858611,TWISTNB,-0.25216645,8.656451275697723e-09,5.9104643,TRIAP1,0.14017665,0.011801690834572146,2.7924006,IHH,-16.469536,1.0,-0.013008043,PHLDB3,-22.260668,1.0,-0.3166558,SEL1L2,-19.759325,1.0,-0.16443056,CTRC,-22.319073,1.0,-0.14390898,LMTK3,-21.341192,1.0,-0.07370871,RIPK4,-19.560785,1.0,-0.027202107
MYOCOS,3.8617496,1.0,0.037405033,PLA1A,0.59906083,1.0,-0.094837986,EPPK1,0.22424184,1.0,0.29951218,ANXA10,-1.8552486,1.0,-0.09797267,KRT27,0.0,1.0,0.0,OR2G2,-20.144993,1.0,-0.073702656,TRIM69,-1.0276707,1.0,-0.15291233,C9orf24,-0.15651157,1.0,-0.06877309,KCNRG,-4.3725767,1.0,-0.10731279,TTC14,-0.36610112,1.6456714529482559e-22,9.858143,DNAJB12,-0.14478408,8.697065302692672e-09,5.90967,TSPAN13,0.16449669,0.011808271222782059,2.7920992,SSX3,-17.472109,1.0,-0.013008043,ZFP57,-22.826096,1.0,-0.3166558,FOXA1,-21.82358,1.0,-0.16443056,Z82206.1,-22.683102,1.0,-0.14390898,DUPD1,-21.169466,1.0,-0.074518695,RLN1,-20.230064,1.0,-0.027202107
EPHX3,3.8344355,1.0,0.037405033,CMYA5,0.81446123,1.0,-0.09490077,MEAK7,0.05195952,1.0,0.2993927,CCDC168,-1.8318347,1.0,-0.097976066,STRIT1,0.0,1.0,0.0,TECTB,-17.788225,1.0,-0.073702656,ZNF763,-0.97808206,1.0,-0.15365343,MCF2L2,0.62972444,1.0,-0.069041185,GDF5,-20.30844,1.0,-0.10799578,DIDO1,-0.2690709,1.683711554483756e-22,9.855833,PKN1,-0.16386172,8.962866412051922e-09,5.9046626,FUT10,0.5057382,0.011871931610524038,2.7903187,ITIH2,-17.368929,1.0,-0.013008043,ZNF396,-21.876944,1.0,-0.3166558,RASL10B,-20.476532,1.0,-0.16443056,LRRC3,-21.016888,1.0,-0.14390898,NR6A1,-21.26446,1.0,-0.074518695,OR6A2,-20.533146,1.0,-0.027202107
TMIGD1,2.7504275,1.0,0.037405033,TDRD9,0.40392178,1.0,-0.09499943,DUS4L,0.08200937,1.0,0.298849,SCG3,-2.1426616,1.0,-0.09798626,SP9,0.0,1.0,0.0,MYH11,-18.531212,1.0,-0.073702656,CDK17,1.4858544,1.0,-0.15393984,TNFRSF13C,-0.746764,1.0,-0.06912933,MFSD2B,-22.257841,1.0,-0.10799578,TJAP1,-0.077698454,1.8090806191753118e-22,9.848602,SELENOF,-0.030922448,8.963758203351528e-09,5.904623,TIGD5,0.42880857,0.011894510552254529,2.7896633,CFAP99,-16.48161,1.0,-0.013008043,NPIPB15,-22.196491,1.0,-0.31791738,PDZD7,1.4293439,1.0,-0.1646388,FXYD1,0.1388912,1.0,-0.14427264,SLC6A13,-21.28145,1.0,-0.074518695,STPG2,-20.123955,1.0,-0.027202107
OR13C9,4.1163177,1.0,0.037405033,TIFAB,-0.8762098,1.0,-0.0952259,RABAC1,-0.036066465,1.0,0.29770187,SMPD3,-1.9331108,1.0,-0.09798965,PAGE2,0.0,1.0,0.0,CLLU1OS,-20.002073,1.0,-0.073702656,OVGP1,-20.913465,1.0,-0.15410094,SIT1,-21.62172,1.0,-0.06925787,HOPX,-22.56176,1.0,-0.10799578,CAST,0.3814372,1.9133618037639437e-22,9.842953,P2RX6,2.0713065,9.08134824003849e-09,5.9024506,LCMT2,0.4013466,0.011946585159941394,2.7881677,KRTAP19-8,-15.941353,1.0,-0.013008043,PAQR6,-22.619057,1.0,-0.31791738,RBSN,1.1307834,1.0,-0.16465269,KHK,0.48196787,1.0,-0.14449835,OR2S2,-19.919796,1.0,-0.074518695,TTN,-21.910925,1.0,-0.027202107
ENTPD2,5.25426,1.0,0.037405033,CDKL2,0.21193497,1.0,-0.09523486,SAXO2,1.1040251,1.0,0.2971781,VWDE,-2.5747879,1.0,-0.098020226,UNC80,0.0,1.0,0.0,CCDC194,-20.01154,1.0,-0.073702656,CELA2B,-21.097351,1.0,-0.15410094,NAP1L2,-20.494267,1.0,-0.06925787,OR2AG2,-20.888424,1.0,-0.10799578,ZNF350,-0.14299215,1.934468201870751e-22,9.841835,TOP3B,-0.0038236002,9.123999433480786e-09,5.9016547,TSR2,-0.0536908,0.011970568910223833,2.7874775,IGFALS,-17.993809,1.0,-0.013008043,RASD2,-22.534348,1.0,-0.31791738,KLF1,-1.205865,1.0,-0.16485399,CASQ1,-22.096226,1.0,-0.14486201,BX255925.3,1.6260672,1.0,-0.074916326,CFAP54,-19.946682,1.0,-0.027202107
SH3GL2,4.2456303,1.0,0.037405033,KLLN,-1.2580923,1.0,-0.09527522,SLC25A14,0.12881607,1.0,0.29706058,PACSIN1,-2.8404472,1.0,-0.0980406,AGR3,0.0,1.0,0.0,AP3B2,-18.960043,1.0,-0.073702656,ANKRD39,-19.979784,1.0,-0.15410094,VIPR1,-21.414629,1.0,-0.06925787,ZNF124,-21.051647,1.0,-0.10799578,TRAPPC11,-0.15931386,1.9361986604382644e-22,9.84173,LAS1L,-0.19592804,9.145218128294371e-09,5.901225,XAB2,-0.1289545,0.011984784491002595,2.7870526,SHH,-16.648281,1.0,-0.013008043,APOBEC3D,-22.868746,1.0,-0.31791738,C1QTNF2,-19.886744,1.0,-0.16617982,PLXDC1,-22.005857,1.0,-0.14486201,TG,-19.870884,1.0,-0.075328685,SEC14L4,-21.810604,1.0,-0.027202107
BTN1A1,3.9176466,1.0,0.037405033,CNKSR2,-1.1134526,1.0,-0.095293164,PABPC1L,-0.18821731,1.0,0.2952204,PLVAP,-3.6623917,1.0,-0.09805759,APOA4,0.0,1.0,0.0,PLP1,-18.305267,1.0,-0.073702656,SH2D3A,-22.364403,1.0,-0.15410094,CACNA1H,-19.270247,1.0,-0.06925787,LGALS2,-22.226519,1.0,-0.10799578,ATG4A,-0.31328395,2.016748470534979e-22,9.837615,ZNF132,0.64742374,9.267241386825592e-09,5.8990154,TCTN2,0.6213598,0.012046665886025026,2.785343,SCTR,-15.2197275,1.0,-0.013008043,SIRPD,-22.631691,1.0,-0.31791738,CCDC158,-20.092436,1.0,-0.16617982,PPP1R3E,-21.89818,1.0,-0.14486201,TBX4,-20.32725,1.0,-0.075328685,EFCAB12,-20.965889,1.0,-0.027202107
PDF,4.796923,1.0,0.037405033,RUNDC3A,-1.5017681,1.0,-0.095293164,ZMAT4,0.6754988,1.0,0.2951029,TAL2,-0.15180133,1.0,-0.09861466,C17orf98,0.0,1.0,0.0,TNS4,-18.16708,1.0,-0.073702656,ULBP1,-19.379465,1.0,-0.15410094,SYPL2,-19.086569,1.0,-0.06925787,ANKRD53,-20.616234,1.0,-0.10799578,TRIM16L,0.85324556,2.0731958030704432e-22,9.834822,FBXO45,0.0005058848,9.368400617093082e-09,5.897177,SUGP1,0.21366616,0.012064454677064787,2.784824,MSI1,-15.909781,1.0,-0.013008043,CCDC120,-22.107353,1.0,-0.31917897,RNASE1,-22.380314,1.0,-0.16617982,PPP5D1,-20.908075,1.0,-0.14486201,TMEM200C,-20.386084,1.0,-0.075328685,TBX6,-20.141867,1.0,-0.027202107
SMIM10L2A,3.1494796,1.0,0.037405033,C3orf80,-20.19208,1.0,-0.09529541,ARMCX6,0.16784227,1.0,0.29485595,ZNF267,0.33618644,1.0,-0.09914797,PRSS37,0.0,1.0,0.0,INMT,-19.248945,1.0,-0.073702656,TNFRSF10C,-21.110308,1.0,-0.15410094,CYP4F12,-20.044443,1.0,-0.06925787,SPINK6,-21.37376,1.0,-0.10799578,GALNT18,2.162428,2.11365656032887e-22,9.832862,FAM222B,-0.014434758,9.526741609904934e-09,5.894387,ERO1B,0.24489844,0.012098537713014444,2.7838688,SHISAL2B,-17.087812,1.0,-0.013008043,C19orf18,-22.140905,1.0,-0.31917897,PPP2R2C,0.021069044,1.0,-0.16640542,PRG4,-21.742355,1.0,-0.14486201,BCO2,-20.868647,1.0,-0.075328685,C1orf189,-20.624544,1.0,-0.027202107
SHISAL2B,2.1638446,1.0,0.037400674,VANGL2,-19.478827,1.0,-0.09529541,MFAP3,0.32286125,1.0,0.2947982,PKD2L2,-0.18237764,1.0,-0.09927704,KRT12,0.0,1.0,0.0,OR14K1,-19.622444,1.0,-0.073702656,LMTK3,-21.364824,1.0,-0.15410094,PPP2R2B,-21.201576,1.0,-0.06925787,KRT19,-1.4608729,1.0,-0.10898667,ATP6V0A1,-0.32123914,2.170296128138901e-22,9.830185,PLAT,-0.49296507,9.811622724232298e-09,5.889473,GRK4,0.69583285,0.012103298067795322,2.7837007,BICDL2,-15.647879,1.0,-0.013008043,ADAMTS13,-21.9115,1.0,-0.31917897,MAMSTR,1.0763643,1.0,-0.1664089,GPR39,-20.391626,1.0,-0.14486201,ATRNL1,-20.17138,1.0,-0.075328685,MAK,-20.519064,1.0,-0.027202107
ALB,2.5629487,1.0,0.037400674,PLIN4,-19.782646,1.0,-0.09529541,PARP16,0.15756866,1.0,0.29463091,C12orf60,0.98745173,1.0,-0.09998018,KRTAP3-3,0.0,1.0,0.0,CCL25,-18.867386,1.0,-0.073702656,TMEM88,0.7410194,1.0,-0.15424415,RSPH1,-19.74358,1.0,-0.06925787,CX3CR1,-23.000477,1.0,-0.10906504,SHLD3,0.22908007,2.2456581371223766e-22,9.826732,CEP70,-0.23470731,9.829583827703758e-09,5.8891244,WDR11,-0.04610782,0.012229349363574721,2.7802978,CD300LG,-16.112276,1.0,-0.013008043,CTRL,-23.23962,1.0,-0.31917897,PRTG,-19.860611,1.0,-0.16792908,GIMAP6,-22.762884,1.0,-0.14486201,FCGR3B,-21.584522,1.0,-0.075328685,MAP1LC3C,-19.75127,1.0,-0.027202107
CA9,1.6144422,1.0,0.037400674,CORO6,-18.110577,1.0,-0.09529541,NHLRC1,0.15754728,1.0,0.29435807,CLLU1OS,-20.072803,1.0,-0.10116737,PLET1,0.0,1.0,0.0,KDR,-19.471731,1.0,-0.073702656,CCDC180,1.0343897,1.0,-0.15447329,WFDC13,-20.083187,1.0,-0.06925787,HPDL,-21.46671,1.0,-0.10906504,MPV17L2,0.5097656,2.2541649334294336e-22,9.826337,TIMM29,0.41142118,9.837079366245852e-09,5.888975,MNS1,0.10172512,0.01232240078195009,2.7777545,NYAP2,-16.056128,1.0,-0.013008043,FZD5,1.1583861,1.0,-0.32027867,NMRK2,-21.851095,1.0,-0.16792908,CNGA3,-20.89024,1.0,-0.14486201,CDH23,0.9948265,1.0,-0.07535078,HOGA1,-19.013128,1.0,-0.027202107
MTMR7,2.9281425,1.0,0.037400674,APLN,-19.422686,1.0,-0.09529541,FAM222B,-0.033239495,1.0,0.29431427,TECTB,-17.858925,1.0,-0.10116737,GCG,0.0,1.0,0.0,NOTUM,-19.50928,1.0,-0.073702656,PDZD7,-0.31824675,1.0,-0.15449476,CNIH2,0.12473144,1.0,-0.069474556,LSMEM1,-21.500566,1.0,-0.10906504,ZNF8,0.43387222,2.2932351972737586e-22,9.824591,ZADH2,-0.22697574,9.865576969013814e-09,5.888474,TKFC,-0.093421,0.012365341830211077,2.7765834,ALKAL1,-16.963602,1.0,-0.013008043,OR7D2,-22.35582,1.0,-0.32044053,MAS1L,-21.953276,1.0,-0.16792908,AGER,0.9280644,1.0,-0.14499368,ERO1B,2.0243976,1.0,-0.0758294,PPIAL4G,-20.984676,1.0,-0.027202107
TEX48,2.882259,1.0,0.037400674,AFAP1L2,-18.70797,1.0,-0.09529541,GRK4,0.09197628,1.0,0.29428837,MMP13,-20.132303,1.0,-0.10116737,AC013470.2,0.0,1.0,0.0,RTP3,-18.572298,1.0,-0.073702656,MFNG,0.58215535,1.0,-0.15561536,MLYCD,1.4501708,1.0,-0.069617786,CAND2,-20.632019,1.0,-0.10906504,TNK2,-0.23323025,2.354212705392395e-22,9.821932,USE1,0.1706118,9.894369974348391e-09,5.887969,KLF16,-0.08369557,0.012365870202266946,2.776529,SCGB1A1,-18.150785,1.0,-0.013008043,ZXDB,-21.721159,1.0,-0.32044053,CBARP,-20.469707,1.0,-0.16792908,ATP6V1E2,0.087916814,1.0,-0.14562695,SEL1L2,-19.73368,1.0,-0.07613867,DDN,-20.542198,1.0,-0.027202107
TCEAL5,1.9173924,1.0,0.037400674,COL11A2,-19.145128,1.0,-0.09529541,HSF2BP,0.76242673,1.0,0.29353556,HOXB8,-17.967697,1.0,-0.10116737,MINDY4B,0.0,1.0,0.0,PLEKHA7,1.1818128,1.0,-0.07386915,SNX22,-22.727016,1.0,-0.15579437,CADM4,1.4933486,1.0,-0.07026049,GNGT2,-21.628908,1.0,-0.10906504,C21orf91,-0.57705927,2.4315238065360983e-22,9.81866,RHOBTB2,0.11710068,9.907942287000747e-09,5.887719,COG2,0.09834555,0.01243967962330788,2.774513,PAX3,-17.803871,1.0,-0.013008043,KLHDC7B,-23.486406,1.0,-0.32044053,KLHL41,-20.298092,1.0,-0.16792908,TEC,0.59371257,1.0,-0.14574608,SYP,-21.00357,1.0,-0.07613867,CABCOCO1,-19.477978,1.0,-0.027202107
SPARCL1,1.3655127,1.0,0.037400674,PLIN5,-20.814941,1.0,-0.09529541,ZNF442,0.30242482,1.0,0.29077727,CAMK1G,-19.068556,1.0,-0.10116737,OR2A5,0.0,1.0,0.0,LMNTD2,-0.028320344,1.0,-0.074328646,OR2S2,-19.943409,1.0,-0.15579437,FCGR3B,-1.4400603,1.0,-0.07084811,SMIM1,-22.534761,1.0,-0.10906504,LRRC28,0.3738494,2.4840734010403414e-22,9.816489,C2CD5,-0.26428756,9.974938363127572e-09,5.886582,LRRC14,0.07710624,0.012571353172189496,2.771046,SLC22A31,-16.823385,1.0,-0.013008043,SPATA12,-22.499762,1.0,-0.32170212,SYCP2,2.0330224,1.0,-0.16796726,LDHC,-21.837624,1.0,-0.14581506,RASL10B,-20.45088,1.0,-0.07613867,ZFPL1,1.7225027,1.0,-0.027214782
FAM170A,2.337875,1.0,0.037400674,WIPF3,-20.24206,1.0,-0.09529541,TMPPE,0.03864407,1.0,0.29071155,APC2,-18.89282,1.0,-0.10116737,CLRN1,0.0,1.0,0.0,CSK,0.35154575,1.0,-0.07440634,TNFRSF13C,-22.662388,1.0,-0.15579437,CLEC4C,-22.178404,1.0,-0.07090687,NBPF19,-20.96095,1.0,-0.10906504,FAM120B,0.090970725,2.69996573418723e-22,9.808053,SAP30BP,-0.16207214,1.0057988641676783e-08,5.8851876,GFOD2,0.21664838,0.01266523740907917,2.7685819,DLGAP1,-17.969814,1.0,-0.013008043,ZNF789,-22.150839,1.0,-0.32296368,ZNF852,1.7200382,1.0,-0.16804014,ZNF564,-21.376722,1.0,-0.14581506,SPAAR,-20.027159,1.0,-0.07613867,TSPYL2,1.1114241,1.0,-0.027569704
EPHA6,2.9962864,1.0,0.037400674,OGDHL,-19.472507,1.0,-0.09529541,SLC10A4,1.4253271,1.0,0.29020372,EMCN,-19.202015,1.0,-0.10116737,GALNT13,0.0,1.0,0.0,ISL2,1.2531656,1.0,-0.074694924,PAX5,-23.078606,1.0,-0.15579437,ENO4,-18.69207,1.0,-0.07090687,TRIM10,-22.824036,1.0,-0.10906504,ARFGEF1,-0.14657056,2.7074464998735867e-22,9.807759,PPP2R1B,-0.18565598,1.0640152237503823e-08,5.8758283,HOXC9,1.35315,0.012666990967490242,2.7684963,SORCS3,-18.72732,1.0,-0.013008043,WFDC3,-21.843693,1.0,-0.32296368,CRYGS,0.9118075,1.0,-0.16810262,AQP1,-23.270197,1.0,-0.14581506,FOXA1,-21.7979,1.0,-0.07613867,VRK1,0.6544211,1.0,-0.027582379
POU3F2,3.0963206,1.0,0.037400674,RTL3,-18.882101,1.0,-0.09529541,CDC42SE1,-0.14330912,1.0,0.28835556,CCL25,-18.938095,1.0,-0.10116737,NXPH1,0.0,1.0,0.0,MCOLN2,0.38596216,1.0,-0.07493466,DUPD1,-21.193096,1.0,-0.15579437,TULP2,-19.819933,1.0,-0.07090687,DES,-20.782122,1.0,-0.10906504,PPP1R3B,-0.24672298,2.714535922650801e-22,9.807481,BAD,0.33148515,1.0660959782845387e-08,5.8754816,SELENBP1,-0.5944551,0.012704906906616398,2.7674816,SOAT2,-13.911724,1.0,-0.013008043,HSF4,-22.39888,1.0,-0.32296368,C1QL1,0.34822595,1.0,-0.16814427,MPZL2,-21.711025,1.0,-0.14581506,CACNA2D2,-21.979803,1.0,-0.07613867,TUT7,0.6264206,1.0,-0.027658433
IGFALS,2.330751,1.0,0.037400674,SEMA3D,-19.507416,1.0,-0.09529541,JTB,-0.0031341207,1.0,0.2879911,TNS4,-18.237782,1.0,-0.10116737,GPR149,0.0,1.0,0.0,EFCAB8,0.21897541,1.0,-0.07497462,CTSG,-0.27394992,1.0,-0.15642448,TNFRSF13B,-21.771732,1.0,-0.07090687,FCSK,-0.7489973,1.0,-0.10910423,GGCT,-0.11824744,2.7498289290857595e-22,9.806162,UBR7,-0.24472615,1.0701868710321234e-08,5.874824,CIART,1.7337006,0.012714307924927429,2.7672,SYT2,-16.324371,1.0,-0.013008043,S100A5,-22.747606,1.0,-0.32296368,CADPS,-0.121171735,1.0,-0.16818592,C1QTNF3,-21.916342,1.0,-0.14581506,PSPN,-20.467386,1.0,-0.07694866,TMPRSS5,-20.372812,1.0,-0.02767111
