C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score
SYMPK,-0.48881817,8.547545565912924e-22,-9.759174,NUCKS1,-0.566339,1.2632403708021187e-58,-16.256577,TXNDC11,-0.8221888,4.136560166393062e-09,-6.1916227,DCAF4,-1.7812986,4.019244908883493e-36,-12.667101,CRABP2,-1.0386714,2.751593162968269e-09,-6.200572,UNC50,-27.19575,0.04134974394855354,-2.7503858,HMGXB4,-0.9206792,9.047747255990081e-15,-7.9955506,SEMA6B,-5.705874,3.0448631369814418e-06,-5.0538564,C1QL2,-21.785498,0.7117837265604702,-0.68736005,NF2,-28.008568,2.3954434312019573e-24,-10.371424,APOE,-6.582371,2.033636403248016e-27,-11.02557,CYBB,-3.852017,8.685358254767586e-08,-5.6996083,SMAP1,-1.3055696,1.3682681029230647e-06,-5.2043285,ANKRD13C,-26.83843,0.10659338422593677,-2.4256775
KHDC4,-0.60419554,8.186843608540161e-22,-9.763632,FAM210B,-0.5406671,1.1423753390085234e-58,-16.262758,FGF5,-28.0961,4.11546927179192e-09,-6.1924887,DOK5,-9.466673,3.9023610563899325e-36,-12.6694355,SEMA4D,-1.0560086,2.669716603439281e-09,-6.205409,ALG8,-1.4134058,0.04134974394855354,-2.750465,NDUFV2,-0.5256509,9.046937366907669e-15,-7.9956093,MCAM,-1.2347978,3.0448631369814418e-06,-5.0539403,PAQR4,-2.2029784,0.7106316847639856,-0.688874,GJA1,-28.653997,2.333930311558118e-24,-10.373947,PPHLN1,-0.3453623,1.8071105427780208e-27,-11.036224,HOMER3,-3.137896,8.682744418664085e-08,-5.699728,GPATCH2L,-0.87251776,1.3675524291998159e-06,-5.204498,TMEM181,-0.98717624,0.10657123159768951,-2.425893
ATAD1,-0.4792862,7.244847799348807e-22,-9.776073,TMA7,-0.5394253,8.167762677356298e-59,-16.28332,ALG8,-2.4311182,4.088035260932945e-09,-6.193603,ACD,-1.2971233,3.9021349165316294e-36,-12.66946,LATS2,-0.2060516,2.6602060372690727e-09,-6.2060127,ITPR3,-27.47953,0.0413247945370138,-2.7508352,TOP2B,-0.9162995,9.031023142013983e-15,-7.995874,GPR1,-2.157213,3.0448631369814418e-06,-5.0539684,MAP3K9,-3.7629242,0.7105375992718964,-0.6890397,WDR33,-4.9665036,2.321627181598166e-24,-10.37449,CCNK,-0.57565963,1.7922478323101773e-27,-11.037003,ICK,-1.9284767,8.680132638372953e-08,-5.6998477,STAM,-1.0430312,1.3673793570041342e-06,-5.2045937,DCUN1D1,-0.5887737,0.10649700368768553,-2.426286
SBNO1,-0.59422475,7.237945377483308e-22,-9.776198,PCBD1,-0.5228153,6.333285500633786e-59,-16.298899,GMPPB,-2.606774,4.088035260932945e-09,-6.193621,IL7R,-1.7322118,3.8487435069549814e-36,-12.670579,COX7A2,-0.117950074,2.617714949204331e-09,-6.2085867,NDUFA2,-0.23251048,0.04110768264141285,-2.7526863,EPB41L2,-0.8353051,8.974067914037325e-15,-7.996749,FAM214B,-2.0583239,3.0384462790427403e-06,-5.0545,CCDC22,-1.3526773,0.710357807997587,-0.6892995,CNN1,-29.01275,2.3051335493919606e-24,-10.375209,NDUFB8,-0.5743891,1.661637153890062e-27,-11.043836,SLC25A5,-3.5661082,8.623572071446321e-08,-5.7010303,PRPF31,-0.7271697,1.3673149262119858e-06,-5.2046747,ARAF,-2.206703,0.10630762864946448,-2.4270718
TMEM8B,-9.156426,7.216855522365578e-22,-9.776523,PDPR,-0.89970034,6.262339060391362e-59,-16.299608,HTATSF1,-2.1488607,4.067187029044004e-09,-6.1945295,CLCC1,-0.8128399,3.5268614733382185e-36,-12.677486,RAB1B,-0.20300038,2.6027759212177207e-09,-6.209529,IL1RAP,-27.537258,0.04107370460732398,-2.753083,SEM1,-0.9956259,8.536292483822295e-15,-8.003003,GLT8D1,-1.7372913,2.994224341387341e-06,-5.057372,CRH,-9.504614,0.7102208793540001,-0.68951225,YES1,-28.048313,2.245919317117581e-24,-10.377731,RMDN3,-1.1048332,1.6581179739666027e-27,-11.044062,NPEPL1,-1.9932928,8.605402418900728e-08,-5.701458,PSMD6,-0.5318894,1.3622178881313074e-06,-5.2054405,POLR3C,-0.78542024,0.10630762864946448,-2.4271352
PHAX,-0.6695781,6.920709739019749e-22,-9.780792,COPS5,-0.61738056,5.940182036126287e-59,-16.302856,SLC9A7,-3.8410983,4.028743703422129e-09,-6.1961465,SUZ12,-0.6345813,3.2919292802908654e-36,-12.682928,DNAJB14,-0.2496591,2.5866954669850107e-09,-6.210545,ACTL6A,-27.225183,0.04107370460732398,-2.753083,CRLS1,-0.67473567,8.382647664585277e-15,-8.005286,VCP,-0.4559848,2.9893318336418368e-06,-5.0577583,RUBCNL,-3.3171299,0.7093693868497566,-0.6905098,AHCY,-5.271745,2.245130938759327e-24,-10.377803,TMEM214,-1.6894302,1.6397122454712304e-27,-11.045099,NAA38,-2.2041924,8.588538887034403e-08,-5.7018604,CD81,-0.6920273,1.357731493937717e-06,-5.2061253,MTX2,-2.3028455,0.10630762864946448,-2.4272873
CPQ,-0.6039557,6.727927988393051e-22,-9.783679,ZSWIM8,-1.1306323,5.802011966621795e-59,-16.304338,ERAL1,-2.8821356,4.011275198286472e-09,-6.196892,SAMD4B,-0.5473303,3.0065375090636817e-36,-12.690052,MTFR1L,-0.4651318,2.4317085713400737e-09,-6.220374,NAA30,-2.3019865,0.04107370460732398,-2.7531624,MTFR1,-0.7670867,8.376643849652158e-15,-8.005423,EPG5,-1.4448334,2.9642790725604313e-06,-5.0594378,TCL1A,-23.648237,0.7047209452568357,-0.69606084,RAB5B,-1.4989488,2.2166521547339843e-24,-10.37906,PACS2,-1.3908057,1.6297394511222413e-27,-11.045683,TEAD1,-2.3305688,8.5559016057567e-08,-5.7025776,PI4KA,-0.6038145,1.3480623886784969e-06,-5.2075243,MOGS,-1.1494004,0.10618948406661806,-2.4278958
GPS1,-0.7470397,6.130483157811213e-22,-9.793112,LEMD2,-1.5838832,5.5480914480508985e-59,-16.307116,ATG13,-1.0723326,3.940917145165846e-09,-6.199738,EHD3,-5.358394,2.7798721579303286e-36,-12.696248,TP53INP1,-1.047846,2.3968568552866848e-09,-6.222681,HTATSF1,-1.4910567,0.04107137247091755,-2.7534797,DSEL,-1.8053887,8.169476748604216e-15,-8.008551,FOXN2,-3.0144439,2.9641296072972498e-06,-5.0595217,GPA33,-21.282534,0.7047209452568357,-0.69606084,PRELID3B,-3.5510287,2.1947611162058643e-24,-10.380045,INIP,-2.3096657,1.5688662985338275e-27,-11.049136,TPR,-0.92568403,8.539764606588549e-08,-5.7029676,ANKRD28,-1.9239814,1.3462357564587346e-06,-5.207848,MMAB,-1.1968915,0.10618948406661806,-2.4279592
CRLF1,-7.085282,5.993441348090847e-22,-9.795425,ARIH2,-0.46732032,5.319311867185209e-59,-16.309708,FYN,-4.311913,3.915975989678308e-09,-6.200798,PRRG1,-1.5374649,2.7635177113171107e-36,-12.69673,TRAFD1,-0.33658955,2.3789450871891003e-09,-6.2239428,ESYT1,-0.6057383,0.04085213573627831,-2.7553573,PIAS2,-0.558469,7.440022931249368e-15,-8.0201435,NUP188,-0.7154304,2.9641296072972498e-06,-5.059572,HSF4,-2.2024007,0.7041529784332257,-0.6968114,TMEM131,-3.4198217,2.1749276520880374e-24,-10.38095,DMXL1,-1.4497448,1.4683781342770817e-27,-11.055113,NOP14,-1.366804,8.509507925046353e-08,-5.7036405,CSTA,-28.188044,1.3441449926387926e-06,-5.208209,TIGAR,-1.0304773,0.1061232014209709,-2.428403
ABRAXAS1,-0.9262265,5.850095029212623e-22,-9.7979,EIF4E,-0.9740946,5.17626961819647e-59,-16.311396,MIB1,-1.698323,3.895834762967454e-09,-6.2016697,CAMK1,-1.7282269,2.7630763760090773e-36,-12.696761,DYNC1LI2,-0.22030847,2.250928646865368e-09,-6.232653,RWDD4,-1.1083288,0.040798564474438144,-2.7559125,RAC2,-0.74957496,7.183485042153593e-15,-8.0245,ZNF280D,-2.5795054,2.9549693566714048e-06,-5.060261,RIC3,-23.293646,0.697297450202075,-0.70476156,PKN1,-4.058918,2.151620278492956e-24,-10.382016,FADD,-1.7748026,1.4584238333350833e-27,-11.055758,IFITM3,-2.0962667,8.467465716809444e-08,-5.7045527,SENP5,-1.9188206,1.3441449926387926e-06,-5.2082386,IL10RA,-28.156473,0.10586407274841172,-2.4294295
TNRC6C,-2.070926,5.81983084877452e-22,-9.798452,MAP3K13,-0.42885685,5.05298111428384e-59,-16.31289,MALT1,-2.0069957,3.849474088861045e-09,-6.2036138,EIF2S1,-0.55371356,2.7507890287611672e-36,-12.69713,NAA20,-0.14069118,2.248438759346752e-09,-6.232869,NUP54,-2.4329712,0.040786259847198233,-2.7561374,MAK16,-0.8435356,7.092628260009546e-15,-8.026111,MFN1,-0.8597435,2.9423535058867133e-06,-5.061151,SMIM5,-5.6374407,0.6957570116145374,-0.70684105,MKLN1,-2.9087794,2.1332373633810065e-24,-10.382874,GLTP,-1.4510477,1.3937261993559231e-27,-11.059864,UBA3,-2.2778587,8.467465716809444e-08,-5.7046156,FAM89B,-1.4838542,1.3429008015070379e-06,-5.2085257,RLIM,-0.58566314,0.10578293139843037,-2.429848
NUDT2,-0.6585494,5.619245893027539e-22,-9.802024,BIRC6,-0.5240293,4.984127720587524e-59,-16.313747,EBAG9,-2.7432442,3.842221671554677e-09,-6.2039714,KPNA6,-0.564279,2.6043833425313083e-36,-12.701429,SLC25A33,-0.11284659,2.2368709719239658e-09,-6.2337193,FGF7,-28.044115,0.040786259847198233,-2.7562299,RO60,-1.0364956,7.028756598182411e-15,-8.027268,ELAC2,-1.2110877,2.9409971140409513e-06,-5.061313,MBP,-1.7875547,0.6953415578987778,-0.7073639,ZNF106,-27.907656,2.0804761756172214e-24,-10.385301,VAMP4,-1.5083293,1.3756231731358732e-27,-11.061071,HGSNAT,-1.8588103,8.435551035639171e-08,-5.7053328,ITPRIPL2,-27.23101,1.3398581681489052e-06,-5.209019,CAPRIN2,-2.8206742,0.10567967093212277,-2.4303422
PHF2,-0.354426,5.591256541754667e-22,-9.802556,NCKAP5L,-0.66287905,4.722667886556735e-59,-16.31706,ATP10D,-2.0506318,3.839119922569832e-09,-6.2041593,RMI1,-1.6492807,2.5480553060767758e-36,-12.703179,TMEM94,-0.6329871,2.1901676655379167e-09,-6.2370644,TACO1,-2.1840465,0.040781455226743334,-2.7564282,RAB9A,-2.0326087,6.8915438435604796e-15,-8.029736,C6orf89,-0.8271064,2.9405051675005116e-06,-5.0614195,BTN3A3,-1.626463,0.6944339351486143,-0.7084951,TMUB2,-2.3543828,2.0245581034762115e-24,-10.3879385,VPS53,-0.52598345,1.3328639552343797e-27,-11.063939,PIK3R1,-1.4937204,8.351800301937109e-08,-5.7071004,POLR2K,-1.5586882,1.329731642291412e-06,-5.2104993,INTS10,-0.80073905,0.10560236012746187,-2.4307477
ARMC6,-0.6364969,5.476604718801559e-22,-9.804705,TMEM214,-0.7726951,4.643251722812031e-59,-16.318117,ITGB3,-27.80033,3.81231167377408e-09,-6.205322,NPAS2,-5.2992783,2.5337029954341635e-36,-12.703641,FLT1,-2.1770804,2.1112628575994262e-09,-6.242889,ZER1,-0.690536,0.040781455226743334,-2.7565207,PPP4C,-0.4268054,6.8915438435604796e-15,-8.029743,KIF16B,-3.270353,2.939668363016772e-06,-5.061548,ZNF492,-1.9634584,0.6938869480633508,-0.7091643,TCEAL8,-5.0790095,1.966494401136577e-24,-10.390752,BLZF1,-1.8298199,1.321312921583311e-27,-11.0647545,PHPT1,-0.89110994,8.318197310509071e-08,-5.707855,CISD3,-3.0520248,1.3281406806736415e-06,-5.2107935,ID1,-3.5266147,0.1054512894016207,-2.431407
WASHC3,-0.39853925,5.471818312247981e-22,-9.804822,BCKDK,-0.57766795,4.413524488884378e-59,-16.321236,KAT6B,-2.7718496,3.80864748958002e-09,-6.205534,CCM2,-0.544509,2.420931438814651e-36,-12.707241,MSRB1,-0.62688214,2.070115319318503e-09,-6.246051,ADRM1,-0.6378285,0.040781455226743334,-2.7565606,TSNAX,-0.99023294,6.8915438435604796e-15,-8.029827,CHD1,-3.0508144,2.9286644096642856e-06,-5.062338,NCR3,-6.385951,0.6885325242856555,-0.7155557,ATP8B2,-5.7508063,1.947345390265304e-24,-10.391723,NPR2,-4.0461154,1.2408374927858923e-27,-11.070422,VPS4B,-1.6173369,8.29207698788391e-08,-5.7084594,EMC8,-1.2497531,1.3241315387137525e-06,-5.2114267,DOCK4,-27.125092,0.105385198982776,-2.4317746
POMP,-0.484087,5.423140519701949e-22,-9.805753,APBB2,-3.437305,4.220924790004263e-59,-16.32398,R3HDM2,-0.9226783,3.7969355198528626e-09,-6.206079,TERF1,-0.89965016,2.3964302016295352e-36,-12.708056,ZBTB21,-0.46927676,2.0651401560820876e-09,-6.246469,PPP4R1,-0.7526483,0.040781455226743334,-2.7566266,UBE2L3,-2.45342,6.762857216742377e-15,-8.032191,SNX25,-1.9355632,2.9186433361162396e-06,-5.0630655,ARHGEF39,-3.4110398,0.6836634313001498,-0.7213035,CCNG2,-4.6499157,1.9391942597050707e-24,-10.392161,MEF2A,-1.4998895,1.2108368439378671e-27,-11.07265,ZFAND2B,-1.6772298,8.197580920387395e-08,-5.710479,FOXC2,-3.6623662,1.3235978530728383e-06,-5.211574,GAA,-1.9759442,0.10507980550643271,-2.432966
RPAP3,-0.5808522,5.413020495453512e-22,-9.805969,UNC13B,-2.3862586,3.935562887371762e-59,-16.328274,STIM1,-1.9343469,3.7772479905205575e-09,-6.206957,IRF2BP1,-1.4056164,2.3498822333180166e-36,-12.709629,KSR1,-1.4032658,2.031494596311938e-09,-6.2490783,HCCS,-2.0958755,0.040781455226743334,-2.756878,TPRG1L,-1.3092761,6.5452184621873675e-15,-8.03625,LACTB2,-2.3066487,2.9176420610974514e-06,-5.0632057,FOXA1,-5.901212,0.683083724618138,-0.7220754,CD55,-2.3044577,1.9122720902299058e-24,-10.393532,CERT1,-1.0008111,1.1998704885099851e-27,-11.073501,SNX12,-2.677223,8.197580920387395e-08,-5.7105412,VPS35L,-0.4490248,1.320702904438712e-06,-5.212053,IAH1,-0.3377772,0.10493673882237249,-2.4336
ATG2B,-0.8639996,4.989050187508907e-22,-9.814228,EPN1,-1.4227912,3.8545976502386166e-59,-16.329563,MED10,-0.57079226,3.748550570168976e-09,-6.2082167,UBTF,-1.8520741,2.1438319615323662e-36,-12.716863,DNAJC5,-0.19901003,2.027556316611458e-09,-6.2494235,ADGRA2,-1.9160641,0.04063290694968025,-2.7582529,ATP6V0B,-0.8539645,6.496526589919755e-15,-8.037214,SMAD2,-0.41267592,2.892829283868606e-06,-5.0649076,TRPV5,-21.900164,0.6830603074913243,-0.7221631,SUSD6,-28.328186,1.876046012435075e-24,-10.395393,ZNF426,-2.0980883,1.1998704885099851e-27,-11.073504,CCT3,-2.329042,8.173911699908866e-08,-5.7111077,AASDHPPT,-1.7946357,1.3091557497312018e-06,-5.2137537,MAN1A2,-0.68721575,0.10471312975626293,-2.4345126
TRAPPC6B,-0.59408695,4.908483463410351e-22,-9.815899,ASB6,-1.7588774,3.585598826748973e-59,-16.333998,GYS1,-2.9260645,3.62479726566191e-09,-6.2135525,COG1,-0.8826023,2.078454656202946e-36,-12.719302,ACTR1B,-0.17280737,2.0044428856419477e-09,-6.251257,PDLIM4,-27.405046,0.04062068106132806,-2.7584777,C5orf30,-3.3099658,6.420012168593766e-15,-8.038713,C7orf26,-2.714409,2.8598844796501986e-06,-5.0671635,CD40LG,-23.414478,0.6830603074913243,-0.7221631,AACS,-27.935884,1.8521193778290686e-24,-10.396655,SLC25A33,-0.993495,1.1956623357816274e-27,-11.073886,RPRD1A,-0.986997,8.113960832730653e-08,-5.7124286,GRAMD1A,-1.410187,1.3026644628821474e-06,-5.214748,PPM1G,-0.5755411,0.10461813417042501,-2.4349816
PDS5A,-0.53015214,4.774237936099481e-22,-9.818724,TSKU,-0.69974726,3.544884985423332e-59,-16.334715,DDA1,-0.70437044,3.5451585126570877e-09,-6.217101,NBAS,-0.8893934,2.049538386308695e-36,-12.720416,GPD1,-2.933693,1.9728128677262977e-09,-6.2537827,SUPT20H,-0.7284576,0.04062068106132806,-2.7585702,RPRD1A,-0.59321064,6.418671608398632e-15,-8.038788,RAB32,-0.5595932,2.8471592115989535e-06,-5.068087,TSPO2,-23.315483,0.6830603074913243,-0.7221631,SOS2,-27.972584,1.8521193778290686e-24,-10.396655,SUPT16H,-0.59182113,1.1843737394256323e-27,-11.074771,GCN1,-1.3462243,8.046398106908036e-08,-5.7139196,CMC4,-1.2059944,1.3002787859666838e-06,-5.2151604,PDK2,-1.853067,0.10455984614669911,-2.4353237
LSM2,-1.2177868,4.612974180560855e-22,-9.822216,GPAA1,-0.54980826,3.34883203822438e-59,-16.338228,C2orf74,-1.9114536,3.4908620042629997e-09,-6.2195845,CETN3,-1.3486556,1.8516350050785016e-36,-12.728387,FAM20C,-0.23055786,1.9719127751037852e-09,-6.253896,DDX46,-0.36671284,0.04062068106132806,-2.7586496,ISG15,-1.6674318,6.231743595282253e-15,-8.042457,RALA,-0.5854529,2.8309896257801593e-06,-5.069246,GK3P,-5.461122,0.6796507615131816,-0.7263542,NAB1,-28.152172,1.712044073465266e-24,-10.404224,PHGDH,-3.1813316,1.175375105790143e-27,-11.075489,TIPRL,-1.7080946,7.99592967975672e-08,-5.7150583,TIMM17A,-0.87163574,1.2984131924707334e-06,-5.215499,BCKDK,-0.8659827,0.10455984614669911,-2.4354124
B3GALT2,-7.320775,4.507867263383222e-22,-9.824567,TRAPPC10,-0.44560802,3.1514956580693028e-59,-16.341953,PXK,-0.9121393,3.4561401958251802e-09,-6.2212133,CEP104,-0.62888515,1.7442752900409103e-36,-12.733069,IL18BP,-1.9649134,1.960672246610049e-09,-6.254831,POMP,-0.77870256,0.04062068106132806,-2.7587686,WWP2,-0.67451173,6.211770596403308e-15,-8.042898,NIFK,-1.6736269,2.8236161818651985e-06,-5.069817,APOBEC3B,-1.7885033,0.677853904663339,-0.72855663,MSL1,-27.954527,1.690191221652406e-24,-10.405486,IL10RB,-0.7657932,1.1340381471070906e-27,-11.078732,LAMB2,-1.6251496,7.990578183939634e-08,-5.7152405,CUL3,-0.39424008,1.297014018176737e-06,-5.215771,CCL4,-2.8213181,0.10455984614669911,-2.4355645
USP53,-1.675787,4.47805083939893e-22,-9.825264,CAVIN1,-0.95056105,3.108315909217634e-59,-16.342815,VTA1,-2.662257,3.417265756413628e-09,-6.223048,FBXO22,-0.9106327,1.6925154257222472e-36,-12.73544,VASH1,-1.2091547,1.9478219181988108e-09,-6.2559423,USP14,-0.90684676,0.040591561599956374,-2.7592182,MEPCE,-0.48937932,5.833384209028877e-15,-8.050641,NMRK1,-0.5490102,2.804273655833523e-06,-5.0712,APOC4,-21.37857,0.6758575482934501,-0.73086387,MAD2L2,-5.2197337,1.668948643018223e-24,-10.406729,PURB,-0.80032676,1.0848083909268666e-27,-11.08274,EBP,-2.9327905,7.989959298354825e-08,-5.7153225,FKBP14,-3.1782966,1.2940730436595936e-06,-5.2162647,USP40,-3.4012883,0.10454261753045692,-2.4358056
PRCC,-0.4692816,4.477562582623451e-22,-9.825303,SAMD8,-1.3322163,2.9936456275133412e-59,-16.345127,MSL2,-0.9880336,3.4092302949452973e-09,-6.2234783,MAK16,-0.71810037,1.6126376653652275e-36,-12.739232,RGS2,-0.97838616,1.8974679702516957e-09,-6.2601132,PDPR,-2.0194368,0.04058922411342036,-2.7593637,ISLR,-2.2783363,5.689191979515652e-15,-8.053751,TSFM,-1.78044,2.8029816452483453e-06,-5.071362,AQP2,-22.43442,0.6758575482934501,-0.73086387,MVD,-28.12913,1.64731175117546e-24,-10.40801,EIF4EBP2,-0.6253841,1.0598671373131354e-27,-11.084857,AGO1,-2.1151724,7.971331976525027e-08,-5.715788,ALKBH5,-0.55508226,1.2841282500264637e-06,-5.217767,METTL26,-0.68030864,0.1045173666643789,-2.4360337
MTX3,-1.0662961,4.462486361204224e-22,-9.825671,TBC1D17,-0.96961623,2.7794078974350664e-59,-16.349674,AFG3L2,-1.2248164,3.407261459747567e-09,-6.22363,PCDHGB7,-3.9242525,1.5011316213063107e-36,-12.744861,FAM177A1,-0.3661821,1.86488774391552e-09,-6.2628984,PARL,-0.9281603,0.040511403463578816,-2.7601173,ATP6AP1,-0.68788266,5.623067878154279e-15,-8.055229,PSENEN,-1.110242,2.7956791699790916e-06,-5.0719333,SLFN14,-23.039318,0.6758575482934501,-0.73086387,NEXN,-28.505074,1.64731175117546e-24,-10.40801,CCDC9,-1.2196375,1.0519299567429294e-27,-11.085565,ABL2,-3.2098947,7.954807729355105e-08,-5.7162094,LDB1,-0.5167567,1.2795870703383049e-06,-5.218496,TGFB1I1,-1.0297757,0.10451044405349907,-2.4361985
PREP,-0.7790863,4.401750687447468e-22,-9.827081,ERAL1,-0.87413996,2.666688087112032e-59,-16.352219,SLC9A1,-0.8236134,3.368533310271198e-09,-6.225483,TMEM185A,-0.6653723,1.3318400816654745e-36,-12.754248,ZHX2,-0.6474566,1.856656158520958e-09,-6.2636304,SPHK1,-1.2182357,0.04030785213358255,-2.761889,ID3,-0.8799668,5.433275178039435e-15,-8.059509,ICAM1,-2.4890993,2.7948028248027645e-06,-5.0720677,S100Z,-5.887572,0.6742040946858643,-0.7329102,AKAP9,-2.6819572,1.6200282425705807e-24,-10.409676,LYPD6B,-5.7148604,1.0301735750283048e-27,-11.08747,MITF,-3.4080067,7.951546542981243e-08,-5.7163477,PSMB4,-1.4890321,1.2745040276502013e-06,-5.219306,ATG4A,-1.4796149,0.10408674537680214,-2.4378083
BCAR1,-0.57956314,4.201526432845684e-22,-9.831798,SCAMP4,-1.0755441,2.4209597140705686e-59,-16.35813,DENND4C,-1.2610224,3.343127673847939e-09,-6.226731,EPN1,-0.9365158,1.268483426830389e-36,-12.758065,C11orf1,-0.043151915,1.7491778347605466e-09,-6.273003,PTPRM,-27.233118,0.040150052835325314,-2.7634227,BICD2,-0.53950334,5.312414179327453e-15,-8.062369,CHST14,-1.086145,2.784241952348799e-06,-5.0728626,HOPX,-4.88677,0.6725108915165577,-0.7350036,DHX36,-5.080273,1.592396425697404e-24,-10.411351,TTC3,-0.9003703,1.004606312461702e-27,-11.089754,TCTA,-1.3294301,7.951523575181369e-08,-5.716417,MSRA,-0.97856295,1.2745040276502013e-06,-5.219328,ATOH8,-27.05026,0.1039740650426182,-2.4383407
SSBP2,-3.260512,4.1455261958624586e-22,-9.833178,SREK1IP1,-1.1777021,2.3300290654700977e-59,-16.360481,OXR1,-1.2093352,3.334361363343716e-09,-6.227203,SERAC1,-1.5741066,9.886772773983181e-37,-12.777505,SAMD4A,-0.35085177,1.7487543037423836e-09,-6.273083,ZNF32,-1.8298695,0.04008922750176282,-2.7640443,SNHG32,-1.0272696,5.0857388520189916e-15,-8.067744,OXTR,-2.091473,2.700377143908018e-06,-5.078752,DTX2,-2.7228372,0.6722884423471902,-0.7353158,NANS,-4.07007,1.5614780542030166e-24,-10.413256,CREB1,-0.9032025,1.0011892124008617e-27,-11.090095,ITGB3,-5.50158,7.930345557397581e-08,-5.716939,WLS,-27.346367,1.2572262373833212e-06,-5.2219787,MTPN,-0.5346377,0.1038250714419226,-2.4389997
MTHFD2,-0.4503014,4.1326371830393076e-22,-9.833519,PNPLA2,-0.5302714,2.147836447832605e-59,-16.365461,SH3KBP1,-0.7017252,3.297206549804616e-09,-6.2290196,FITM2,-1.7330091,8.911361216955029e-37,-12.785602,COX17,-0.45007867,1.7375703945061937e-09,-6.2741666,PSMD13,-0.5457954,0.03991183037327842,-2.7656176,SMAD3,-0.93745106,5.075345741332189e-15,-8.068042,SFXN1,-0.8311203,2.6583970390786116e-06,-5.081803,TBC1D8,-2.24639,0.6715823640127795,-0.73623526,SLC25A33,-28.067822,1.5447738462422698e-24,-10.414317,HTATIP2,-1.1491486,9.623416833446683e-28,-11.093669,ACP5,-7.3489556,7.799042180556696e-08,-5.7198453,UFD1,-1.7223972,1.2546723243319008e-06,-5.222428,ITGAM,-28.241905,0.10365080691647903,-2.4397476
ETF1,-0.7347936,4.024935388944501e-22,-9.8362055,SPNS1,-1.3119882,2.139542328526494e-59,-16.365719,UXS1,-1.917858,3.291101498165014e-09,-6.229371,C16orf58,-0.65867597,7.835953326311372e-37,-12.795635,GASK1B,-0.78310746,1.7266802316535794e-09,-6.2752213,NRG1,-27.795095,0.039810947943135847,-2.7665696,CCNH,-0.8656627,4.9720513453652715e-15,-8.070649,TRIM5,-1.4180028,2.645367546987763e-06,-5.0828104,CCDC154,-5.9010925,0.6707043877082176,-0.7372884,PTPN14,-28.515625,1.5250387664119673e-24,-10.415579,FXR1,-0.9249793,9.616765611581574e-28,-11.093766,BUD31,-0.90252405,7.778259264825207e-08,-5.7203674,ARFIP1,-1.6433481,1.2198571685087104e-06,-5.2277074,APOL2,-2.614849,0.10351311798113084,-2.4403687
TMCO1,-0.3835271,3.9161072648781156e-22,-9.838993,GTF2IRD1,-7.0559096,2.1205675290385946e-59,-16.366282,OTUB1,-0.7496232,3.2894552865559874e-09,-6.2295103,MECR,-1.5654181,7.201557534092808e-37,-12.802211,C6orf120,-0.20620856,1.6917247755872514e-09,-6.2784963,TP53I3,-27.21324,0.03977154773791405,-2.7670193,TMEM192,-1.6137406,4.873609262104633e-15,-8.073138,ITGAL,-6.727516,2.6265838467017143e-06,-5.084238,ZC3H12D,-3.5975907,0.6692562479747708,-0.73904824,COL8A1,-28.893454,1.5055536762228094e-24,-10.416841,GLI2,-27.45831,9.615343647366898e-28,-11.093815,DLST,-2.000385,7.726854265455458e-08,-5.7215624,EIF3D,-0.510632,1.2198571685087104e-06,-5.227737,IRAK1,-0.66681457,0.1033647065610324,-2.4410279
HECTD2,-1.4465629,3.8579431405437977e-22,-9.840527,TNIP2,-0.79300654,1.7424245232806479e-59,-16.378256,DOK4,-4.151147,3.2662737273366674e-09,-6.230679,BIVM,-1.3055989,6.82538349239523e-37,-12.806396,LILRA5,-2.7260206,1.6817963330305047e-09,-6.2794967,COA4,-0.9593517,0.03977088291929857,-2.7671516,ERF,-0.6228509,4.805384068568366e-15,-8.074906,PRKAG1,-0.66400737,2.6139361792795786e-06,-5.085229,TMEM72,-21.815342,0.6688538430702278,-0.7395646,CEP63,-4.231496,1.5023184239571819e-24,-10.417083,UBE2D2,-0.48354113,9.509637304621272e-28,-11.094839,DGUOK,-1.0133313,7.631834091158408e-08,-5.723733,PPP6R1,-0.6671057,1.2198571685087104e-06,-5.2277594,NAGPA,-27.072823,0.10323460287355626,-2.4416237
