C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score
GMNN,-1.3795167,2.1433565881770914e-21,-9.664493,MT-ND6,-1.4384154,5.512563577461066e-58,-16.165266,ZNHIT1,-1.0758444,4.721657032690429e-09,-6.168809,THOP1,-1.211032,2.17032206011299e-35,-12.53322,RNF114,-0.15636975,3.961365579751261e-09,-6.141133,NMI,-1.8003845,0.04220531895543625,-2.7395303,ADGRL2,-1.7885126,1.459128010776967e-14,-7.934835,PPP4R1,-0.89146304,3.4049380994165645e-06,-5.0301256,PRSS33,-22.984097,0.7404529343264842,-0.652557,FASN,-28.02187,4.112964347973916e-24,-10.318438,IFT22,-3.5156806,3.8252006088439874e-27,-10.967459,PYCR2,-0.96178055,1.0146264038861119e-07,-5.670867,PRKAA1,-0.89625067,1.584679151784809e-06,-5.174683,CYB561A3,-2.0652773,0.11130456648651287,-2.405181
STARD3NL,-0.38175333,2.1245549456808248e-21,-9.665423,BCCIP,-0.49784,5.429040205093768e-58,-16.166227,MINDY3,-1.1530335,4.687945636228291e-09,-6.170002,COA4,-0.6950689,2.0987544665385408e-35,-12.535897,SLC2A6,-1.8061374,3.951742595279745e-09,-6.1415615,TMED2,-1.0859497,0.04219586851305615,-2.7397287,POM121,-0.9872991,1.4509779973013347e-14,-7.9355774,NRP1,-0.7016039,3.4007807686850246e-06,-5.030433,PLA2G4B,-2.313948,0.7395574915494325,-0.6537117,NAA10,-3.9458685,4.067921441846645e-24,-10.319532,MBTPS1,-0.4728218,3.809534191822526e-27,-10.967865,ARHGAP35,-1.2238669,1.012123953472699e-07,-5.6713576,PPP2R5B,-27.317474,1.5689276394279233e-06,-5.1766195,BMPR1A,-26.798763,0.11124658590392063,-2.4055104
EPB41L4B,-6.4857583,2.077005563331653e-21,-9.667798,HPS3,-0.81680393,5.236301987530984e-58,-16.168476,NSUN2,-0.894944,4.667682432128505e-09,-6.170747,CACNB3,-2.127333,2.0153890883236157e-35,-12.539168,ADAMTS7,-1.0079114,3.932307785786147e-09,-6.142387,GGPS1,-1.8072307,0.04219586851305615,-2.7398477,CITED2,-0.6272459,1.4306973160923863e-14,-7.9373717,TTC19,-1.7541246,3.3804981532375157e-06,-5.031654,HRH2,-3.527777,0.7389726489037303,-0.65446866,HCFC1,-3.6084528,4.0327551313755866e-24,-10.320404,CNP,-1.932946,3.7968451822567926e-27,-10.968202,SLC35C2,-1.7005699,1.0100726725295039e-07,-5.6717725,MOSPD1,-27.56698,1.5627336452744565e-06,-5.1774297,SLC25A43,-3.494205,0.11118864070882377,-2.4058402
RABEPK,-1.137013,2.0096304417862247e-21,-9.671202,DCAF12,-1.2052273,4.913285568908983e-58,-16.172462,SLC25A32,-0.8439002,4.6235283874566505e-09,-6.1723094,GOLGA5,-0.56869423,1.8423187343382436e-35,-12.546302,DEXI,-0.36951706,3.918037004130506e-09,-6.143007,ZNF25,-27.185532,0.04212950059629156,-2.7404954,PPP3CB,-0.51943135,1.42578228067041e-14,-7.937894,APC,-0.92997617,3.3774550949292644e-06,-5.0319,DPEP3,-7.9826183,0.7388281230669386,-0.6546878,ACOX1,-5.055131,4.032534142414942e-24,-10.320446,ERCC2,-2.7347891,3.619109207356063e-27,-10.972571,KDELR2,-1.1389805,1.009396367942702e-07,-5.671955,MTRF1L,-1.4718127,1.5574235178662284e-06,-5.1781363,GPCPD1,-0.96437293,0.11118858639108321,-2.4059794
KIF9,-0.9994296,1.9678091842592917e-21,-9.673382,PSMC5,-0.5673236,4.375645550499882e-58,-16.17962,PPP1R3C,-27.890144,4.61254275269297e-09,-6.172745,CREB1,-0.5537525,1.7507256944880553e-35,-12.55036,FAM160A2,-0.76674277,3.8981961195814215e-09,-6.1438975,ATXN10,-0.89082223,0.042109910060611,-2.7407732,NUDT1,-2.906658,1.3782008969925409e-14,-7.9421515,TNPO3,-1.4123347,3.3444816170020223e-06,-5.033854,PEAK3,-3.5986094,0.7373547210158852,-0.6563397,LUM,-29.139408,3.9601811460899515e-24,-10.322222,FGF5,-28.121254,3.598749691722851e-27,-10.973116,SNX10,-28.58454,1.0055761411859619e-07,-5.6726723,MFSD12,-2.1622934,1.5454068286059092e-06,-5.179653,NCOA4,-0.75644237,0.11118083032400597,-2.4061444
HOMER3,-0.6081055,1.9391848096867622e-21,-9.674909,MPHOSPH10,-0.6574942,4.372018951254055e-58,-16.179693,ZMPSTE24,-1.1627479,4.602288440328651e-09,-6.173157,PHAX,-0.67676055,1.7234981598824328e-35,-12.55162,NOTCH3,-0.45654523,3.823319982924264e-09,-6.1470184,CAP2,-27.35507,0.042103884196396095,-2.740945,SRSF8,-1.404566,1.3758711709160377e-14,-7.9424086,DBNL,-0.4938233,3.3388349978228704e-06,-5.034251,MARCH3,-1.6694615,0.7290646236345224,-0.6658124,FKBP15,-5.1756516,3.9278865692924635e-24,-10.323046,PSMD2,-3.3325374,3.55467426706194e-27,-10.974265,UBB,-1.4683735,1.0048291748659985e-07,-5.6728673,GLRX2,-2.8816388,1.525146314139313e-06,-5.1821866,VPS39,-0.6325978,0.11069946812071804,-2.4078681
NDUFA4,-0.3009898,1.7980095576440197e-21,-9.682666,KHSRP,-0.5049352,4.330501684341136e-58,-16.180302,DNAJC3,-0.6534316,4.602288440328651e-09,-6.1731753,MGA,-0.74617046,1.6302563858222863e-35,-12.556042,PPP6R2,-0.12012502,3.7763187149729394e-09,-6.149066,ARPC2,-0.71961594,0.04210125255498757,-2.7410905,DDX19A,-0.9397875,1.373301152037292e-14,-7.942688,POP7,-1.2129918,3.312803052029704e-06,-5.0358243,AIM2,-2.4520059,0.7285442358468208,-0.666503,SMIM10L1,-3.4690995,3.922027417209888e-24,-10.323227,DESI1,-1.335171,3.552364876746543e-27,-10.974359,ZNF106,-1.6177942,9.969884262691388e-08,-5.6742764,ALDH18A1,-1.2823853,1.525146314139313e-06,-5.182238,KRTAP2-3,-28.071291,0.11060338249760968,-2.4083245
RHOBTB1,-0.56595194,1.7714884930743646e-21,-9.684214,BICD2,-0.4957595,4.277198261132377e-58,-16.181086,PSMC4,-2.0522103,4.5622212518291105e-09,-6.1746593,TIAM2,-4.376227,1.6213410024561042e-35,-12.556496,TSPYL2,-0.61534786,3.683244614022041e-09,-6.153108,INTS3,-1.174355,0.04210125255498757,-2.7411962,USO1,-0.63586897,1.3711832047158776e-14,-7.9429274,HECTD3,-1.8256431,3.3045025666662406e-06,-5.036379,PIPOX,-3.1376958,0.7281392348453737,-0.6670686,QRICH1,-2.971167,3.836955726975844e-24,-10.325369,STK3,-3.4572768,3.245611031248707e-27,-10.982553,HNRNPA3,-1.5470333,9.835514863333259e-08,-5.6766667,TESK1,-1.0824057,1.5245734243119655e-06,-5.1823997,TUBA1A,-0.7298348,0.11060338249760968,-2.408337
ASL,-0.99854356,1.739466576402569e-21,-9.686106,PITPNB,-0.4564106,4.273877309769983e-58,-16.181154,CHST14,-1.8183796,4.531358729611191e-09,-6.1757917,CENPH,-1.6945755,1.6213410024561042e-35,-12.556497,TM9SF1,-0.19889486,3.665778106623024e-09,-6.153947,CCNC,-0.3939994,0.042076451495711514,-2.741659,AFG3L2,-0.63844967,1.3694746802484776e-14,-7.9431295,ATG13,-0.85517824,3.3045025666662406e-06,-5.0364237,OPLAH,-1.2252058,0.7280495536030465,-0.667229,ADAM19,-5.8619633,3.823636677422558e-24,-10.32574,MICAL1,-0.7061898,3.2279573713966487e-27,-10.983081,DUS1L,-1.3483629,9.809076571142655e-08,-5.677195,GLS,-0.995995,1.519508939571553e-06,-5.183092,LTBR,-0.453142,0.11003999425495907,-2.4104667
MYCBP2,-0.82887375,1.7353372975539044e-21,-9.686377,TCF3,-1.651673,3.767330067324202e-58,-16.188942,KEAP1,-1.2719512,4.528394491822136e-09,-6.1759553,ATP13A1,-0.6997361,1.390313318998609e-35,-12.568753,ZNF160,-0.3115043,3.583924416232178e-09,-6.157568,HCFC1,-1.3070564,0.04199938572497508,-2.7423863,SLC39A10,-2.4774733,1.346357550329301e-14,-7.9452877,PTPRJ,-1.9848902,3.2803762834377776e-06,-5.0379295,CDSN,-6.1473794,0.7277992351625959,-0.6676898,TESK1,-5.6918783,3.6989638580238556e-24,-10.3289585,MAP1A,-3.8948305,3.0982587440073957e-27,-10.986818,SFT2D2,-1.8847277,9.800706936331845e-08,-5.677409,PPP1R14B,-3.145469,1.5155379847656785e-06,-5.183652,GLB1,-0.563744,0.10966957682340528,-2.4119751
RMI1,-1.629484,1.713698484253667e-21,-9.687688,FHOD3,-26.412348,3.7229749155489334e-58,-16.189692,NUP188,-1.0286686,4.5141689364999045e-09,-6.1765122,WBP1L,-0.74488336,1.3128452452581048e-35,-12.573324,ATP6V0A2,-0.27396864,3.4643817448079475e-09,-6.163025,CANT1,-1.4037688,0.041983258428332504,-2.7426374,CCND3,-0.5872437,1.3383526591561148e-14,-7.9460745,PIK3R5,-4.6399937,3.2752182765149162e-06,-5.0383043,CTC1,-1.8520885,0.7271608896718424,-0.6685718,CHTOP,-2.9140306,3.645549200881376e-24,-10.330392,PPID,-0.6912933,2.9577630566463186e-27,-10.991042,SPATA20,-1.0337247,9.791265599333488e-08,-5.677642,CLTA,-3.900699,1.513429394742413e-06,-5.1839833,IFRD1,-0.5025106,0.10928505261743097,-2.4133947
KIF11,-3.641645,1.7115020483866922e-21,-9.687847,GPT2,-4.215471,3.585936787248756e-58,-16.19202,DHX30,-1.7001317,4.5141689364999045e-09,-6.1765246,C12orf65,-2.0296202,1.2878117087993502e-35,-12.574865,ADORA2B,-1.7993838,3.3216300145176875e-09,-6.1697245,AGO2,-0.46621624,0.041968830801971155,-2.7428756,YWHAB,-1.621684,1.2900020291379776e-14,-7.950729,NEDD4,-0.7620184,3.2665318607157415e-06,-5.0388865,HECA,-1.1568781,0.7262384227714875,-0.6696367,EIF2D,-5.5491996,3.639567244304719e-24,-10.330586,YWHAZ,-1.1677604,2.9438136846972025e-27,-10.991504,CD2AP,-1.8130022,9.790469196835017e-08,-5.6777234,MUS81,-0.80964494,1.5023936683386356e-06,-5.185419,HSPB6,-3.7635076,0.10928505261743097,-2.4133947
ARMH4,-5.777188,1.6468061939808081e-21,-9.691811,EIF4A2,-0.5291463,3.5093005378535725e-58,-16.193392,GDI1,-0.77512723,4.440148314368487e-09,-6.1792436,DDHD2,-0.8471962,1.1199185849432333e-35,-12.585919,TAF7,-0.1482488,3.3019925425518326e-09,-6.1707044,ATXN3,-2.2663724,0.04192738952404481,-2.743325,BTBD7,-0.45624995,1.281756530563804e-14,-7.951571,PSMC6,-0.8947019,3.2586303028155166e-06,-5.039424,ANO9,-22.809467,0.7260581669374144,-0.66995853,TAPBP,-5.663242,3.597880973453381e-24,-10.331729,ENTPD7,-3.3181245,2.9403154810224594e-27,-10.991647,FDFT1,-2.4176903,9.739770281133296e-08,-5.6786795,CLIP3,-27.570253,1.4955674096526687e-06,-5.1863394,CHCHD7,-1.7548132,0.10898887163436939,-2.4146624
CDC37L1,-0.399117,1.6043569830236488e-21,-9.694506,LMBR1,-0.5383186,3.325385984731639e-58,-16.196724,TMEM47,-27.547316,4.430270810294076e-09,-6.1796556,DHX33,-0.945586,1.0637948770589848e-35,-12.590017,ARRDC1,-0.4486416,3.23149956564928e-09,-6.1741576,MTMR6,-1.606626,0.04180508293151212,-2.7444093,SND1,-0.42291394,1.2764396270690187e-14,-7.952133,BMP2K,-2.9750414,3.2532206846483767e-06,-5.039816,SPINK2,-23.09261,0.7260581669374144,-0.66995853,PYGL,-28.344837,3.530631136248323e-24,-10.333576,NDUFA6,-1.9537737,2.9077113578270507e-27,-10.992687,HIGD1A,-2.1853888,9.71037264686923e-08,-5.6792645,CDC16,-0.6255943,1.4930138515522533e-06,-5.18673,ZDHHC2,-0.6360384,0.10898887163436939,-2.4147258
SNF8,-0.46410295,1.5723176561185716e-21,-9.696622,LCLAT1,-0.8274359,3.074734582768303e-58,-16.201565,APLP2,-1.1017393,4.4190587775157175e-09,-6.1801157,C12orf29,-1.642322,1.0381637234485125e-35,-12.591981,PELO,-0.28014925,3.1838694689711995e-09,-6.176631,CMTM6,-0.38486117,0.04179240214928295,-2.744634,SEMA3C,-1.0592452,1.2760597640330986e-14,-7.952218,AP3D1,-0.5882789,3.2511470004495923e-06,-5.040012,GNGT2,-3.828561,0.7248291294238541,-0.6715462,TMX2,-5.31114,3.530631136248323e-24,-10.333586,HSPA13,-1.4382919,2.9023579946912526e-27,-10.992888,UBA6,-1.1519957,9.583982533496155e-08,-5.6815734,SNAPC1,-1.0965186,1.4706227004651237e-06,-5.189616,MAT2A,-0.5085859,0.1089509633940064,-2.415068
HLTF,-0.7572609,1.5412265581306872e-21,-9.6986885,GOLGB1,-0.8526832,2.856386049957764e-58,-16.206116,ELOVL5,-0.67991465,4.371326808808262e-09,-6.1818905,NUP43,-0.6534359,1.0082320972838055e-35,-12.594309,CPA4,-1.9096929,3.133098748454443e-09,-6.179254,GSKIP,-27.139153,0.04170572541615017,-2.7454405,HP1BP3,-0.77168995,1.2439242100493304e-14,-7.955424,TMX3,-1.3913777,3.2467946809758236e-06,-5.0403423,LYSMD2,-1.4503609,0.7248044249506685,-0.67163604,MAP2K4,-5.4569764,3.272262856854258e-24,-10.340937,LSM7,-0.8444849,2.8991328172931925e-27,-10.993024,AAMDC,-4.038185,9.583206029770193e-08,-5.681655,PIAS3,-2.492641,1.4657898312308896e-06,-5.190301,XPO5,-0.94329304,0.10886759747876476,-2.4154863
PHC2,-0.52584803,1.4687735065737147e-21,-9.7036295,TCOF1,-0.985924,2.8490256339224725e-58,-16.206295,RAB35,-0.7249748,4.371326808808262e-09,-6.1819386,AGPAT5,-1.4385425,9.587944585438588e-36,-12.598295,PGK1,-0.8072614,3.1225285827018468e-09,-6.1798306,TFAP2A,-27.809967,0.04166452394938041,-2.7458901,RB1CC1,-0.34626985,1.2352351854391767e-14,-7.9563394,VTI1A,-0.88135475,3.2467946809758236e-06,-5.040393,TNFRSF4,-8.54073,0.724427725247063,-0.6721086,NIPA2,-5.263341,3.2225553055712337e-24,-10.342441,ITGB3,-27.824974,2.810630464980527e-27,-10.995856,KMT2D,-1.6142155,9.448333831036304e-08,-5.6841464,MPG,-1.3141086,1.4552624658701552e-06,-5.191715,TIMM9,-0.83921075,0.1083495656827563,-2.4173622
EDRF1,-0.99699,1.4116627221292323e-21,-9.707702,RNF4,-0.48266813,2.7644204660070254e-58,-16.20817,WRNIP1,-1.156728,4.362093725653239e-09,-6.1823444,BIRC2,-0.62992734,9.222018789905521e-36,-12.601384,VLDLR,-0.54119474,3.112223288453411e-09,-6.1803946,NDUFAF2,-2.2892244,0.04166452394938041,-2.7459562,PRKAG2,-1.6037697,1.2295242685442093e-14,-7.9569607,PKD2,-0.58884907,3.2245876085355547e-06,-5.0418034,MOB3C,-1.7457038,0.7191260241828464,-0.67813647,TFRC,-1.8021246,3.2161440553042965e-24,-10.3426695,NR3C1,-0.5079272,2.7974789935977773e-27,-10.996314,SSBP3,-2.5101056,9.4291582810413e-08,-5.6845613,PIAS2,-0.87359095,1.4497900263646666e-06,-5.1924877,CCNDBP1,-0.30185014,0.10804806084391118,-2.4185157
CANT1,-0.44278923,1.3376439810062671e-21,-9.71322,ORMDL3,-0.64685875,2.5742824626221275e-58,-16.21257,ARHGAP18,-0.74324083,4.355395270644026e-09,-6.182647,HSPB2,-25.468653,8.68474486334106e-36,-12.606155,RNF10,-0.18408693,3.107860287465364e-09,-6.180659,TNFRSF11B,-2.4471092,0.041630875547824686,-2.7464058,FOXM1,-3.4149003,1.190061059628346e-14,-7.9610453,TIMM9,-0.77235395,3.1917451160410697e-06,-5.0438356,PDE2A,-3.3004246,0.7189631245399213,-0.67837703,PIP5K1A,-27.957188,3.1012340616221423e-24,-10.346192,MAN2B2,-0.57625365,2.770495595964648e-27,-10.997224,TRAPPC12,-2.4149992,9.3719957596965e-08,-5.6856685,CFAP36,-1.6090826,1.4345966458712547e-06,-5.1945205,KDM4C,-1.4157463,0.10797281665048253,-2.4189088
GTF3C1,-0.50708777,1.301310255990647e-21,-9.716083,PIGK,-0.4907915,2.5012703855587425e-58,-16.21436,MPHOSPH10,-1.5543752,4.349374998165831e-09,-6.1829257,HIST1H1B,-2.18202,8.610303333405702e-36,-12.6068535,NEMF,-0.1277583,3.057024770114763e-09,-6.183304,EVI5,-0.85332245,0.041626649726529054,-2.7465644,FAM8A1,-1.4310905,1.1208920236645043e-14,-7.9684978,TRUB1,-1.1383914,3.1646878506257525e-06,-5.0455375,ALKAL2,-6.6325407,0.7188462608505621,-0.67856735,KIDINS220,-1.5589765,3.020429009589193e-24,-10.348758,HBEGF,-28.572985,2.6038366591474764e-27,-11.002853,KLF12,-2.512646,9.35676075003915e-08,-5.6860147,SNX13,-0.46618164,1.4320873557605682e-06,-5.1949177,SLC39A7,-0.64347655,0.10796909133889508,-2.419061
SIGLEC6,-4.292302,1.2647621509502073e-21,-9.719012,ARHGEF17,-6.565859,2.3280124665780384e-58,-16.21879,SMC4,-1.6771277,4.342196593506888e-09,-6.183247,ABCF2,-0.97563535,8.289663100423843e-36,-12.609883,TANC1,-1.0989867,3.056633346541173e-09,-6.183367,IKBIP,-0.92402524,0.04160062244135646,-2.746895,NXPE3,-2.2535539,1.0812232368319285e-14,-7.972998,MTMR12,-2.6631875,3.142910691422755e-06,-5.0469313,DNASE1L3,-3.9466765,0.717056519838427,-0.6806479,TEX2,-2.8477006,2.925225380535832e-24,-10.351862,MCU,-2.668185,2.6012421096170295e-27,-11.002978,BRMS1,-1.4494964,9.334674789652605e-08,-5.6864862,SUGT1,-1.3822925,1.4298654159859668e-06,-5.1952786,POGLUT3,-26.841286,0.10796909133889508,-2.4191115
AIMP2,-0.6687727,1.1657355164602401e-21,-9.72734,AAGAB,-0.4690217,2.12725244924408e-58,-16.224371,NELFB,-2.4866388,4.332535066848895e-09,-6.1836586,TMEM98,-7.1498647,7.993211785410981e-36,-12.612773,COX7A2L,-0.15276591,3.0322447492180084e-09,-6.1847157,ANAPC11,-1.7037944,0.04156623316186648,-2.7472918,PEX11B,-1.2356695,1.0812232368319285e-14,-7.9730425,ST3GAL4,-1.5780466,3.136217799818017e-06,-5.047413,NDP,-7.2768197,0.7169847341812852,-0.68078905,ETHE1,-4.958198,2.9033286012476467e-24,-10.352619,PLK3,-1.0973208,2.5943520167822765e-27,-11.003253,MOV10,-2.0571759,9.218126774566877e-08,-5.6887007,TANK,-0.5154569,1.4204307734970242e-06,-5.196582,TMEM219,-0.2752269,0.10789773499644244,-2.4195805
BIVM,-1.2497631,1.095706748766363e-21,-9.73367,FCF1,-0.49012607,1.848633945977966e-58,-16.233011,ROR1,-27.587944,4.281768403218236e-09,-6.1855783,CERK,-0.70179236,7.235324141231387e-36,-12.620659,CARS2,-0.1294098,3.0261446700753276e-09,-6.1850758,CHPF,-1.4262722,0.04153019770541822,-2.7477016,RALB,-1.0605243,1.0716742815108433e-14,-7.9741893,SMDT1,-0.4254292,3.1196526825623584e-06,-5.048499,PTPRR,-2.5456939,0.7164230432874462,-0.6814658,COX14,-5.875856,2.8430097878370828e-24,-10.354666,MPDU1,-1.7494069,2.497324865243887e-27,-11.006723,PSMA3,-1.9722145,9.217724390511004e-08,-5.688776,RFK,-2.5582995,1.4186758263070472e-06,-5.196884,EVI2A,-3.8306096,0.10746983014646355,-2.421165
CLNS1A,-0.8899997,1.0899161289950426e-21,-9.734238,GRK3,-1.6196996,1.8376488558099838e-58,-16.233398,SEC16A,-1.1514982,4.273551108416507e-09,-6.1859417,C21orf91,-1.032944,6.698947107537401e-36,-12.626761,ADM2,-1.7570776,3.011079301437999e-09,-6.1859055,SLC7A11,-0.97916615,0.04153019770541822,-2.747728,FAM104B,-3.5036461,1.0309852995085881e-14,-7.979017,FBXO25,-0.7724765,3.118485410706317e-06,-5.0486445,CTSV,-2.3815444,0.7160595400740722,-0.68198866,PRR14L,-5.814774,2.8168142608011607e-24,-10.35559,TNFAIP2,-28.251438,2.4130836212395407e-27,-11.0098505,MICU2,-2.3401136,9.209857478750157e-08,-5.68899,PDIA5,-27.437246,1.4131688664570196e-06,-5.197679,SOS2,-0.8452105,0.10746983014646355,-2.4211903
PSMA2,-0.476246,1.006520097416836e-21,-9.742356,MCEMP1,-2.9715633,1.807468726718748e-58,-16.234436,UBXN2A,-2.1095078,4.249980877085426e-09,-6.1868744,TARBP2,-0.93738645,6.244956072431534e-36,-12.632303,TNIP3,-1.7656301,3.004131982591879e-09,-6.1863127,RPRD2,-27.262625,0.04150673727562803,-2.748138,UBE2D1,-1.4457673,1.02550274179457e-14,-7.9797225,TMX2,-0.8940632,3.092027015250894e-06,-5.0503464,CYP7A1,-6.0358467,0.7152724525182952,-0.6829124,HDAC7,-5.778589,2.79989856982921e-24,-10.356204,CDC123,-0.9533964,2.384630621799277e-27,-11.010954,IFI16,-0.93044734,9.206744831643487e-08,-5.6891155,AIDA,-0.63614476,1.4110875243193833e-06,-5.198025,HCK,-3.2107563,0.10746248777090135,-2.4214692
THYN1,-0.55058,9.935767282961335e-22,-9.7437,STAU1,-0.5659738,1.763831386045427e-58,-16.235956,NRDC,-0.78358227,4.233523616562325e-09,-6.1875467,UHRF1,-3.3603501,5.5715362178702054e-36,-12.641296,MED8,-0.16445272,2.9612447169842008e-09,-6.1886225,LMOD1,-27.628298,0.041465740664536066,-2.7485874,TTC9C,-1.4695286,1.0246168480581549e-14,-7.979877,LIMK2,-1.2779083,3.0902361388953728e-06,-5.050531,LRRC36,-6.179559,0.7152724525182952,-0.6829487,CBX4,-28.240124,2.7986362305708882e-24,-10.356285,RALB,-2.5212617,2.3020311692953116e-27,-11.014165,PAPOLA,-0.869678,9.130353662966813e-08,-5.6906066,PDGFRA,-27.6854,1.3898283341569276e-06,-5.200919,HMGCL,-1.3133689,0.10738764912468583,-2.4218621
NDUFAF2,-0.58271253,9.71742205431275e-22,-9.745985,TIMM50,-0.91447043,1.752339469780435e-58,-16.23638,NDUFA6,-2.3646846,4.2328696759520435e-09,-6.1876316,CENPE,-1.9577674,5.4764862420746026e-36,-12.642669,CDK5,-0.2962678,2.9549835777957166e-09,-6.1889987,TSC22D4,-0.90303147,0.04142645400595405,-2.749024,ZNF410,-0.44688055,1.0156823646990714e-14,-7.9810057,ZBTB33,-3.5244372,3.073725446314542e-06,-5.051628,FGFBP2,-7.855088,0.7152724525182952,-0.6829658,TNPO2,-4.3495517,2.709014671783984e-24,-10.359436,FIG4,-2.0863698,2.2930103161823737e-27,-11.014553,RELB,-3.3561099,9.112148404575722e-08,-5.6910157,RMDN1,-3.0528023,1.3889355767897873e-06,-5.201111,ACAP2,-0.28389513,0.10738764912468583,-2.4218621
DNASE1L1,-0.5349693,9.685428154560534e-22,-9.746348,MLF2,-0.5833159,1.7244131557199923e-58,-16.237387,TM9SF1,-1.2617049,4.212430738236717e-09,-6.188455,PIGF,-0.7364945,4.739160402377902e-36,-12.65407,TEX264,-0.18327512,2.9372240178913314e-09,-6.190034,ISG15,-27.668097,0.04142645400595405,-2.749037,FAM241A,-1.3104808,9.984597313826047e-15,-7.983164,EEF1AKMT2,-1.4111919,3.0723056395417818e-06,-5.0517907,SLC15A2,-3.323496,0.7137790349422791,-0.6848604,AC118549.1,-27.976599,2.622107142697726e-24,-10.362593,VDR,-27.830212,2.280067009549361e-27,-11.015099,NT5C3B,-1.3101522,9.016559246853072e-08,-5.692884,GOT2,-1.7440639,1.3855156434761077e-06,-5.2016406,KRT10,-26.882902,0.10735430361656939,-2.4223945
PMS1,-1.4011636,9.506489590643466e-22,-9.74827,PAICS,-1.2050543,1.6430278599738587e-58,-16.240374,PAFAH1B1,-0.92726254,4.2088698383665655e-09,-6.188649,KPNA3,-0.51459163,4.601478405316919e-36,-12.6564045,THAP6,-0.4610254,2.871436342037849e-09,-6.1936464,MCUR1,-1.2054274,0.04142645400595405,-2.749143,FKBP14,-1.3276064,9.925561110184886e-15,-7.9839435,FAM210B,-0.63993406,3.068546994737234e-06,-5.0520988,NR0B1,-5.2807155,0.7136682604699871,-0.6850443,NBR1,-1.3214914,2.5368257785389633e-24,-10.365791,HGSNAT,-1.4687624,2.268944786712728e-27,-11.0155735,TSN,-1.3154669,8.958198534884194e-08,-5.6940603,FOXO3,-1.9737339,1.3822683002810225e-06,-5.202149,JMJD8,-1.117675,0.10703277930789232,-2.423624
CDKN3,-3.4302578,9.388882341002634e-22,-9.749562,TRIM26,-0.76725906,1.6353577938313543e-58,-16.240683,TMX2,-0.9436874,4.177616301073383e-09,-6.1898847,CCDC14,-1.5270184,4.501796257855876e-36,-12.658144,IFIT5,-0.30662492,2.8477740396535612e-09,-6.1949925,TOM1,-2.3850164,0.041382218292935806,-2.749751,SUCO,-0.64818954,9.576218282883756e-15,-7.9884105,NCKAP1L,-6.0541205,3.068546994737234e-06,-5.0521545,IQCN,-2.9498298,0.7129461775785271,-0.68596053,ATG12,-3.872359,2.4750417592466358e-24,-10.368186,UHRF1BP1L,-1.2500194,2.267207705944128e-27,-11.015677,PTPRA,-2.3063545,8.912355084922916e-08,-5.6950035,APOE,-29.836565,1.3799032438202141e-06,-5.202539,TRRAP,-0.4967213,0.10691344533744368,-2.424169
PRKAB2,-1.1703504,9.360991982607221e-22,-9.749893,TP53,-0.82318336,1.483728210830499e-58,-16.246672,SUPT4H1,-0.75362086,4.173603833428237e-09,-6.1900964,IFT20,-0.51711303,4.30185518277265e-36,-12.66173,PJA1,-0.20544478,2.8052977904936644e-09,-6.1974015,BCAR1,-27.229351,0.04137472514779424,-2.749936,BICC1,-1.8816711,9.563091478603305e-15,-7.9886274,GNA15,-4.807674,3.0591597947362266e-06,-5.052832,NPIPB15,-2.4136,0.7120669715932619,-0.6869869,CERCAM,-28.464283,2.4253591898937596e-24,-10.370162,HRAS,-1.9900944,2.252846125065777e-27,-11.016285,OSMR,-2.0208712,8.834753307860436e-08,-5.6965637,TOM1,-2.3812463,1.3744332724128133e-06,-5.203349,RAB4A,-0.2628329,0.10683152175280243,-2.4245875
BTBD10,-0.7961902,8.92015410690797e-22,-9.754818,HEXA,-0.6045213,1.2919229076820068e-58,-16.255178,ARMC6,-27.31758,4.164152060243837e-09,-6.1905146,ULK2,-1.181901,4.0453068369766303e-36,-12.6665745,CCNG1,-0.18662249,2.7810123531614694e-09,-6.1988554,EPS15L1,-0.75621,0.04135555465712875,-2.7502139,NID1,-2.0282352,9.28762595732111e-15,-7.992278,FHL3,-1.2545543,3.0448631369814418e-06,-5.0538006,GZMH,-23.57273,0.7117837265604702,-0.68736005,PRKAA1,-5.921049,2.4111358996616242e-24,-10.370762,NOP14,-0.57904685,2.1524193317506403e-27,-11.020426,TTC37,-0.9273273,8.777212789816381e-08,-5.6977463,NDUFAF2,-2.260129,1.3719726278587367e-06,-5.203754,EIF4G2,-1.3443546,0.10664534156875644,-2.4253607
