C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score
LIPA,3.2984226,0.0,45.66532,PLPP3,1.9114349,5.409185078470024e-206,30.830679,CTSC,3.5390363,0.0,67.676025,KIF11,4.0912404,0.0,38.257,PACSIN1,11.5084715,2.222224712182277e-07,6.0525613,IL1RL1,6.9180865,0.0,61.340145,IL1B,3.541684,1.0385403132856522e-266,35.070557,MS4A3,6.038923,2.2436346424213688e-78,19.01265,KYNU,3.9177167,4.3644829985007296e-38,13.164104,GNG12,1.6718153,6.6019233031304224e-21,9.827835,TCF19,3.195099,1.6407713145890804e-167,27.809202,MT-ND5,2.5314054,0.0,50.949425,MAGED1,2.3163173,0.0,51.052658,LUM,2.958295,0.0,54.373413,THBS1,3.1423802,0.0,47.41124,PRSS57,6.757554,2.1587806017426867e-36,12.809314,TMCC2,9.168567,9.88218261189002e-58,16.238375,MLLT6,2.8757946,1.7912768033849285e-66,17.423336,HSH2D,3.7744927,3.6153116874050086e-07,5.4344573,SPN,2.4740417,0.0001299191844324066,4.758835
EPHX1,2.9706395,0.0,45.647713,TDRD3,2.5165272,3.900243687813689e-202,30.538212,PPARG,3.6123157,0.0,67.55838,LMNB2,2.7992306,0.0,38.20913,SAMHD1,2.8664348,2.4289925320199764e-07,6.036833,NR4A1,4.836854,0.0,61.139477,CHI3L1,3.7895756,2.528461959939809e-266,35.044346,FTL,1.3682013,7.568039795043195e-78,18.948286,MCL1,1.5415032,1.3416662081070358e-37,13.077593,DRAP1,1.2067592,7.800032014483689e-21,9.8101635,HMGB2,2.9154198,9.343363891294696e-166,27.661758,STC2,2.902697,0.0,50.897247,ITGA5,1.9546337,0.0,50.840214,FKBP10,2.649899,0.0,54.22333,FHL2,2.3827121,0.0,47.25976,ARHGAP4,2.7594805,1.1858755968206939e-35,12.674467,OSBP2,7.2045493,5.5717962975180904e-55,15.8365555,AKNA,4.1692867,2.2766324528662952e-66,17.409409,IGLC1,8.36173,3.711131031650001e-07,5.429272,FLI1,2.9322872,0.0001834385617063461,4.6658206
GRN,2.964701,0.0,45.39117,NCF2,2.3877714,3.900243687813689e-202,30.537859,S100A9,4.0340776,0.0,67.54139,ACTB,1.1740038,0.0,38.205368,CXCR4,3.406798,4.145044183138672e-07,5.9314346,SEMA7A,3.6289299,0.0,60.54072,LCP2,2.6798253,3.847033688584298e-266,35.03155,CELF2,2.4404666,9.090732315935241e-75,18.565308,PLK3,2.2715337,2.72059351108912e-37,13.021714,MYL6,1.6382626,9.784677029001782e-21,9.784723,CKAP2L,3.1271796,1.3686816017342043e-164,27.56286,NNMT,2.4654958,0.0,50.835503,MICAL2,2.3373034,0.0,50.502007,FBN1,2.6730447,0.0,54.055412,BDNF,2.6563938,0.0,47.13676,RACK1,1.1400259,3.783455491922622e-35,12.581477,CA1,6.124668,5.991134742356507e-54,15.6828575,LTB,6.3089776,1.8638427588662225e-63,17.013384,PDK1,2.9759998,7.69576064085284e-07,5.288918,GATA2,2.8123236,0.00020866536802134793,4.624751
CXCL16,3.4107068,0.0,45.04196,PLA2G7,2.644875,1.2678749089447503e-196,30.118137,CXCL8,4.930302,0.0,67.01116,H2AFZ,2.4551697,0.0,37.724792,UCP2,3.3047101,6.167053431050155e-07,5.8487687,CREM,4.006491,0.0,59.632008,FCER1G,2.626787,2.5207136870137486e-263,34.845287,B2M,1.6685194,5.06103716972604e-72,18.217476,MAP7D1,1.1903813,6.510431304285503e-36,12.769627,TPM4,1.3414695,4.845956415376834e-20,9.610184,CDK4,1.6607878,1.6510275003722488e-160,27.218473,DSTN,2.7965271,0.0,50.783573,NEK7,2.5415483,0.0,50.43741,COL6A1,2.902212,0.0,53.66,CALD1,3.018634,0.0,46.85845,HSH2D,4.3161483,5.475872608874707e-35,12.551499,ANK1,5.4511905,5.986996694319908e-53,15.533053,JUND,1.9851098,1.90012609013482e-63,17.012163,GLCCI1,3.7766912,6.4336458243379745e-06,4.855793,RAB8A,2.2225273,0.00021243128258632396,4.619136
SAMHD1,3.1660933,0.0,44.737297,PSAP,2.107429,6.43870883402397e-188,29.44336,IL1A,4.153177,0.0,67.00358,PRC1,4.079672,1.6977820005804111e-307,37.65226,C12orf75,2.3470273,7.284625338759962e-07,5.8155637,ARHGEF6,4.9644704,0.0,59.266376,SERPINA1,2.8641715,5.70871886398625e-262,34.754917,ALOX5AP,2.4782178,1.4007947437870643e-71,18.160862,MAP2K3,2.2017312,1.4122741971489372e-34,12.522612,PPDPF,1.7273029,7.2170236172782e-20,9.565412,LMNB2,2.3373413,5.2538889663625066e-160,27.175123,VCAN,2.6037602,0.0,50.710155,SDC2,2.142096,0.0,50.13769,CDH11,2.655314,0.0,53.16768,NT5E,2.2375631,0.0,46.605442,PLAC8,4.5123744,5.673876741341294e-34,12.36159,SELENBP1,6.498711,1.0349633520044153e-51,15.345231,FYB1,3.4030857,2.6439393708200236e-63,16.992432,IGHM,4.7137585,1.8151799045395127e-05,4.629183,KIF2A,3.3946097,0.00022060876769630883,4.608881
NPC2,2.4321098,0.0,44.32953,B2M,1.7527732,1.2809574419293616e-187,29.418472,TCN2,3.6914163,0.0,66.86325,KPNA2,3.0577166,7.065236410963611e-306,37.552357,CELF2,2.6433043,1.0869710305733967e-06,5.735224,CST7,4.833474,0.0,58.96751,CD55,2.3428345,3.028164747016739e-245,33.625137,LCP2,2.2132301,1.1987790871484895e-70,18.040627,EMILIN2,1.9813923,3.80246044255338e-34,12.441686,SPARC,2.2018442,1.549412573052787e-19,9.482402,CDK1,3.2103715,2.6532543351490163e-156,26.857487,CALD1,3.0839574,0.0,50.67952,TGFBI,3.0360403,0.0,50.031776,EDIL3,2.6138358,0.0,52.616394,EDIL3,2.3960955,0.0,46.450874,H3F3A,1.3425286,6.889475198030623e-33,12.154441,HBM,7.5343485,1.5061972189139162e-46,14.537065,IL7R,4.5400453,4.7144699556336775e-55,15.82087,PIM2,3.2239015,2.2912118553976122e-05,4.5776496,PBX1,4.1024923,0.00022060876769630883,4.608146
OLR1,3.421193,0.0,44.23743,ADTRP,2.8450768,2.1758608432742044e-187,29.39973,B2M,2.6222708,0.0,66.79132,NCAPG,4.0341034,9.370987744689167e-299,37.112564,NIBAN3,8.281189,1.1141660653652435e-06,5.728953,DUSP4,7.5060577,0.0,58.840504,MNDA,3.1209195,1.7483964952237632e-243,33.50372,TMEM154,3.8850152,5.6716671001351596e-70,17.951845,SQSTM1,1.5622269,6.563714559779375e-34,12.396079,PTMS,1.590736,3.469470929870361e-19,9.392283,NCAPG,3.3993225,5.274009674389979e-156,26.83038,THY1,3.0423458,0.0,50.555763,EFEMP1,2.4211304,0.0,49.880554,EFEMP1,2.9050353,0.0,52.57819,PEA15,2.1517396,0.0,46.444515,HIST1H1B,2.7378304,1.1117884570177255e-32,12.114807,MBNL3,4.9397016,3.17623435336959e-45,14.322063,EIF1,1.0481511,7.156394801850206e-55,15.793969,HIST1H2BG,4.4315925,2.4893558100734342e-05,4.5593038,ARHGDIB,2.0424876,0.000274326409251408,4.5450587
SLC7A7,3.0944417,0.0,44.217354,SPI1,2.280906,4.372748223706168e-186,29.296879,HCK,3.4887686,0.0,66.73379,CDKN3,3.794449,1.2361379329534827e-295,36.91782,SLC15A4,4.539806,1.5827665338133587e-06,5.658944,ITGA2B,6.487053,0.0,58.475334,TPP1,2.357658,2.8985682555781407e-239,33.212048,SIGLEC6,3.1376753,3.2499823765622564e-69,17.852781,EID3,3.7298715,1.4587818975237521e-32,12.137348,OAZ1,0.684408,1.7625747609355332e-18,9.208587,CENPH,2.8909628,1.1818016111126697e-155,26.79958,TAGLN,3.5785828,0.0,50.480442,KDELR2,2.0948408,0.0,49.849354,PXDN,2.797536,0.0,52.567547,ABI3BP,2.444996,0.0,46.439487,UBA52,0.7211441,5.407691675137627e-31,11.785574,ADIPOR1,2.2812874,1.7354268242328964e-42,13.867896,CYTIP,2.5055113,7.266027433039557e-51,15.191102,SSR4,2.3379524,2.5337260333789924e-05,4.5555353,NFE2,4.350016,0.0004109192617997969,4.429824
CD52,3.2635067,0.0,43.86105,CD74,2.7485433,3.930743306983087e-185,29.221191,PPT1,3.1189995,0.0,66.65884,CCNB1,4.685281,3.0086639153074986e-295,36.89297,IRF4,6.257222,1.962213956189407e-06,5.612542,JUNB,2.6822746,0.0,57.26877,PLEK,2.645376,2.665257099988316e-238,33.144573,FAM107B,2.1329796,8.497137151969512e-69,17.798307,RUNX1,2.056809,5.983291694780226e-32,12.018069,EPAS1,0.9772652,2.93054059025345e-18,9.150397,MBOAT2,1.6995459,1.221006990111561e-155,26.797626,NDST1,2.0125875,0.0,50.327267,COL6A1,2.5958998,0.0,49.75195,TIMP3,2.9576478,0.0,52.440556,ARSJ,2.3831196,0.0,45.76945,LMNB1,2.6632013,2.1772617967821338e-30,11.6654215,PITHD1,3.2937815,6.91958511603936e-42,13.765708,RIPOR2,5.710066,1.4644530723954137e-50,15.144317,EAF2,3.693022,3.667752894220068e-05,4.471906,SEPTIN5,4.2087355,0.00048248066663255285,4.3833675
CD4,3.0036318,0.0,43.836338,ZFYVE16,2.2696524,8.02268428768375e-185,29.196089,MAN2B1,3.1015325,0.0,66.42225,NUSAP1,3.4774368,3.547711365128893e-288,36.448524,CBX4,3.7257454,3.127887415346198e-06,5.51506,PTGS2,5.7786403,0.0,57.14091,CCL4,3.4732852,4.2529299314276244e-235,32.920864,STK17B,2.3232472,4.8026507030078965e-65,17.295345,MICAL1,2.0733354,2.412162125650959e-31,11.898986,MIF,1.7953502,1.3220245507822867e-17,8.97459,TACC3,2.6398015,2.3570573913262256e-147,26.072746,COL1A2,3.7245858,0.0,50.19688,IGFBP4,2.3688045,0.0,49.52209,RCN1,2.479879,0.0,52.314995,FSCN1,2.3946178,0.0,45.701572,ITGA4,2.9663594,2.3406658304865092e-29,11.45807,BSG,1.8415837,2.602708611370013e-38,13.14317,ITGAL,3.2619917,3.75927346008928e-50,15.08118,ZBP1,5.104321,5.834569257559056e-05,4.3639307,H3F3A,1.7850573,0.0005630112517863955,4.3378997
PPARG,3.1496012,0.0,43.809555,CTSZ,1.3135515,2.492846161579093e-184,29.156586,COLEC12,3.795012,0.0,66.071655,CDC20,4.9045334,3.123107918733171e-287,36.388115,IRF7,5.4325485,3.1615147396293602e-06,5.5119243,HPGDS,6.9076595,0.0,56.693714,GRN,2.2929056,1.4171147227711879e-229,32.530758,RAB11FIP1,2.8342397,3.3772762555030866e-64,17.177658,EHBP1L1,1.4283198,3.197925129777976e-31,11.87478,NIBAN2,1.901164,7.622619599528101e-17,8.767848,FOXM1,2.399935,3.3044319916373457e-147,26.058483,LTBP2,2.8554747,0.0,50.13314,MCAM,2.2393656,0.0,49.435802,DSTN,2.9268823,0.0,52.247543,ENAH,2.4352946,0.0,45.68621,BCL11A,4.4283223,4.7001240466461006e-29,11.396372,RIOK3,2.6928456,1.1702354904943962e-37,13.026176,SPOCK2,9.048831,1.7868432930887248e-49,14.975894,FBXW7,2.2686374,5.937377621416194e-05,4.3597236,HIPK2,1.8944647,0.0006362182786851146,4.3029523
CTSD,3.298299,0.0,43.586052,RNF13,2.0531986,4.59314287175389e-177,28.574423,SLC7A7,3.3875415,0.0,65.82612,DEK,1.9179761,1.0226643542649577e-277,35.780685,SERPINF1,4.8148136,3.807985498767544e-06,5.4747868,CD9,3.1494753,0.0,56.613304,CCL4L2,3.8915806,3.842771581316634e-229,32.499496,CCL4,2.9540346,1.639717115587786e-63,17.082483,LUC7L2,2.0049438,6.6575472718879995e-31,11.811284,UBA52,0.9802626,2.6489332487970314e-16,8.615104,E2F1,3.7066414,6.512528806341989e-147,26.031828,DKK3,2.5907447,0.0,50.109135,ADAM12,2.5525992,0.0,49.363243,CALD1,3.169927,0.0,52.026173,DKK1,2.5750856,0.0,45.518974,ARHGAP15,2.28094,2.7576660258497766e-28,11.237783,MXI1,3.9221973,1.2279656102902666e-37,13.0223875,CD3D,9.334951,1.4709326182130886e-48,14.832628,TNFRSF13B,9.031078,6.763660987519506e-05,4.328969,MAX,2.3234353,0.0009499605957117422,4.1853347
LYZ,4.5222926,0.0,43.229397,SQSTM1,1.852302,2.5609604681067238e-176,28.513044,NPC2,2.5569263,0.0,65.6189,ZWINT,3.1288018,1.3415071502112122e-269,35.254112,ZFP36L2,2.3668272,3.948593535109511e-06,5.4666657,GCSAML,6.5923796,0.0,55.005806,CCL3,3.6264963,1.0723656511479931e-228,32.46734,BIRC3,4.0761375,3.812421305074527e-63,17.030344,ANKRD10,2.4598691,9.036143178056725e-31,11.78458,CAPNS1,1.0308968,7.170741295565311e-16,8.490461,FEN1,3.2022579,3.674496716794725e-144,25.786402,PEA15,2.1924255,0.0,49.95173,THY1,2.8339946,0.0,49.308308,ITGB5,2.3809571,0.0,51.91498,MAGED1,2.3195317,0.0,45.381577,LIMD2,3.1117222,3.1767775479884445e-28,11.224981,FOXO3,3.6042075,1.6525640115091956e-35,12.634022,ARL4C,3.786691,4.983233724298967e-47,14.590873,FCRL5,7.063764,0.00013308457261547427,4.1660433,DNM3,7.4715834,0.0009603491932096902,4.1824446
PLD3,2.386438,0.0,43.125443,CD37,2.0269907,2.4619400768715116e-174,28.350273,MCOLN1,2.8905003,0.0,65.60574,MZT1,2.1605706,5.332915179436622e-269,35.214275,JUN,2.4586327,4.269371635503522e-06,5.446966,STK17B,3.1212301,0.0,54.85589,PHACTR1,2.4253795,4.397752218539426e-226,32.279385,IL1RL1,3.4908671,7.300906902341855e-62,16.851112,PILRB,2.5825424,7.428684689989921e-30,11.600345,CDK2AP1,1.4161325,7.470375800369734e-16,8.485478,RRM1,2.4833012,7.737003711144492e-144,25.756931,COL12A1,2.5988712,0.0,49.904778,BAG2,2.1643376,0.0,49.059017,ITGAV,2.1872497,0.0,51.777824,MYL9,3.0750802,0.0,45.351944,EEF1G,1.047761,8.642456509857207e-28,11.134152,RNF10,3.216155,2.5722700517709933e-35,12.598383,CLK1,2.9663813,3.009662133453043e-44,14.140296,CD38,3.5623288,0.00018100142719406186,4.0908847,MAST4,3.7773895,0.0013291638575945554,4.084854
CTSH,3.3643517,0.0,42.867085,CCL18,2.6528907,9.724174711050322e-173,28.217144,LRPAP1,2.558419,0.0,65.52083,KNSTRN,3.3098967,1.7473209285087972e-267,35.11444,GPR183,5.307651,5.06900273319658e-06,5.4043674,PRG2,5.890053,0.0,54.684185,FPR2,5.9003344,6.106465937908711e-225,32.197308,RAC2,2.1705291,2.578385721253001e-60,16.633831,INHBA,1.5291775,1.4145643038849733e-29,11.543563,CLIC4,1.1990865,9.544316169585469e-16,8.453845,TFDP1,2.163544,1.165666253259347e-142,25.650953,ANXA2,2.1735232,0.0,49.86321,LGALS1,1.7849573,0.0,49.018585,MRC2,2.4109318,0.0,51.531475,CRIM1,2.2774708,0.0,45.098236,ITM2C,2.575786,1.0590410321534905e-27,11.115529,YOD1,5.4494624,8.095394869553378e-35,12.505293,SELL,4.2376165,3.21312031685491e-44,14.135583,H1FX,1.4235268,0.0001862011669894821,4.0839877,ACTB,0.72917217,0.0014304062441287113,4.0571322
MRC1,3.2889645,0.0,42.699978,NPC2,1.5998894,3.480619264063225e-172,28.171448,ACE,3.5346582,0.0,65.326294,NDC80,4.284037,7.282607641355463e-264,34.875782,MZB1,6.713485,5.667427972309663e-06,5.3804917,FOSL2,2.6079986,0.0,54.61556,CD44,1.4846356,9.407775895329112e-224,32.111797,CSF1,2.3366303,5.853718214746207e-60,16.582521,AHNAK,1.0287426,8.757883559491457e-29,11.381457,ENAH,1.6148636,1.0098055312179505e-15,8.446173,FANCI,3.2794137,1.4602678664777143e-138,25.279192,LAMC1,2.5129402,0.0,49.82672,CSRP1,1.830164,0.0,48.9338,CCDC80,2.8797455,0.0,51.19332,ALCAM,2.124672,0.0,45.08712,LCP1,1.2218239,1.2601596622236799e-26,10.887703,KAT2B,3.732315,8.608895943840907e-30,11.528495,LSP1,2.4583242,4.442036763761858e-44,14.112384,IKZF3,3.1556785,0.00025693160574622825,4.0020704,SOS1,3.126324,0.0015991717236535316,4.0243526
CD68,3.4974294,0.0,42.639454,IFI30,2.7400522,6.907924513284393e-172,28.146618,PIK3AP1,3.334385,0.0,65.27378,DEPDC1,4.638425,2.063124468742361e-261,34.712975,RUNX2,4.4402,6.6744046242737e-06,5.344228,NSMCE1,3.4252868,0.0,54.497704,JUNB,1.9394705,1.8221957418515278e-223,32.09069,MS4A2,3.6694176,6.672101760924997e-60,16.574034,LMNA,0.8946659,1.1935617398970726e-26,10.932501,CTTN,1.7867812,7.526525341880029e-15,8.190882,UHRF1,3.449396,4.398400094096188e-136,25.049324,CEMIP,3.0006063,0.0,49.7552,FSTL1,3.2151766,0.0,48.88577,DCN,2.7153692,0.0,50.948284,CAV2,2.151806,0.0,44.916393,PILRB,2.5010498,1.571737610715403e-26,10.8671255,BLVRB,3.7920434,8.608895943840907e-30,11.52849,CD5,8.451209,7.148999990112431e-44,14.078249,CD27,5.472256,0.0005047369069420835,3.8264163,MPL,8.34022,0.0019357653004844072,3.9648783
RBM47,3.004772,0.0,42.60863,GM2A,2.2852876,2.1799833946570414e-171,28.104794,ITGB2,3.4724994,0.0,64.993546,PBK,4.5463343,5.4943803577983925e-254,34.21665,OGT,3.8033807,1.0179702827649046e-05,5.2563577,C5orf22,4.243614,0.0,54.266422,NINJ1,2.3615716,7.129168893273509e-219,31.757725,JUND,1.8140395,2.856673914010561e-59,16.48393,MIDN,2.00304,1.741000295141745e-26,10.897604,MAP4K4,1.9858778,8.466496089998216e-15,8.17536,DHFR,2.4905825,3.37535695273727e-134,24.875177,PLOD2,2.3970165,0.0,49.72277,CLMP,2.104327,0.0,48.675762,HSPG2,2.3558927,0.0,50.770283,LOX,2.9322593,0.0,44.767826,SERPINB1,1.641119,4.3821334082073854e-26,10.770952,WNK1,3.0278816,1.505001190227278e-29,11.47956,CCDC88C,5.0030823,1.5397598022601653e-43,14.022894,TMEM156,5.6136527,0.0009657547197216412,3.6504173,MTSS1,4.9534655,0.0020635514571317264,3.943038
SPI1,3.0114472,0.0,42.468906,FDX1,2.5813923,1.0457098900613993e-169,27.964014,SLC15A3,3.2467642,0.0,64.99258,ARL6IP1,2.122201,1.0873682731422213e-247,33.789997,CLK1,3.2627745,5.5057838955960406e-05,4.847796,ARHGDIB,3.0449848,0.0,53.63348,LAPTM5,2.3785777,5.413391782703914e-218,31.693392,FCER1A,3.772099,5.602047466611332e-59,16.441399,TTLL3,3.5671973,2.636849079925666e-26,10.859166,MT2A,2.0759869,8.580423220025349e-15,8.173557,CKAP2,2.2657142,3.7453229718919815e-133,24.777859,MT-CO2,2.5077617,0.0,49.535416,CCN2,2.9605882,0.0,48.666386,FSTL1,3.3187468,0.0,50.49282,MFAP5,2.3716094,0.0,44.672535,NOP53,1.8331935,6.793433436915165e-26,10.729243,HMBS,3.6677423,4.040970943222929e-29,11.392168,LCK,10.034456,1.472603870471264e-42,13.859054,TNFRSF17,9.462285,0.0016922358724790277,3.4913602,MEF2C,5.4366803,0.0020935656366631527,3.9379044
THBD,3.480876,0.0,42.20031,FGR,2.1037097,8.60291167013555e-161,27.208942,LITAF,2.9328165,0.0,64.92282,NEK2,5.267175,1.2305432220219609e-247,33.7857,ARHGAP4,3.6701646,7.180150281339636e-05,4.772596,BACE2,4.0502253,0.0,53.124428,PTPRE,2.6354866,4.890550019906685e-216,31.550142,RASSF2,3.0895193,8.70437891045654e-59,16.414091,MYO9B,1.9257252,9.319867202303894e-25,10.519977,NME2,1.130504,1.0852449757892519e-14,8.142714,TK1,2.6658351,2.4874016980565714e-131,24.607676,ITGB5,2.2539527,0.0,49.5137,TGFB1I1,2.061705,0.0,48.352715,IGFBP6,2.4974794,0.0,50.4142,MOK,2.2173357,0.0,44.6682,HMGB2,2.512163,1.3939465645091232e-25,10.661586,PIM1,2.2611096,5.632887514961125e-28,11.156986,SUN2,2.1436486,4.464116337101787e-42,13.7776575,SERP1,1.155724,0.0029446997990018363,3.3274937,LMNB1,2.9491093,0.002198391852911235,3.9227695
B2M,2.3023987,0.0,41.63659,PNRC1,1.4864396,4.0442314781699764e-159,27.065899,CD14,3.5305858,0.0,64.67896,MELK,3.258681,1.7046507091900766e-246,33.70726,UGCG,2.106566,8.893173102422267e-05,4.722968,CTTNBP2,8.974108,0.0,53.03046,MCEMP1,2.944089,1.4947084893558873e-213,31.367949,ATP2A3,3.199765,2.782234554164346e-57,16.195782,HK3,2.6137643,1.7420131960569584e-24,10.459287,S100A11,0.89935946,2.125812097309625e-14,8.054465,HJURP,3.264146,3.623990490610768e-131,24.591871,MYL9,3.103391,0.0,49.447277,LRRC15,2.603978,0.0,48.314877,PODNL1,2.874966,0.0,50.300518,CCN1,2.406002,0.0,44.664173,IRF8,2.811718,1.8316198634808026e-25,10.635884,SPTB,4.6307855,6.840900254595986e-27,10.927865,CLEC2D,5.1936865,1.1975219696494403e-41,13.704997,FOSB,1.637672,0.003316779291689218,3.292062,PSTPIP2,2.7500277,0.002220976911364472,3.9196386
SLCO2B1,3.2414782,0.0,41.50963,MARCO,2.709704,4.665462704657683e-159,27.060295,SERPINA1,3.5825765,0.0,64.567986,MAD2L1,3.639695,4.334989852506198e-244,33.542076,TXNDC5,1.8154953,0.00010425648330699806,4.6806393,ID2,3.2055802,0.0,52.263115,AQP9,2.8704603,2.1113577393905828e-212,31.282564,ARHGDIB,2.0435076,3.0685647362244893e-56,16.04434,CD163,2.6742132,1.8893462737683525e-24,10.451247,DSTN,1.5342144,2.9109499310760284e-14,8.011832,KIF11,3.0023468,5.651226160444956e-131,24.573303,FSTL1,3.2264287,0.0,49.391895,CRIM1,2.1743314,0.0,48.257977,ITGBL1,2.427778,0.0,50.148067,CCND1,2.253504,0.0,44.526756,RNASE2,5.0078955,2.6168337189881727e-25,10.601743,CCNDBP1,2.8252013,1.8271894695787786e-26,10.836798,ARHGAP15,2.9962676,6.631379433697968e-41,13.577589,IGHG3,8.684498,0.004451963898172528,3.200658,PTGS1,2.971255,0.0026729738588560747,3.8628132
RASSF4,3.381557,0.0,41.486076,VAT1,1.5138714,6.338413488945429e-158,26.96351,CD300A,3.2461352,0.0,64.53508,NDE1,2.0838008,8.531766083653375e-244,33.521297,IL3RA,2.9768667,0.00011726224296135401,4.64746,RGS10,3.2973874,0.0,51.962753,C5AR1,2.566354,3.3043222161015196e-209,31.045862,DUSP6,3.2541323,4.0917071669287e-56,16.026297,MT-CO3,1.6454786,5.296257150945958e-24,10.350589,PFN2,1.4826136,2.923394199989541e-14,8.011132,HMBS,3.0495505,1.0062795909206223e-129,24.455517,PGRMC2,2.0694735,0.0,49.39081,CNN3,2.4016519,0.0,48.217358,SEMA3C,2.3638806,0.0,49.90507,ADAM9,1.8025937,0.0,44.505497,UCP2,1.7941499,4.45840413633938e-25,10.550603,GYPC,3.374925,3.3909066398452245e-25,10.560974,TRBC1,9.940386,9.136214698171196e-41,13.553356,XBP1,1.4959066,0.006958967671960249,3.0589685,SLC44A1,2.6348143,0.0029261239821400603,3.8343437
LRPAP1,2.2227528,0.0,41.44254,CTSD,2.1665595,4.970322917780624e-154,26.625547,ATP6V1B2,2.8109014,0.0,64.355354,CCNB2,4.31486,1.371444925614202e-235,32.952713,CST3,2.1878107,0.00011726224296135401,4.6467404,FAM102A,4.1392894,0.0,51.492615,IER3,2.3741508,1.457553235614882e-207,30.923325,CPA3,3.3350408,1.0991258760391202e-55,15.9626045,MT-CO2,1.6042265,2.0501304963275178e-23,10.21738,TAX1BP3,1.7185963,3.708400804191371e-14,7.9790545,WDR76,3.3759625,4.536022678282498e-129,24.393454,LIMCH1,2.4211822,0.0,49.33403,FN1,4.043867,0.0,48.151066,MXRA7,2.287036,0.0,49.889305,FAM171B,2.1604278,0.0,44.38723,JUNB,1.0059634,2.8848686024063745e-24,10.369736,YBX3,1.6101317,5.1396033988979884e-24,10.296567,CD3G,11.475865,2.0473940528688288e-40,13.493472,DNAJB9,1.9267997,0.008986396419942172,2.9750197,MEIS1,4.7257633,0.0030334087676386905,3.822023
IFI27,5.0067754,0.0,41.403667,GRN,1.8573831,6.768258040893277e-153,26.526537,SPI1,3.3262508,0.0,64.2559,CCNA2,4.105948,4.33073666833544e-235,32.917244,TNFRSF21,3.6322193,0.0001772055148475791,4.532424,SOCS2,4.5674286,0.0,51.07553,ALOX5AP,2.504915,2.0539233146168054e-207,30.911797,PGD,1.8700413,1.846138756238726e-53,15.629495,ARGLU1,1.8684536,3.0135551288206835e-23,10.179034,ACTG1,1.1320714,6.670354648463852e-14,7.902506,PSMC3IP,3.407467,7.260422933808242e-129,24.373686,EDIL3,2.450761,0.0,49.327274,SULF1,2.521705,0.0,48.01658,SERPINH1,2.3253388,0.0,49.7591,KRTAP1-5,3.1400084,0.0,44.33525,HIST1H1D,2.6893456,3.266410069729262e-24,10.357724,CAT,2.2512004,1.137657419211508e-23,10.21803,PIK3R1,3.027019,4.382928755077719e-40,13.436375,SPCS1,0.8878615,0.010335012573161629,2.9284022,PLXDC2,2.5994158,0.003472219723084363,3.7777846
CLEC7A,2.964702,0.0,41.369774,SERPINA1,2.1154647,9.697316005092243e-153,26.512703,FCGRT,3.3299494,0.0,64.06657,CKS2,2.978778,9.0923516454945e-232,32.68367,IGKC,5.2339697,0.00020255686401058633,4.493989,RAPGEF2,3.8548658,0.0,51.018993,B2M,1.7761037,2.3817667243303707e-207,30.90657,ADAM8,5.6992583,1.2539300417459936e-51,15.350991,UBXN11,2.852215,3.0238135501450445e-23,10.1786375,GSTP1,1.6052475,7.202605442577022e-14,7.892263,SHCBP1,2.9974308,1.1330329518954913e-127,24.259882,PXDC1,2.186738,0.0,49.2497,SERPINE1,3.1724784,0.0,47.805336,ADAM12,2.767405,0.0,49.531246,RHOC,2.0084293,0.0,44.23367,CBFA2T3,4.180923,4.2852047892023674e-24,10.331227,PIP4K2A,2.5243602,1.2720573370065958e-23,10.206976,CD2,8.825962,4.648127302289043e-40,13.431929,LY9,4.396607,0.010342607274765327,2.9279132,IDH2,1.5897466,0.0036161046683289497,3.764944
