C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score
ERICH6B,0.0,1.0,0.0,LURAP1,0.5858947,1.0,-0.2109245,SLPI,-17.823116,1.0,-0.040008698,TNFRSF13B,0.0,1.0,0.0,ADAMTS20,0.0,1.0,0.0,ZNF728,0.0,1.0,0.0,PRM3,0.0,1.0,0.0,MKRN2OS,0.0,1.0,0.0,APBA2,-23.351103,1.0,-0.16935654
CHRM1,0.0,1.0,0.0,FBXL5,0.16013812,1.0,-0.21136211,ARNT2,-16.18107,1.0,-0.040008698,OR1G1,0.0,1.0,0.0,ESX1,0.0,1.0,0.0,REG3A,0.0,1.0,0.0,OR10G7,0.0,1.0,0.0,LHX1,0.0,1.0,0.0,ZNF699,-23.158209,1.0,-0.16935654
G6PC2,0.0,1.0,0.0,MIEF2,0.7410835,1.0,-0.21150798,COL24A1,-20.155888,1.0,-0.040008698,PGLYRP2,0.0,1.0,0.0,RBM46,0.0,1.0,0.0,REG1A,0.0,1.0,0.0,OR10G8,0.0,1.0,0.0,RAD21L1,0.0,1.0,0.0,THSD1,-23.416317,1.0,-0.16935654
ABCB11,0.0,1.0,0.0,AOC1,0.2649072,1.0,-0.21179971,CYP4F11,-18.58836,1.0,-0.040008698,ANO1,0.0,1.0,0.0,RIPPLY1,0.0,1.0,0.0,RGSL1,0.0,1.0,0.0,OR10G4,0.0,1.0,0.0,DOK7,0.0,1.0,0.0,TREML4,-23.599684,1.0,-0.16935654
SPERT,0.0,1.0,0.0,EMC4,-0.05251574,1.0,-0.21179971,STPG2,-18.590061,1.0,-0.040008698,FGF3,0.0,1.0,0.0,PWWP3B,0.0,1.0,0.0,APOA1,0.0,1.0,0.0,TAFA4,0.0,1.0,0.0,SIRPG,0.0,1.0,0.0,RASSF7,-22.288652,1.0,-0.16935654
TEX54,0.0,1.0,0.0,DNHD1,0.1633947,1.0,-0.21238318,SCT,-18.667608,1.0,-0.040008698,CDRT15,0.0,1.0,0.0,PKP2,0.0,1.0,0.0,FOXR1,0.0,1.0,0.0,TAFA1,0.0,1.0,0.0,PDYN,0.0,1.0,0.0,STYX,0.7298242,1.0,-0.17040844
BTBD17,0.0,1.0,0.0,TARS,0.098108135,1.0,-0.21296665,WFDC3,-18.996908,1.0,-0.040008698,OR1A2,0.0,1.0,0.0,SYT10,0.0,1.0,0.0,TEDDM1,0.0,1.0,0.0,TMEM262,0.0,1.0,0.0,OR2AT4,0.0,1.0,0.0,NDRG1,0.7563613,1.0,-0.17075907
CDH16,0.0,1.0,0.0,PRMT1,-0.06799,1.0,-0.21296665,NEURL2,-20.766684,1.0,-0.040008698,ACY3,0.0,1.0,0.0,SERPINA7,0.0,1.0,0.0,UPK2,0.0,1.0,0.0,OR10G6,0.0,1.0,0.0,TGM3,0.0,1.0,0.0,FNTB,0.98150575,1.0,-0.17075907
FADS6,0.0,1.0,0.0,TRMT61B,-0.025227552,1.0,-0.21311252,CCDC154,-20.189686,1.0,-0.040008698,ARHGAP44,0.0,1.0,0.0,CACNA2D3,0.0,1.0,0.0,NPHS2,0.0,1.0,0.0,OR10S1,0.0,1.0,0.0,TBC1D3B,0.0,1.0,0.0,TRDMT1,0.6049812,1.0,-0.17075907
HTR2A,0.0,1.0,0.0,TGFB1,0.14484932,1.0,-0.21325839,LRATD2,-21.053291,1.0,-0.040008698,FGF4,0.0,1.0,0.0,ABCD2,0.0,1.0,0.0,BTBD17,0.0,1.0,0.0,OR6T1,0.0,1.0,0.0,TGM6,0.0,1.0,0.0,DHX16,0.75527805,1.0,-0.1711097
CRCT1,0.0,1.0,0.0,C19orf53,0.22806327,1.0,-0.21355012,SALL4,-18.063383,1.0,-0.040008698,CHST6,0.0,1.0,0.0,C12orf40,0.0,1.0,0.0,GJA8,0.0,1.0,0.0,SPDYC,0.0,1.0,0.0,CHRDL2,0.0,1.0,0.0,CLN3,1.4629313,1.0,-0.17181098
LRP2,0.0,1.0,0.0,NUP153,0.13837875,1.0,-0.21355012,OR4F6,-20.804459,1.0,-0.040008698,OR1A1,0.0,1.0,0.0,NPY2R,0.0,1.0,0.0,TREH,0.0,1.0,0.0,OR8D4,0.0,1.0,0.0,FSD2,0.0,1.0,0.0,SMDT1,0.46928376,1.0,-0.17251225
LCE5A,0.0,1.0,0.0,ZBTB43,-0.18011703,1.0,-0.21384187,VENTX,-18.396847,1.0,-0.040008698,DNAH9,0.0,1.0,0.0,MUC19,0.0,1.0,0.0,GNLY,0.0,1.0,0.0,TMEM225,0.0,1.0,0.0,TMC2,0.0,1.0,0.0,FLT3LG,-0.28403258,1.0,-0.17286289
GNG3,0.0,1.0,0.0,LRRC63,-0.68393147,1.0,-0.21384187,LRIT3,-17.768835,1.0,-0.040008698,OR3A2,0.0,1.0,0.0,TEX13A,0.0,1.0,0.0,CHRM5,0.0,1.0,0.0,SLC5A2,0.0,1.0,0.0,EBF4,0.0,1.0,0.0,RARG,0.015863944,1.0,-0.17321351
CA7,0.0,1.0,0.0,ZNF688,-0.04874293,1.0,-0.21384187,ARHGDIG,-18.326862,1.0,-0.040008698,DPEP1,0.0,1.0,0.0,CNTN1,0.0,1.0,0.0,TTC36,0.0,1.0,0.0,CPAMD8,0.0,1.0,0.0,GPR6,0.0,1.0,0.0,ARHGAP25,0.12802269,1.0,-0.17356415
