C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score
PLPP2,-2.6442525,0.6854522026162719,-0.84405196,C9orf85,0.02798044,0.0012089444143485722,-3.4928427,PIH1D2,-1.2425946,0.557470518656049,-0.95296866,UTP18,-0.49934822,5.21721506942151e-10,-6.357915,ACTR2,-0.194123,0.007369825326773248,-2.9814858,EMSY,-0.2699401,7.871611874704175e-06,-4.663563,CLASP1,0.059130497,0.00690083201982654,-3.0207033,DDX3Y,0.35374174,0.005401264645078938,-3.0935974,THAP3,0.3354159,0.7195257467801772,-0.8986567,NCDN,-0.074853905,0.0024832049418403745,-3.3179972,MYOZ2,-0.008673815,1.0,-0.06958439,CELF4,0.0,1.0,0.0,CSN3,0.0,1.0,0.0,TEX19,-12.8748455,1.0,-0.0040831063,TDRD15,0.0,1.0,0.0,GREM1,-28.29349,2.6033059463630115e-06,-4.907534,CIZ1,0.16520596,3.4370483780329168e-06,-4.8481817,RBM15,-0.75138026,0.029168164800664694,-2.5655482,CDC42SE2,0.48732793,0.08145817365275461,-2.175136,PPP1CC,-1.1293601,0.8158266420914458,-1.0350997,RARS2,0.21322368,0.027646462716519687,-2.5797315
TMEM159,-0.04592717,0.6844788689688025,-0.84526885,SUGP1,-0.22120562,0.0011989960442248821,-3.4951234,RBKS,-0.7241158,0.5569391591195451,-0.9537206,ZNF566,-0.3304753,5.096592725846168e-10,-6.36153,NHLRC3,-1.4785937,0.007362764406394091,-2.9818227,RARRES1,-3.7427812,7.867751555593613e-06,-4.6636925,TMEM50B,0.22186233,0.006849804506326238,-3.022996,ELAC1,-0.8013603,0.0053988463273643384,-3.093775,SERF2,0.28446934,0.7189554046111064,-0.89928025,FTSJ3,0.413324,0.0024763096902038844,-3.318816,NLGN4X,-1.7692977,1.0,-0.06988906,UGT1A4,0.0,1.0,0.0,ALOX12B,0.0,1.0,0.0,TAS2R40,-15.0218935,1.0,-0.0040831063,KRTAP4-4,0.0,1.0,0.0,MED19,-4.077801,2.596960499066841e-06,-4.9080434,CELSR1,-3.133614,3.4370483780329168e-06,-4.848206,NSMCE3,-0.06489995,0.029162813423574192,-2.5656662,ELP2,0.87704426,0.08144022351013762,-2.1752832,ZNF160,-0.40831748,0.815756330059971,-1.0352519,WDSUB1,-1.9525673,0.02763406826453922,-2.5799398
TONSL,-3.1016183,0.6833417607580748,-0.8467927,ZNF234,-0.9839956,0.001192154444575116,-3.496725,PAIP2B,-2.154935,0.555786448472401,-0.9552339,KAT14,-1.7132578,5.096311698915175e-10,-6.36156,SPSB3,-0.21581392,0.007354686890021745,-2.9822023,ZSCAN18,-1.427485,7.81921077825345e-06,-4.6649942,ZNF283,-2.8938003,0.00684935871230713,-3.0230613,LMF2,0.3585931,0.005388575711910169,-3.094385,MFSD3,0.5722916,0.7188005009443286,-0.899504,FAM155A,-25.018787,0.0024597923055151376,-3.3207269,NT5DC4,-1.8880228,1.0,-0.069901496,MT1B,0.0,1.0,0.0,FDCSP,0.0,1.0,0.0,PIP,-14.707208,1.0,-0.0040831063,CLDN24,0.0,1.0,0.0,ZNF518A,-4.05231,2.5934608146070602e-06,-4.9083385,RSRC2,0.57312274,3.433409640357108e-06,-4.8484526,ZBTB21,-0.5931466,0.02914024422749049,-2.5659893,IFT80,0.5192768,0.08101973195244627,-2.1773891,CHST12,0.34787118,0.8156539018378501,-1.0354294,MAF,-2.1184084,0.02760918700340061,-2.5803041
ANKRD16,-0.8607621,0.6832427290438806,-0.8469637,ZNF668,-0.7704697,0.0011774170822415634,-3.5000794,ACBD7,-22.266872,0.5551142243447925,-0.956107,ZNF518A,-0.17555866,5.09438377381066e-10,-6.3616395,RNF185,0.14964342,0.007329947630076353,-2.983277,SCO1,-1.2477274,7.79643244802784e-06,-4.665652,FBXO38,0.26854473,0.006812851103476347,-3.0247698,C2CD5,0.30221638,0.005382114999943243,-3.0947855,ZNF614,-0.1000639,0.7188005009443286,-0.89956486,C8orf33,0.6155116,0.002459774933364492,-3.320771,COL26A1,-3.0476515,1.0,-0.06993465,KIAA1210,0.0,1.0,0.0,BRDT,0.0,1.0,0.0,OR6V1,-16.349558,1.0,-0.0040831063,APOB,0.0,1.0,0.0,MOSPD3,-2.8242013,2.589651408467386e-06,-4.9086576,ANKRD42,-1.0147574,3.338346122966928e-06,-4.8540506,UBE3B,-1.7097327,0.029133854876434166,-2.5661194,B4GALNT1,-25.515772,0.08073047675566655,-2.1788619,NFYC,-0.022958178,0.8154872379989343,-1.0356575,NFS1,0.14689639,0.02759212618903412,-2.5805712
LSAMP,0.44501343,0.6825756000254972,-0.8478627,TMEM222,-1.0224334,0.001174287591257753,-3.5008261,C1orf159,-0.35249728,0.5534222514902252,-0.958276,MCAT,-0.90025264,5.011374491125989e-10,-6.364184,NIPA1,-0.5867652,0.007297347991965859,-2.984728,GLMN,-0.4838427,7.593584840462649e-06,-4.6711555,NMNAT1,-3.8461478,0.0067810009832451655,-3.0262327,SMIM27,-2.604658,0.0053680247734044905,-3.0956078,FOXO6,-1.6339842,0.7188005009443286,-0.89958656,C2CD5,0.30621833,0.0024576129439361867,-3.3210588,WNT11,-3.95938,1.0,-0.069942944,FAM107A,0.0,1.0,0.0,PRR27,0.0,1.0,0.0,CSH2,-13.3121805,1.0,-0.0040831063,OR51T1,0.0,1.0,0.0,CEP170B,-26.105768,2.571637616127179e-06,-4.910057,RGCC,-0.6813021,3.3010586147468138e-06,-4.8563066,IGFLR1,-5.5344663,0.029112869299948156,-2.566424,NIPA1,-25.522446,0.08073047675566655,-2.1788619,MCM8,-0.4085843,0.8145499678076548,-1.0364941,GRIPAP1,-0.21499564,0.02756883736812934,-2.580916
SLC35D2,-0.16820271,0.6825417759901649,-0.84797454,TTF2,-0.62878066,0.0011630669447543797,-3.5034587,CASP3,-0.138914,0.5522571166377691,-0.9597488,DUSP12,-0.027562601,4.945773471509584e-10,-6.3662276,ATP6V0C,-0.16579218,0.007290434394385753,-2.9850614,YIPF1,-0.097863965,7.567406542042732e-06,-4.6718936,TTPAL,-1.2766905,0.006761364448374785,-3.0271552,NUDT16,0.40877715,0.005362279563874452,-3.0959702,AAMDC,0.16509035,0.7187691583588331,-0.8997582,CH25H,-2.7531166,0.002457465741333843,-3.3211179,ANKRD2,-1.3114187,1.0,-0.07049218,CCDC178,0.0,1.0,0.0,C1orf146,0.0,1.0,0.0,PATE1,-11.911879,1.0,-0.0040831063,HELT,0.0,1.0,0.0,RFWD3,-5.3844347,2.4805427761319342e-06,-4.9171553,RANBP10,-0.40363643,3.2964186647384834e-06,-4.8566155,NGDN,-1.9477779,0.029100232741292812,-2.5666287,FGFR2,-25.644583,0.08073047675566655,-2.1788619,COL27A1,-25.417015,0.8142008177173291,-1.0369631,C9orf40,-2.171355,0.027547232183436045,-2.5812936
F2R,-0.30545175,0.6817994853813207,-0.8488757,FAM83D,-4.5177717,0.0011582151341117347,-3.5046093,CEACAM1,-2.492301,0.5522097837629962,-0.9598669,STAMBPL1,-2.3561256,4.855468820281833e-10,-6.3690767,RBIS,-0.21432985,0.007277024861013569,-2.985668,MARF1,-0.44514444,7.520304612719786e-06,-4.673233,EIF5A2,-4.5715413,0.006749699378981497,-3.0277228,CCP110,-0.51017046,0.005361011041125277,-3.096085,PPCDC,-0.100542106,0.7186706921159488,-0.8999277,RELCH,0.5468884,0.002457465741333843,-3.3211546,PTK6,-19.237282,1.0,-0.07050254,PLPPR1,0.0,1.0,0.0,HTN1,0.0,1.0,0.0,BECN2,-15.383988,1.0,-0.0040831063,KRTAP9-7,0.0,1.0,0.0,RAPGEF6,-4.1081595,2.4445209367706867e-06,-4.92005,ANKRD9,-4.7722845,3.263125491007218e-06,-4.8586564,DNAJB11,0.15527824,0.02908916385954553,-2.566815,RRAS2,0.15700954,0.08055070518769968,-2.1799223,AUH,-25.391273,0.8142008177173291,-1.0369631,NAT9,-1.4265428,0.027522419985440274,-2.581658
ACKR3,-0.5548285,0.6817994853813207,-0.8489239,FBLN7,-24.273634,0.0011456937910743789,-3.5075397,SIRT4,-4.0540924,0.5519844183574526,-0.9602009,RCBTB2,0.12272355,4.793801313840469e-10,-6.371059,LYRM7,-1.7227997,0.0072600993207215195,-2.9864235,BCL7B,-0.0623386,7.499432313175948e-06,-4.6738324,GCAT,-25.558666,0.006741826774332147,-3.0281212,BNIP1,-0.45255244,0.005326080858741943,-3.0980678,CDC42EP5,-0.38144636,0.7186670264978151,-0.9000059,NSUN4,0.49657556,0.0024392076334364015,-3.3232832,ABO,-20.028585,1.0,-0.07050254,TTR,0.0,1.0,0.0,C1orf158,0.0,1.0,0.0,OR56B4,-13.880934,1.0,-0.0040831063,KRTAP9-6,0.0,1.0,0.0,ARHGEF17,-26.182905,2.427951977189289e-06,-4.9214115,FBXW11,-0.3650547,3.263125491007218e-06,-4.858667,ZNF512,-1.1607549,0.029007878768913666,-2.5678396,CCDC9B,-1.9214469,0.08028084289993179,-2.1813066,BCR,1.0080984,0.8142008177173291,-1.0369885,FEN1,-0.88486433,0.027454616092517082,-2.5825627
MFN2,-0.15844306,0.6809420992356077,-0.8499062,TMEM178B,-24.225065,0.0011456937910743789,-3.5075397,ASCC2,-0.22823283,0.5518743441496683,-0.96039516,MEN1,-0.9353572,4.749786032546949e-10,-6.3724947,NUDT3,0.05594565,0.007247665323428343,-2.9869912,PRUNE2,-0.3740006,7.4761712835669655e-06,-4.6744986,NAPRT,-1.2089043,0.006728368678687288,-3.028771,SH3D19,-0.43945092,0.005300703559395439,-3.0995276,RPRD1B,0.23083124,0.7178721857257225,-0.90099216,CCDC122,-1.2466193,0.002434789885377227,-3.3238733,KANK4,-17.980833,1.0,-0.07050254,ALDOB,0.0,1.0,0.0,C20orf173,0.0,1.0,0.0,PRSS58,-10.742714,1.0,-0.0040831063,KRTAP9-8,0.0,1.0,0.0,ECT2,-3.849509,2.405219585937817e-06,-4.9232826,MOB2,0.7543108,3.257892148688249e-06,-4.859035,MMUT,-0.70717067,0.029007878768913666,-2.567852,ATE1,-1.3083627,0.0802675944480571,-2.1814318,PIGM,-0.68836004,0.8142008177173291,-1.0370011,CPSF1,-25.901876,0.027402464884513093,-2.583272
TOMM40L,0.044742096,0.6809187731961727,-0.8499983,CYFIP1,0.122894295,0.001141989047643131,-3.5084758,C10orf90,-21.674484,0.5518603188895584,-0.9604728,ERH,0.16933976,4.708125401321179e-10,-6.373867,TDRD9,-1.2483138,0.007213951887118047,-2.9884598,RHOT2,-0.040939435,7.3514747449578855e-06,-4.6779785,RRM2,-1.7924808,0.006724648452597181,-3.0289838,GPSM2,-2.0698826,0.005295335316124253,-3.0998726,GPATCH3,0.39553154,0.7169267510798167,-0.9019807,SUPV3L1,0.24058293,0.0024284191161184797,-3.3246884,HAND2,-19.917799,1.0,-0.07050254,DSG3,0.0,1.0,0.0,DSG4,0.0,1.0,0.0,APOH,-13.5894375,1.0,-0.0040831063,KRTAP9-3,0.0,1.0,0.0,VLDLR,-26.277647,2.397587421204103e-06,-4.9239345,CCDC93,-0.4528088,3.2047328198275683e-06,-4.8623214,AP4S1,-1.2785554,0.028962448011935253,-2.5684915,NAGLU,0.3857044,0.0802675944480571,-2.1814907,DGCR2,-0.3374082,0.8142008177173291,-1.0373434,F3,-27.148172,0.027402464884513093,-2.583272
DMRTA1,-21.740305,0.6801628871225083,-0.8508556,TRIM35,-0.13987419,0.0011340877392413855,-3.5103595,EPB41L4A,-23.187239,0.5518603188895584,-0.9604728,PPTC7,-0.12880436,4.65253663320844e-10,-6.375709,GPR68,-2.9378464,0.0071988308248857585,-2.9891443,ACOX1,-0.044296827,7.289434159429607e-06,-4.679745,SPRY2,-0.39542106,0.006715952843671902,-3.0294204,PXMP4,-2.1358843,0.005210791075806268,-3.104726,SEMA7A,-0.18716833,0.7158385828897007,-0.9032538,FPR1,-6.3223863,0.0024104727825258153,-3.3267984,B4GALNT3,-17.30187,1.0,-0.07050254,OR13C3,0.0,1.0,0.0,SHISA6,0.0,1.0,0.0,GH2,-15.383988,1.0,-0.0040831063,KRTAP4-3,0.0,1.0,0.0,CHST15,-26.541798,2.3825424364680186e-06,-4.925196,SLC24A3,-25.9774,3.1951187348435344e-06,-4.8629465,MRRF,-0.9612503,0.02880650844994918,-2.5704165,BOP1,-1.6370864,0.08022313365469658,-2.1817706,BBS1,0.2505583,0.8142008177173291,-1.037394,DOCK9,-0.90103346,0.027370643395068565,-2.5837798
KRT9,-21.933256,0.6801628871225083,-0.8508556,CNKSR3,-2.225672,0.0011305184062548144,-3.5112348,EFNB3,-21.563786,0.5518603188895584,-0.9604728,TPRA1,0.17876747,4.628120404052243e-10,-6.376537,SMPDL3A,-0.8825172,0.007180318913201334,-2.9899745,PRR3,-2.0663514,7.289423691101637e-06,-4.6797743,TTLL7,-1.7711093,0.006702662735203777,-3.0300646,TMEM97,-1.365728,0.0051960086601410575,-3.105611,CCT4,0.24544047,0.7138394933226577,-0.90533286,USF1,0.3189551,0.0024059288759209103,-3.3273666,SLC44A4,-19.889566,1.0,-0.07050254,OR13C8,0.0,1.0,0.0,KIR3DL3,0.0,1.0,0.0,AGTR2,-15.383988,1.0,-0.0040831063,TAF11L12,0.0,1.0,0.0,ZWINT,-4.775091,2.369664810218071e-06,-4.926286,TSPYL5,-1.6149366,3.191405507523064e-06,-4.863207,COPS7B,-1.5444369,0.028727464564910907,-2.5714223,CASTOR2,-25.454529,0.08000348447076647,-2.1829119,TSR1,0.06192825,0.8140843820880743,-1.0376348,ENSA,0.2521401,0.02731141459570175,-2.5845802
IGHM,-7.446888,0.6800553699566294,-0.85110337,SRFBP1,0.34943068,0.001128280367607363,-3.5117989,RHCE,-3.9652061,0.5518603188895584,-0.96056604,POLR3B,-0.24353907,4.6156711855620135e-10,-6.3769712,RTL10,-0.49071473,0.0071094494185255,-2.9930465,CCDC186,0.133886,7.289015822971265e-06,-4.6798143,TMEM65,-1.2188305,0.006686615854099068,-3.0308342,MIPEP,-0.8155122,0.005180898165915576,-3.106517,LENG9,-0.22508354,0.7138004260278394,-0.9055197,MAFF,-1.0682501,0.002401933450753602,-3.3278718,MYBPH,-19.571856,1.0,-0.07050254,NYX,0.0,1.0,0.0,FOXN1,0.0,1.0,0.0,KRTAP15-1,-15.066559,1.0,-0.0040831063,TAF11L14,0.0,1.0,0.0,WWP1,-4.16361,2.363119367705339e-06,-4.9268575,CTDSPL2,0.43709967,3.1586888622933957e-06,-4.8652754,RAD1,-0.6318217,0.028705190581297776,-2.5717454,ZNF598,-0.09877996,0.07959225904672937,-2.185003,DNAJC8,0.47082213,0.8139820887609412,-1.0378124,CENPU,-1.2533629,0.027275974294385205,-2.5850813
SHANK2,-0.9776903,0.678737815200693,-0.85261625,SYNJ2BP,-0.51569265,0.0011264384272985498,-3.5122702,SLC25A12,0.073522195,0.5513241218297106,-0.9613662,HSCB,0.10546034,4.6068250399302217e-10,-6.377287,FKRP,-0.40723974,0.007094857050099658,-2.993717,PYM1,-0.14010859,7.287018244196402e-06,-4.6798997,CLDN11,-26.201683,0.00667482648237864,-3.0314128,PACRGL,0.4575335,0.005176494273155792,-3.1068132,TEPSIN,-0.31165153,0.7133357556254002,-0.90606284,TREM2,-3.6868696,0.0023978171280925145,-3.328392,WNT7A,-21.008286,1.0,-0.07050254,OR13D1,0.0,1.0,0.0,CT55,0.0,1.0,0.0,SPRR2F,-16.474457,1.0,-0.0040831063,OR5D14,0.0,1.0,0.0,FASTKD1,-26.319319,2.3530924298658616e-06,-4.927719,NISCH,0.8588835,3.0484814682946872e-06,-4.8723245,ARHGEF28,-2.2400334,0.02865619112906179,-2.572391,ITPKC,0.030846745,0.07958504992831202,-2.185099,LIN7B,-25.062176,0.8133984359021952,-1.0383701,UROS,0.16249281,0.027186107152542743,-2.5862725
LAMA2,-3.6153057,0.6784629725645666,-0.8529715,PPM1M,-0.13289094,0.0011233778015898653,-3.5130305,ZRANB2,-0.15940802,0.5504542228920081,-0.9624833,CRYBG3,-4.3043985,4.57824322591146e-10,-6.378262,IRX5,-1.5041344,0.007074531059401879,-2.9946356,HARS2,-0.15762436,7.1915944614512534e-06,-4.68263,EBF1,-25.518389,0.00667482648237864,-3.0314128,TP53BP2,0.4363138,0.005175752743421678,-3.1069005,TFB2M,0.086755715,0.7127910340365817,-0.90671897,DIP2B,0.23095828,0.0023970699409147415,-3.328521,FOXJ1,-20.590319,1.0,-0.07050254,DSG4,0.0,1.0,0.0,HSFX4,0.0,1.0,0.0,CELA3A,-16.349558,1.0,-0.0040831063,GMCL2,0.0,1.0,0.0,WDR12,-26.276686,2.323265502724607e-06,-4.9302425,AHNAK2,-25.69771,3.0317421607812805e-06,-4.8734417,ARL5B,-1.9874629,0.02865619112906179,-2.5724096,OAS1,-0.93013465,0.07945744755525987,-2.185791,GORAB,-25.250011,0.8133984359021952,-1.0383701,PTER,-2.258502,0.0271543994975456,-2.586728
HES4,-0.5599966,0.6782507359891715,-0.8533289,CEP68,-0.773182,0.0011168289061794844,-3.514621,SPTA1,-3.363559,0.5491407113500703,-0.9642622,THG1L,-0.068240866,4.570419234138047e-10,-6.3785458,MRVI1,-3.0039525,0.007068219286547865,-2.9949512,NUBP2,-0.94981176,7.189622207223268e-06,-4.682715,GXYLT2,-3.955602,0.0066647898263853455,-3.0319586,MAP2K5,-0.8862955,0.005166478625299989,-3.1074753,PKIB,-4.3524613,0.7119090050877231,-0.9076466,PIGW,0.04351733,0.002396069138467408,-3.3286798,SYT17,-19.673834,1.0,-0.07050254,CHST9,0.0,1.0,0.0,BPIFB6,0.0,1.0,0.0,OR5H14,-13.377377,1.0,-0.0040831063,HTR1A,0.0,1.0,0.0,ADNP2,-2.8538742,2.3094247370637944e-06,-4.931471,ATL2,-0.35326168,3.014614184072629e-06,-4.874591,NUDT16,-0.55895466,0.028575328966303444,-2.5734777,MEIS1,-25.57394,0.0792336488919463,-2.186962,FASTKD5,-1.0553061,0.8133984359021952,-1.0385095,IRF8,-27.637854,0.027141686579935417,-2.586943
GPR89B,-0.12744221,0.6779445517518597,-0.8537499,PAXIP1,-1.1114895,0.0011163216274514018,-3.5147789,ZBTB42,-1.1711459,0.5491407113500703,-0.96431816,PARD3B,-2.704718,4.5100964163311124e-10,-6.380602,USP13,-1.8114204,0.007066595686590164,-2.9950647,COL18A1,-3.6685524,7.119557089664984e-06,-4.68475,PLEKHB2,-0.096944176,0.0066579703711080705,-3.0323133,SCAF4,0.32070908,0.005164825139049687,-3.1076148,IL2RB,-1.8022677,0.7118872054499572,-0.9077661,TTC19,0.6052262,0.002393578354876847,-3.3290117,PIWIL2,-19.793571,1.0,-0.07050254,AQP4,0.0,1.0,0.0,DSG3,0.0,1.0,0.0,OR52B6,-16.498358,1.0,-0.0040831063,MYH1,0.0,1.0,0.0,ZNF398,-3.3931167,2.3015239592805137e-06,-4.9321704,PPP1R37,-0.23484692,3.0076631314419655e-06,-4.875077,ARFRP1,-0.05968432,0.02852959618170429,-2.5740862,PSMB7,-0.61407036,0.07919535329542882,-2.1872122,HYLS1,-25.362907,0.813171907416687,-1.0388391,TM4SF19,-27.069214,0.027141686579935417,-2.586943
ASB5,-21.633738,0.6755110645317621,-0.85660464,UBL3,-0.06566371,0.0011118546126563332,-3.515918,PTPDC1,0.21911594,0.5466961927623922,-0.9674829,GYG1,-0.25228015,4.3633125224221157e-10,-6.3856883,HLCS,-0.19462377,0.006971298642595561,-2.999247,GTF2B,0.09213764,7.080627139560391e-06,-4.685902,MON1B,0.49355087,0.0065654154293292395,-3.036582,MPDZ,0.29168412,0.005164633226920771,-3.1076703,ERCC4,-0.2561265,0.7118872054499572,-0.9078356,PRR7,0.045723878,0.0023844159902125946,-3.330122,GRB14,-0.47886744,1.0,-0.070610315,ACTL7A,0.0,1.0,0.0,TTR,0.0,1.0,0.0,FIGLA,-15.479967,1.0,-0.0040831063,OR4C11,0.0,1.0,0.0,CAB39L,-26.392754,2.2948798321721234e-06,-4.9327655,ZNF576,-1.3964417,2.9482003682959703e-06,-4.8790474,HHIPL1,-3.5459077,0.02852741882527398,-2.574167,HDDC3,-0.3270741,0.07919535329542882,-2.187249,UXS1,0.35179833,0.8131659329253891,-1.0389405,GFOD1,-2.1166396,0.02711115512738107,-2.5874374
EPPK1,-22.461115,0.6755110645317621,-0.85660464,RPUSD3,-0.87712175,0.0011094434774390873,-3.5165317,SGMS2,0.0045568594,0.5464122058766795,-0.96789,TSC22D3,-0.17531571,4.3219095335784496e-10,-6.387169,PGK1,-0.19119203,0.006945467511306449,-3.0004213,TMEM104,-0.19172624,7.029911505289285e-06,-4.6874027,CD3EAP,-25.521217,0.006559519350944108,-3.0368984,NOL6,0.16492459,0.005151913625376633,-3.108444,NFRKB,0.32830733,0.7118872054499572,-0.90787256,ITPR2,0.44290987,0.0023788769457548462,-3.3308117,LCN2,-1.5851444,1.0,-0.070788555,DMRTB1,0.0,1.0,0.0,DDX4,0.0,1.0,0.0,TCHHL1,-15.078987,1.0,-0.0040831063,CYP1A2,0.0,1.0,0.0,CLIP2,-26.336452,2.236651995165508e-06,-4.937812,ZNF592,0.68019235,2.938861271194679e-06,-4.879703,GSTCD,-0.43905652,0.02851756335015251,-2.5743408,FGF1,-25.411459,0.07878197443828788,-2.1893919,MARCH2,-25.623938,0.8128231058122082,-1.0393081,EXD2,-2.6799989,0.02710102049582906,-2.5876198
PALB2,-0.28963566,0.6748845556669724,-0.8575321,AP5S1,-0.33688325,0.001107601869025297,-3.51701,FBXL19,0.016921798,0.5458292954176812,-0.96866214,ST6GALNAC4,-1.2748816,4.296997266366445e-10,-6.3880744,ACP6,-0.94096977,0.006910054597057558,-3.002021,CASP6,-1.1501267,6.9151568290197285e-06,-4.6907997,KIAA0513,0.7063637,0.006545917871660852,-3.0375698,SMTN,0.4798884,0.0051425571447844265,-3.1090257,VEZF1,0.124277316,0.7118872054499572,-0.90788126,BTK,-0.9822353,0.0023764026192119175,-3.3311439,KRTCAP3,-0.9404335,1.0,-0.07090876,UGT1A5,0.0,1.0,0.0,UPP2,0.0,1.0,0.0,KRTAP24-1,-15.383988,1.0,-0.0040831063,MYH4,0.0,1.0,0.0,NMB,-26.323107,2.194003217952511e-06,-4.9415965,ABCD1,-0.26987618,2.858034523678168e-06,-4.885291,FTSJ1,-1.1137636,0.02850259449268487,-2.5745769,PPP5C,-0.93896174,0.07872469903880039,-2.1897378,TMEM62,-25.396187,0.8124743835018976,-1.039777,CHD7,-4.838534,0.02710102049582906,-2.5876327
CLBA1,-0.8405252,0.6745937158300699,-0.85790485,CCNF,-2.3413846,0.0011018127677259262,-3.5184379,ST8SIA2,-3.2105162,0.5457185339650672,-0.96885794,COX17,-0.118540965,4.283531239214959e-10,-6.3885765,ABCD4,-1.0581578,0.006900657720270352,-3.0024786,AIG1,-0.2156033,6.907137733753212e-06,-4.691066,PRADC1,-0.68678075,0.006513670103999781,-3.0391037,DOCK1,0.46521926,0.005127890670854319,-3.1099143,NFE2L3,-0.4581579,0.711505687511674,-0.90863293,TMEM8B,-0.6596566,0.0023643842318437493,-3.3325973,PSPH,0.042484563,1.0,-0.071424834,FEZF2,0.0,1.0,0.0,BPIFB4,0.0,1.0,0.0,SLC9A3,-16.60066,1.0,-0.0040831063,MYH13,0.0,1.0,0.0,CSTF2T,-3.6965237,2.1560862439231877e-06,-4.9450245,F11R,-1.2532706,2.85243548211821e-06,-4.8857074,HRH1,-1.5499254,0.028486098585169473,-2.5748315,ZNF275,-0.6190101,0.07868808090845669,-2.1899807,CCDC159,-1.3372029,0.8123401388972505,-1.0399799,CD302,-2.9531004,0.02710102049582906,-2.5876718
GRAMD1B,-0.16060892,0.6741964071204887,-0.85838944,ETFDH,-0.33498704,0.001087437535486766,-3.5219953,DZANK1,-1.0118916,0.5457185339650672,-0.9688859,NFXL1,-2.1556368,4.2098391399533915e-10,-6.3912516,PACSIN3,-2.3102076,0.006861851234975206,-3.0042381,NUDT3,0.08269225,6.886919304966379e-06,-4.6916943,ALDH16A1,-0.937059,0.0064537765806768465,-3.0419312,DENND5B,-0.17076652,0.005126974195779817,-3.1100118,BAD,0.24221912,0.7114839138724363,-0.90872854,VWA8,0.07988388,0.0023643842318437493,-3.332634,ZNF177,-0.10924588,1.0,-0.07149322,NANOGNB,0.0,1.0,0.0,CCDC178,0.0,1.0,0.0,LHFPL3,-13.588395,1.0,-0.0040831063,CYP4Z1,0.0,1.0,0.0,CPOX,-0.73444855,2.1015115187261514e-06,-4.950047,CCL20,-27.221523,2.827947665374412e-06,-4.887436,TEK,-4.8727603,0.028427726902245126,-2.5755951,LONRF3,-26.575193,0.07865589545923717,-2.1902018,DYNLRB1,-0.3834605,0.8123341868642493,-1.0400813,LYPD6,-0.32096276,0.027091105523122577,-2.5879061
ACTR1B,-0.24625883,0.6737491038624457,-0.8589266,CCP110,-0.36226276,0.0010819215979737133,-3.5233805,RAB39B,-22.618456,0.5455440981178131,-0.96920437,UBN1,-0.19284303,4.1415732823324395e-10,-6.393794,KBTBD6,-1.5026574,0.006840713931362008,-3.0052633,TOMM40L,-0.50026476,6.851970456903279e-06,-4.692792,NOL12,-0.4835514,0.006413792645376666,-3.043847,RPP40,-3.1846957,0.005111202239156588,-3.1109664,RUNDC1,-0.18265127,0.7114576536139632,-0.90882844,C17orf75,0.066799484,0.0023538407293029273,-3.333925,PALM3,-0.5590015,1.0,-0.07174608,DPPA3,0.0,1.0,0.0,C5orf67,0.0,1.0,0.0,PGLYRP4,-15.917818,1.0,-0.0040831063,OR4C15,0.0,1.0,0.0,TTC39C,-26.467709,2.097731536812013e-06,-4.9504275,NUBP1,-0.8011992,2.7951731052262104e-06,-4.8897614,EIF1AD,-0.48259538,0.02841382007169028,-2.5758188,MAF,-1.3723212,0.07864580735880813,-2.1903121,FAM133B,0.09479366,0.8123282465705587,-1.0401827,STX10,-0.17305258,0.027056427635970274,-2.5884006
