C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score
GSE1,-0.9664356,0.43469920254747496,-1.3121703,HTATIP2,-0.88472635,1.100754701566326e-13,-7.800117,CPQ,-0.8482901,6.992364937058843e-06,-4.95589,GOLGA5,-1.207556,1.2649180759226825e-51,-15.289663,TCF7L2,-2.8317266,3.477889161645144e-14,-7.935385,MTSS1,-3.0576713,0.15222165729393236,-1.8677917,TXNDC11,-0.32324558,0.003163447572822349,-3.654831,MPHOSPH10,-0.9565004,1.87080104016011e-06,-5.2260222,DCTN1,-27.901083,0.9624561475265284,-1.8975785,CYCS,-1.8501817,8.453516011568785e-11,-6.916818,TMOD3,-1.2304994,0.027100561216554218,-3.0423925
CBFB,-0.54758346,0.43328553249364243,-1.3140702,HEBP1,-1.2888575,1.0755089258660229e-13,-7.803169,PLK3,-0.32435167,6.6302124645364446e-06,-4.9666247,SNX9,-1.2296835,1.2615975193397497e-51,-15.289937,VPS4A,-0.78980297,3.4188952859968224e-14,-7.937622,CHPF,-2.0921226,0.1518719020712984,-1.8689315,SIRPA,-0.36090612,0.0031618284927600895,-3.6551366,MLEC,-0.48943606,1.8635253252691158e-06,-5.226854,CDK2AP1,-28.028616,0.9624561475265284,-1.8975785,IL13RA1,-2.5702856,8.389228672445499e-11,-6.9180436,DNAJA1,-1.6531864,0.027066340672278037,-3.0433497
THAP5,-1.5598276,0.4327939402083055,-1.3148954,FAR1,-0.75024855,1.0294195966893772e-13,-7.808816,ADPRH,-0.99130976,6.586410045951887e-06,-4.968015,HSPA8,-0.6958237,1.2362387712390859e-51,-15.29131,MPDU1,-1.3791912,3.2492546400587914e-14,-7.9440475,ERH,-1.0596256,0.15045347322863478,-1.873526,RILPL2,-0.35913756,0.0031618284927600895,-3.6552575,SYNRG,-0.48980787,1.8435544121877891e-06,-5.2289567,AMIGO2,-28.17451,0.9624561475265284,-1.8981276,VSIG4,-3.6050057,8.224089140966797e-11,-6.921004,SNRPB2,-1.627058,0.02686248079158668,-3.0460088
IL23R,-4.311706,0.4320238741606836,-1.3160619,PIK3R2,-1.4490477,1.0187890241919618e-13,-7.810249,ZMYND8,-1.2405934,6.511813053605278e-06,-4.9704313,CEBPD,-4.641807,1.2219067174083363e-51,-15.29212,SCIMP,-4.1058083,3.244785435930428e-14,-7.944332,S100A12,-3.3772225,0.14631619627793738,-1.8870682,BLCAP,-1.0646904,0.00307474136533175,-3.6631682,CREB3L2,-0.6544099,1.8352335047679525e-06,-5.2299037,HAUS2,-27.969461,0.9615012383041343,-1.8992257,PPM1B,-1.2561457,7.961895557611823e-11,-6.9257355,PLAU,-1.0305407,0.026809417755867513,-3.046796
CARHSP1,-1.3068138,0.4320238741606836,-1.3160924,MAP3K8,-0.8453245,9.827586264227616e-14,-7.81491,PIK3R6,-3.8807454,6.004559150781815e-06,-4.9865503,LEPROT,-1.2627965,1.1320497134027244e-51,-15.297144,TUBA1C,-0.78758365,3.2047781713859534e-14,-7.945984,CERS4,-1.3551404,0.14598252336272668,-1.8881924,AKAP17A,-1.06878,0.003050930596492935,-3.6653328,TBC1D10A,-1.2491393,1.8184789527802198e-06,-5.23171,ENSA,-28.022266,0.9615012383041343,-1.8992257,PLEKHB2,-1.0139185,7.896546715379825e-11,-6.9270453,STAP1,-27.642136,0.026781086459125338,-3.0473065
RAB3D,-2.5120652,0.43160382731219427,-1.3167698,MBTPS1,-1.0439972,9.694470495177205e-14,-7.816752,SORL1,-3.3916726,5.945075877104488e-06,-4.988579,PGP,-0.9755113,8.88069423204028e-52,-15.312988,LRRC25,-2.665813,3.2047781713859534e-14,-7.9460473,HOMER3,-0.78090715,0.14278816931678204,-1.8992214,STARD10,-1.1833166,0.0030256733813080173,-3.6676345,GNA13,-0.4216125,1.7957666931426569e-06,-5.2342534,CLEC2B,-27.99559,0.9615012383041343,-1.8992257,AP1AR,-3.4505448,7.877520954120381e-11,-6.927531,CACUL1,-1.3074982,0.026718721354371158,-3.0482001
GINS3,-2.4673405,0.43158010852688794,-1.3169227,RMND5A,-2.0465572,9.612728492812324e-14,-7.817943,DDX5,-0.22743823,5.675151294829319e-06,-4.9977584,TXNRD2,-1.6959268,8.351298705129625e-52,-15.317036,HAGH,-0.7455753,3.1872259180060434e-14,-7.9468927,WDR76,-1.5541726,0.14174274377461904,-1.9027966,YWHAG,-0.33991182,0.002992215289401691,-3.6706524,TPSG1,-7.701536,1.7957666931426569e-06,-5.2343082,IFNGR1,-1.6553619,0.9615012383041343,-1.9001043,GPR107,-1.4009001,7.728236214473923e-11,-6.930382,STAT5B,-2.0620742,0.026257190781898913,-3.0536246
RAP1GAP2,-1.0803754,0.42871096609326853,-1.3210129,LSM1,-1.7424663,9.260818378041559e-14,-7.8227625,HIVEP3,-2.5259953,5.664653200602133e-06,-4.9982195,RBMS1,-0.77074903,6.682304227278615e-52,-15.331574,ACAA1,-0.9151837,3.108808649830314e-14,-7.9500937,EFHC2,-4.6322775,0.13986354450828933,-1.9090444,SELENOM,-1.7712955,0.0029766813723537777,-3.6721573,MYO6,-3.543285,1.7141314799292843e-06,-5.2430625,NDUFB5,-1.2016891,0.9615012383041343,-1.9006532,IMPAD1,-1.4458412,7.637873031265097e-11,-6.9321895,C19orf38,-2.455339,0.025874486168332406,-3.0582197
IL5RA,-5.379809,0.42805837505759586,-1.3222913,ANP32B,-1.7539815,9.086091173922662e-14,-7.8252835,TCF7L2,-0.7780916,5.633497170135121e-06,-4.9993877,PIP4K2B,-0.88000476,5.989304289067551e-52,-15.338736,SIRT2,-1.0403353,3.0683050698074925e-14,-7.951833,FURIN,-0.51305723,0.139505640048891,-1.9102815,CCL1,-4.9384046,0.002942383115784172,-3.6756418,BLMH,-1.5857316,1.689895950644145e-06,-5.245799,ACSL4,-1.5796925,0.9609359188309227,-1.9019161,ATP6V1E1,-1.1579539,7.409143609498303e-11,-6.936921,FAM13B,-2.7784874,0.025830532657650004,-3.0589218
BNIP2,-0.0708801,0.4278200537859836,-1.3228159,SLC35B1,-1.2891077,8.945001583347973e-14,-7.827377,RSRP1,-0.48707274,5.5902665277508675e-06,-5.0009775,AGPAT2,-1.0439616,3.973921152544916e-52,-15.365548,ACBD3,-0.9119834,2.783394667868016e-14,-7.964123,CCDC28B,-3.4085414,0.13894957613121406,-1.9123162,ATP6V1E1,-0.36244836,0.0029025426607833605,-3.6792953,OXR1,-0.92554116,1.6312019656294268e-06,-5.2524223,EBNA1BP2,-27.92176,0.9609359188309227,-1.9019711,RER1,-0.9577499,7.108006850183333e-11,-6.943072,MAP3K11,-2.4740498,0.025759194669224918,-3.059943
AURKA,-2.2755644,0.42640128304584346,-1.3251692,CLEC2B,-1.4205453,8.930739662103432e-14,-7.8277025,SYAP1,-0.44298643,5.587349524332273e-06,-5.0011826,ADO,-1.1909842,2.4045887000708548e-52,-15.398123,ANO10,-1.702764,2.5527649647280684e-14,-7.9749265,IKZF2,-1.6858838,0.13776759323121474,-1.9164593,KMT5B,-0.6001197,0.002886443101109852,-3.680889,UBXN2A,-1.226114,1.5923046273879506e-06,-5.257086,ADPGK,-1.1859487,0.9595869693530592,-1.9033437,ACO1,-2.9030945,6.798432231682135e-11,-6.949502,FEM1C,-2.367896,0.025759194669224918,-3.0601344
ISG20,-2.5005536,0.42628442531745336,-1.3253933,MAPRE1,-1.130115,8.467575108917075e-14,-7.8345222,CCNL1,-0.38675258,5.578825647864457e-06,-5.0015817,SCCPDH,-0.8203598,2.0826388057799188e-52,-15.40757,GRAMD4,-0.7663914,2.540294167222989e-14,-7.975646,UBE2E2,-1.0857117,0.13707691127740765,-1.918704,ADAR,-0.3045979,0.002873782839725052,-3.6821845,CNOT6L,-0.9367579,1.5838968197825015e-06,-5.2581706,DICER1,-27.882261,0.9574688044160209,-1.9047164,DPYD,-3.4452577,6.444692556496898e-11,-6.9571815,SEMA4D,-27.467339,0.025759194669224918,-3.0601344
AGPAT5,-1.2646958,0.4233481930189544,-1.3302425,SLC1A5,-0.93484753,8.194538272526019e-14,-7.8387647,APOBEC3C,-0.9665427,5.538620506658693e-06,-5.00308,USF2,-0.67283183,1.6289082756699573e-52,-15.423546,NAPA,-0.6512577,2.539235714949725e-14,-7.975812,CCSER1,-6.618043,0.13658719982599166,-1.9203185,PTPN6,-0.32541972,0.0028637063301252728,-3.6832547,SFMBT2,-1.0497923,1.583855067744569e-06,-5.2583795,ARHGEF1,-28.079794,0.9574688044160209,-1.9047164,GLA,-1.2712022,6.310129416623794e-11,-6.960299,VDR,-1.5579063,0.025759194669224918,-3.0604322
NAV1,-1.5190887,0.42206741029169326,-1.3321424,BMI1,-1.8609154,7.253234705438395e-14,-7.8541994,GAA,-0.4946521,5.208671139481836e-06,-5.0155296,SLIT3,-6.084562,1.4350300160853275e-52,-15.431777,TLNRD1,-1.0343993,2.5349329800642465e-14,-7.9761357,ESPL1,-1.2806553,0.13647559529986766,-1.920793,TANGO2,-0.6713937,0.0027860030323830654,-3.6904333,CDC25B,-1.2626275,1.5672168705373204e-06,-5.26045,PPIF,-28.195988,0.9568479948319185,-1.9058145,KCTD20,-1.0521202,6.26892807465275e-11,-6.9613667,CALM1,-1.5916176,0.025719477771232367,-3.0611768
KBTBD11,-2.224707,0.42107080110062467,-1.3336705,MAP3K13,-1.5931138,7.235189245571363e-14,-7.8546367,NDUFA8,-0.5394379,4.943415945610409e-06,-5.0258827,ANKRD10,-1.014359,1.2558948665259054e-52,-15.440431,EIF3L,-0.93392986,2.5283728592590827e-14,-7.9765706,ANKH,-5.090624,0.1361027472140429,-1.9221003,PKM,-0.35865808,0.002758519829030417,-3.693129,TMEM263,-3.8466115,1.5553470860809838e-06,-5.2619586,TAF1D,-2.7276247,0.9558170340695474,-1.906693,RNPEP,-1.0575817,6.218324468678132e-11,-6.9627986,CSK,-1.8467854,0.025501325351599033,-3.0641124
UBE2T,-2.0710816,0.4209278828494993,-1.3339303,PPP4R3B,-0.8563363,7.087634587085596e-14,-7.857344,PIGK,-0.51754946,4.89894828382599e-06,-5.027826,IGFBP2,-1.3949654,1.1999550644144796e-52,-15.44342,HPS5,-1.4648908,2.503175220154014e-14,-7.977922,PTPRR,-23.849821,0.13609101007968347,-1.9221975,NCS1,-1.8237648,0.0027430814556098386,-3.6947305,UBA5,-1.1924262,1.541253710382819e-06,-5.2637424,CD81,-28.159573,0.9558170340695474,-1.9069127,C1QC,-3.5120444,6.13000199805172e-11,-6.9649577,EIF4EBP2,-0.72854483,0.025461613900611423,-3.064772
GTF2A2,-0.35627234,0.4207078910925926,-1.3342919,RAB10,-0.8234712,6.970431020380403e-14,-7.8595586,JARID2,-0.70408946,4.877077527815677e-06,-5.028789,PLOD1,-1.5185217,9.913724441263586e-53,-15.45578,RDX,-0.9295638,2.503175220154014e-14,-7.9779615,MT-ND2,-1.6889954,0.13595366214027108,-1.9226955,A2M,-0.8228032,0.002731961945252898,-3.6959376,DNAJC15,-0.7632137,1.5252328713188483e-06,-5.265884,ZC3H15,-2.054115,0.9558170340695474,-1.9074068,ADAM17,-1.035613,6.122600958781462e-11,-6.9652734,BRI3,-0.5711937,0.025216726238988844,-3.068048
SLC8A3,-6.8162055,0.41923544920304057,-1.3367368,FECH,-1.6057283,6.724478089712064e-14,-7.8641825,LEO1,-1.0463995,4.869460870330609e-06,-5.0291934,PDE8A,-1.972783,7.498480772717304e-53,-15.473812,NMT1,-0.79530215,2.4408300476856462e-14,-7.9812655,IRF4,-2.0681477,0.1356286520295677,-1.9239131,IQGAP1,-0.34253958,0.0027267541278707167,-3.6965976,EID3,-1.177856,1.508234802174403e-06,-5.268053,PDCD6,-27.889994,0.9508142054624107,-1.910207,CMPK1,-0.97249264,6.087869607257106e-11,-6.9662194,FGD4,-2.309829,0.025123874732930266,-3.0695372
RSPO3,-0.759198,0.41822821206183897,-1.338214,BCL10,-0.90592414,6.659067581607119e-14,-7.8655314,LAMTOR1,-0.28629303,4.611586228596558e-06,-5.040036,PIR,-2.4209769,7.46378265776378e-53,-15.474161,HSD17B12,-1.2916692,2.3872631211315238e-14,-7.9841185,TBC1D30,-2.3680508,0.13427103742247154,-1.9286904,ZNF316,-1.1320262,0.002713374578375828,-3.6980221,DIP2C,-6.007111,1.496214303058868e-06,-5.2696333,MTF1,-28.027435,0.9508142054624107,-1.910207,SLBP,-1.5273489,5.983808953371267e-11,-6.9687915,NOTCH1,-2.7104092,0.025082933242008384,-3.0702178
BMP1,-1.1156086,0.4181010245032104,-1.3385247,PIGK,-2.3451424,6.553237043808767e-14,-7.867662,TP53BP2,-0.5506102,4.450985801992472e-06,-5.04713,DENND2D,-1.1954973,7.1150545882737e-53,-15.477292,LIMK1,-1.4675198,2.342885464903777e-14,-7.9866633,CCNB2,-2.7684033,0.13285422458300397,-1.9335767,GSDME,-0.62170374,0.0027064847059295855,-3.6988428,ZBTB7A,-0.46197823,1.489326908109753e-06,-5.2705913,COPRS,-27.940807,0.9502026464082052,-1.9113052,SPIN1,-2.3371437,5.960128260303437e-11,-6.9694953,DICER1,-2.5002818,0.025082933242008384,-3.0703454
EFHC2,-5.657259,0.4163704512065951,-1.3413211,KTN1,-0.98492664,6.50445107151029e-14,-7.8687224,KAZN,-1.5418799,4.380591718181374e-06,-5.050281,MTMR10,-1.164677,5.462304449517235e-53,-15.494343,RAB21,-0.6678548,2.3048451348653118e-14,-7.988797,PSIP1,-1.3435913,0.1311843013189005,-1.9391553,UQCRC2,-0.9145456,0.0027034664960600757,-3.699382,LMNB1,-2.8124654,1.4607942579990577e-06,-5.274363,DPH3,-1.3727926,0.9489405547646823,-1.9122936,IGF2R,-1.225195,5.874914350501657e-11,-6.971667,PDCL,-2.100303,0.02506546138205118,-3.0708134
NAA80,-1.3890219,0.4159378059627561,-1.341968,PINK1,-1.3081375,6.499862704806643e-14,-7.8689365,GPRC5B,-0.7811504,4.2076203584379056e-06,-5.058076,MAN2A2,-0.77023584,4.906789711166502e-53,-15.501286,CH25H,-3.188503,2.145310639812596e-14,-7.997752,ZNF367,-3.7448723,0.12874785858646778,-1.9477607,ADAM17,-0.3716777,0.0026295360914385967,-3.7070353,HIST1H1C,-0.49938962,1.4575617399736803e-06,-5.2748804,ATP9B,-27.9524,0.9489405547646823,-1.9124033,BCCIP,-1.5197431,5.846115518108412e-11,-6.972504,SMARCA2,-1.3887128,0.02457562490382286,-3.077089
CXCR5,-2.166254,0.4134878035341168,-1.3460175,TMX1,-1.5825636,6.451958301118867e-14,-7.869988,TPSG1,-26.51606,4.170124469118908e-06,-5.059888,HSD17B14,-1.0366262,4.323203528118583e-53,-15.5095215,NUCB1,-0.6744338,2.1036703383327628e-14,-8.000281,TGFBR3,-4.37816,0.12786124082158629,-1.9509662,GAA,-0.44475415,0.0026295360914385967,-3.7071157,CRTAM,-3.3160636,1.426091569151159e-06,-5.278993,GRAMD4,-2.5701811,0.9442106582405225,-1.9156977,UQCR10,-1.154609,5.649245182820871e-11,-6.977466,SLC28A3,-2.5831108,0.024357659238447012,-3.0802376
NLRC3,-5.3485827,0.4132739067298192,-1.3464453,EDEM2,-0.7971662,6.451958301118867e-14,-7.8700156,CYLD,-0.49437243,4.095974322119535e-06,-5.0635176,APIP,-1.4479239,4.1232351048586475e-53,-15.512613,SUPT4H1,-0.8126048,2.0226862794984075e-14,-8.005229,PPM1H,-0.9567819,0.1276592058502089,-1.9517637,GSTK1,-0.3519315,0.0026295360914385967,-3.7072766,CRLS1,-0.88793004,1.4234563874443604e-06,-5.279555,ARF4,-2.8323913,0.9442106582405225,-1.9160272,PTPN12,-1.0377697,5.640010162324122e-11,-6.977842,TMBIM4,-2.2512105,0.0240553084683425,-3.0842369
HP,-2.8539255,0.4132050642630466,-1.3466083,RER1,-0.8133248,6.279180733989657e-14,-7.873635,SYTL3,-3.4946296,4.010786740738984e-06,-5.0676255,OAS1,-1.0218962,3.9684556687985104e-53,-15.515172,IFI27,-3.03909,1.884472618546176e-14,-8.01405,CLECL1,-4.7762384,0.12701942524090026,-1.9541563,RAB1A,-0.33318287,0.002625826145523066,-3.7079206,CEP57,-0.77904403,1.3882340616667444e-06,-5.2843666,HNRNPU,-2.0685904,0.9442106582405225,-1.9164115,SMIM19,-1.2816001,5.6138064160615695e-11,-6.978643,IGFLR1,-2.657516,0.024021129365604455,-3.084854
UBE2Q1,-0.57340413,0.4130867345270709,-1.3468375,SPG21,-0.91280127,6.111173174024027e-14,-7.8771515,MBNL3,-1.0413246,3.885745447337789e-06,-5.0739675,SRP54,-0.9255321,3.6934119008410347e-53,-15.519885,NQO2,-0.8314682,1.6698988632431653e-14,-8.029011,LRRC2,-24.256624,0.1270139776245681,-1.9542341,CRYZ,-2.0008922,0.0026138280704552158,-3.7092564,FBXL3,-0.567393,1.3823697946427881e-06,-5.285253,NDUFB10,-2.6059783,0.9442106582405225,-1.9165763,MSN,-1.0707269,5.613356221844835e-11,-6.9788003,CAMK1D,-5.029421,0.02386203963753309,-3.0870237
MYLIP,-2.4620984,0.41124967316947986,-1.3504336,STAC,-1.412567,6.00947021518376e-14,-7.8793755,EGFL7,-1.7560076,3.838918594513587e-06,-5.0763774,REEP5,-0.77514005,3.553990111659273e-53,-15.522406,TIMMDC1,-0.8478864,1.4926646918699658e-14,-8.042881,NUDT1,-1.007013,0.12583653110128812,-1.9583423,RB1CC1,-0.5678906,0.0026138280704552158,-3.7094092,PLAAT3,-4.6193833,1.3735927856951047e-06,-5.2865305,MAP2K2,-27.927822,0.9442006768467627,-1.9173449,EIF3H,-1.1128184,5.522523157778676e-11,-6.981239,NARS,-0.78415215,0.023848592008992732,-3.0873854
TTC19,-0.9953995,0.4100757172061447,-1.3525068,IGBP1,-1.1406267,5.911637925766366e-14,-7.881552,KCNK5,-6.2287946,3.792522148437737e-06,-5.0787935,RFFL,-1.0220642,3.1651036071225965e-53,-15.52989,SEC13,-0.8405188,1.4926646918699658e-14,-8.042929,FMNL3,-0.8597302,0.12499505767940415,-1.961509,PLAT,-6.525286,0.0025757740846043794,-3.7133205,PPP2R5E,-0.66333807,1.367541928852487e-06,-5.28745,TMEM176A,-28.04946,0.9427100599485218,-1.9184431,USO1,-1.2048055,5.448175687764878e-11,-6.9832892,SPIRE1,-1.3529745,0.02383174722225956,-3.0877895
TOR1AIP1,-0.6621054,0.4089580683034577,-1.3542233,TMSB10,-0.8073588,5.860602447808584e-14,-7.882762,COX7B,-0.68692863,3.7259747902558787e-06,-5.082366,RTF1,-0.9576598,2.6572363475312185e-53,-15.541154,FAM20A,-4.115108,1.4818383842841522e-14,-8.0440035,SPON2,-3.0883312,0.12328796313566838,-1.9677957,HOOK3,-0.5154278,0.002570035491821972,-3.7140608,GTF2F1,-0.6734531,1.365579316087931e-06,-5.2878246,FMNL1,-2.7108593,0.9425311103068594,-1.9189372,SELENOF,-1.1875035,5.43130396308397e-11,-6.9838715,PECAM1,-2.5561268,0.023745115099315466,-3.089066
ZNF48,-2.96948,0.40792117725582633,-1.3559755,TRAM1,-0.8243346,5.852573855651324e-14,-7.8830595,CFP,-2.5157986,3.643009224479998e-06,-5.08685,ACAA1,-1.0610352,2.6531883764999437e-53,-15.541303,NSDHL,-1.7687814,1.3221576425301798e-14,-8.058072,AURKB,-4.2593303,0.12275723563085973,-1.9696941,SERTAD3,-1.5560107,0.002546563980465994,-3.7169096,CCSAP,-0.9725779,1.3438171707283814e-06,-5.2908745,COX16,-27.86171,0.940924401872654,-1.9200903,MGLL,-1.057175,5.347065278446576e-11,-6.986213,SELENOK,-1.418019,0.023745115099315466,-3.0891511
CCNA1,-1.9208745,0.4032885620423003,-1.3630302,NCL,-0.89008445,5.741418226595828e-14,-7.885581,KMO,-0.64803916,3.57920949489223e-06,-5.090411,RNPEP,-0.8170045,1.3846938795041134e-53,-15.583022,SLA,-1.7867098,1.3180276126068339e-14,-8.05857,NT5DC2,-5.0698276,0.12141471903350808,-1.9747905,TMEM41B,-0.612196,0.002541212695235443,-3.7176178,AASDHPPT,-0.81628346,1.3339228225931181e-06,-5.2924495,UNC93B1,-27.957481,0.9382513891733117,-1.9217376,SIL1,-1.920409,5.3116517464808896e-11,-6.987293,SLC25A33,-2.2761576,0.023642065373172202,-3.0907466
PIK3R3,-2.664899,0.4000115632218878,-1.3684906,WBP2,-0.9502903,5.195937371117614e-14,-7.8982897,FHOD1,-1.291359,3.371245769371174e-06,-5.1022744,ATP6V0C,-1.2316554,9.763834616869096e-54,-15.605387,LGALS9,-1.3430283,1.1488607050517802e-14,-8.075578,NCF4,-0.47963524,0.12123072789335707,-1.9754946,MAML2,-1.2711185,0.0025180777978638757,-3.7202816,TPMT,-0.8833316,1.3083561840163466e-06,-5.29621,DHRS7,-28.205776,0.9382513891733117,-1.9217376,NDFIP1,-0.95215774,5.2965815587335406e-11,-6.9878387,ATP6V1A,-1.2540203,0.023101431690348336,-3.0981922
AURKB,-3.4346752,0.3971188373437375,-1.3729526,EXOC6,-1.1884041,5.179531600023321e-14,-7.898811,HERC3,-0.5079235,3.282186543869273e-06,-5.1074424,RIPOR1,-1.5325296,9.246281375283865e-54,-15.608914,USP25,-0.6472877,1.1273030024811825e-14,-8.078005,DENND6B,-2.5828555,0.11782188648932958,-1.9885389,HNRNPC,-0.3544563,0.0024211628259474516,-3.7307112,C11orf1,-1.9530524,1.2813956186475886e-06,-5.300124,RHBDD2,-28.314936,0.9376608666356268,-1.9228356,RYBP,-0.9072944,5.119661764926426e-11,-6.992752,ZC3H12C,-1.349594,0.022964629247263606,-3.1003408
ADAM28,-1.8209038,0.3891062511468008,-1.3853912,CARD19,-1.2355546,5.0439416125166176e-14,-7.9022436,ABHD17B,-1.943864,3.2344825972986625e-06,-5.110314,TMEM45B,-4.176766,8.989756414587782e-54,-15.610761,TDRD9,-2.2706566,1.0604288574765972e-14,-8.08567,UHRF1,-3.6252575,0.117713961083735,-1.9890445,NUDT14,-1.0950669,0.0023160772475538235,-3.742227,JAZF1,-1.5258017,1.2760209956349795e-06,-5.3011155,CPPED1,-28.004757,0.9376039898369765,-1.9233847,FAM89A,-2.0000606,5.085295877507703e-11,-6.993844,SIRPB1,-26.901794,0.022687874516693348,-3.1043189
REXO5,-2.025454,0.3878907713054411,-1.38723,NMI,-1.1643175,5.012272335813147e-14,-7.9031553,MAOB,-5.153614,3.234038305757165e-06,-5.110445,TCTEX1D2,-4.1374907,8.297832272996303e-54,-15.615921,RRP12,-1.8205227,1.0468467842006703e-14,-8.0873785,CEP128,-1.5719845,0.1174718943539611,-1.9899744,ISG15,-0.7947664,0.002315251867251773,-3.7426698,NLK,-0.7727272,1.2240246309569952e-06,-5.308928,MED15,-27.952354,0.9367802780743214,-1.9244828,MGAT2,-0.9133831,5.006336527005603e-11,-6.996186,LAMTOR3,-1.2540194,0.022536853115308692,-3.1064887
LBH,-2.5524287,0.3867892897073687,-1.3890536,VDAC3,-1.345087,4.9301000944817354e-14,-7.9053416,EREG,-0.9703043,3.1229564766233384e-06,-5.1172543,NPEPL1,-1.2922676,5.225540850325234e-54,-15.645438,MTMR14,-1.1071945,9.879451189768128e-15,-8.094546,MYO15B,-1.6548935,0.11650726397880903,-1.9935184,EPRS,-0.43868136,0.0023062898623288967,-3.7438207,SYNGR2,-0.3853242,1.2117486037228736e-06,-5.310877,LAP3,-28.042727,0.9338269600688582,-1.9266791,HPGD,-4.125973,4.8894794359559845e-11,-6.9996433,C9orf72,-4.9227757,0.022282211364269656,-3.1100414
SEC61B,-0.94116604,0.3863512429276021,-1.3898787,TRIR,-0.8090658,4.62553153317344e-14,-7.9134083,POMGNT1,-0.5586366,3.0292246792870396e-06,-5.123106,EMC2,-0.9271932,4.6745113962166283e-54,-15.652582,CDS2,-0.9692307,9.877942749180469e-15,-8.094681,KIF14,-3.1669102,0.11607058179742323,-1.9952807,EML2,-0.8527043,0.002283995055392634,-3.746436,MYBBP1A,-0.97756636,1.1838124727044571e-06,-5.3152375,CYB5R1,-2.079847,0.9338269600688582,-1.9268439,SRP72,-1.3018515,4.8894794359559845e-11,-6.9997525,RAPGEF2,-3.5870345,0.021910255510944148,-3.1155937
SLC38A5,-4.7155185,0.38432435010504323,-1.3935002,SPTY2D1,-1.0073419,4.545527500430524e-14,-7.915706,NIPSNAP3A,-0.68531734,3.0022745284518615e-06,-5.124895,SMCO4,-4.295694,4.3688158864130114e-54,-15.656937,CISH,-0.8213707,9.27757285233491e-15,-8.102427,RALA,-0.72381675,0.11402658864971726,-2.0032985,TMEM134,-0.8635899,0.002256030931346116,-3.7497034,ID3,-1.9647986,1.1777541140084917e-06,-5.3162837,STX4,-2.663909,0.9338269600688582,-1.9269537,SEC24A,-1.7176985,4.849992405503678e-11,-7.001075,CDC42SE2,-2.3151536,0.02172207450305121,-3.1187208
PLPPR2,-1.6629398,0.38322397666138913,-1.3951913,PPP2R5A,-0.9645378,4.280365356561108e-14,-7.9233074,B4GALT1,-0.33680704,2.8753169019989394e-06,-5.133345,PGM3,-2.8809562,3.885074814973123e-54,-15.664451,EIF2S3,-0.97697175,8.796892192736521e-15,-8.10901,DACH1,-1.5698758,0.11206319663739714,-2.0110676,NFU1,-0.5256137,0.0022359118788981263,-3.7523026,SOAT1,-0.41417888,1.1774101356169036e-06,-5.3164597,THBD,-2.845067,0.9338269600688582,-1.9273928,ELOVL5,-0.9054742,4.680820411335258e-11,-7.0061946,SIPA1L2,-5.3981686,0.021658118267918018,-3.1197846
LTB,-2.2966409,0.3786123231666292,-1.4029183,ZFP36L2,-0.86648583,4.1474440248269554e-14,-7.9273543,TRPV4,-0.5499775,2.7731199771266523e-06,-5.140359,ZYG11B,-1.1429737,3.6533046161339917e-54,-15.668413,PSMD3,-0.9261125,7.986301164261773e-15,-8.120865,HOXA9,-2.8988924,0.11028371347791625,-2.0183618,ITGAL,-0.39843926,0.0022107717424573884,-3.7553124,ITPK1,-0.42093867,1.1448585529573309e-06,-5.3219986,BNIP3L,-1.2924533,0.9297151894116953,-1.930248,SF3B5,-1.0837271,4.6204366712588115e-11,-7.0081596,RETREG1,-2.9562228,0.021658118267918018,-3.1198058
CNST,-0.95586324,0.3730985367208925,-1.4117864,PUM2,-1.103155,3.719573973323046e-14,-7.941124,DBNDD2,-0.44956073,2.7666891014084404e-06,-5.1409,EMP3,-0.67450947,3.485000762309389e-54,-15.671462,TMED10,-0.977461,7.842296585541981e-15,-8.123189,TMEM248,-0.18296814,0.10966313488081608,-2.0209568,NDRG1,-0.3882564,0.0021983712110184702,-3.756898,SLC31A1,-0.57662445,1.1272716330701194e-06,-5.325038,DBNDD2,-27.964611,0.9297151894116953,-1.9305226,SGTA,-2.0754144,4.6001377460149404e-11,-7.008924,TAF1D,-1.655561,0.02160084400891423,-3.1209545
