C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score
TIMP2,1.485192,1.6665457111441997e-183,29.095043,LMNA,1.1831355,2.178060551526829e-24,10.549049,SEC22B,1.4418141,1.2353487551172233e-90,20.451654,RAPGEF2,3.630182,0.0,46.264557,ENPP3,2.714067,4.474534534418037e-49,15.019537,S100A9,1.7350565,1.2647161759189503e-274,35.577274,S100A8,2.002254,8.588062940119751e-38,13.286981,TLR2,2.5798829,4.8178256694232467e-138,25.240536,ICAM2,6.090323,0.05148004454285607,3.6531131,EGR1,2.0044024,6.856518445657909e-15,8.217935,THBS2,8.926089,7.01290648707688e-18,9.222269
ATP6V0D2,2.423475,8.81165220285834e-178,28.638308,MT-ND5,4.6290517,7.012150899235748e-24,10.434047,UFM1,1.3586557,4.2759645688492205e-90,20.390425,MSN,1.4251304,0.0,46.222652,SLC7A5,2.0226367,1.4354591494595313e-48,14.940873,ACP5,1.5820556,9.843635971969275e-274,35.51898,NDC80,4.8310723,1.43012991238842e-37,13.247476,IFNGR2,1.4230918,4.835403370666111e-138,25.239666,MAPRE2,3.2840576,0.051943021861639786,3.648007,FAM107B,1.0870243,5.583453608905392e-14,7.9449778,DCBLD2,3.5236118,7.035552563877435e-18,9.220503
FBP1,1.7372258,1.7837735178887264e-176,28.532463,MAPK13,2.7029636,9.741076614449233e-24,10.40193,P2RX7,2.5454223,2.2970928703594816e-88,20.193443,CTTNBP2,5.654513,0.0,45.967113,PRNP,1.5718745,6.199425114309435e-48,14.841889,PPT1,1.4013151,2.061938654629722e-273,35.497566,MELK,4.1714053,3.2193111277468988e-37,13.183916,AIF1,1.5712918,2.4593394287133846e-137,25.174526,ECE1,4.93576,0.06860785352333444,3.5361617,FBXL5,1.63954,5.689218047445683e-14,7.9424543,DSTN,3.4089525,2.4026339923905576e-17,9.0836735
SCIMP,2.5392745,7.045443892067498e-176,28.483599,HK3,1.9358895,2.0227895029856938e-23,10.331027,HM13,1.3229994,4.5747497103757735e-88,20.158272,DCBLD2,4.8112617,0.0,44.880093,ARHGEF6,1.927208,2.868463793302068e-47,14.737903,ACE,1.5289929,2.044546529041696e-272,35.432335,ANLN,5.561874,6.826900361666494e-37,13.125869,APLP2,1.3510548,3.792665390718976e-137,25.15664,KIF2A,4.920548,0.08244264058575779,3.482353,PNRC1,0.8067265,7.162320003572196e-14,7.912282,RCN1,4.1390095,1.675684746401496e-16,8.858198
FABP3,1.971552,3.8402551184650496e-175,28.423351,UBXN11,2.428056,2.549875031525549e-23,10.3083725,HYOU1,1.9585772,6.179883477891248e-88,20.142836,PALM2-AKAP2,2.5753753,0.0,44.632763,MKI67,3.5205042,7.138387161739637e-47,14.675323,ACSL3,1.4587744,1.5772946917401384e-269,35.24377,MIS18BP1,2.2380123,4.4470790854493406e-36,12.981922,CCRL2,1.4837023,1.7208493162600086e-134,24.911968,PTPRJ,4.882777,0.0891114512155072,3.454186,ADGRE3,2.3281453,1.322170253854002e-13,7.8296633,CYB5R3,2.2650492,1.7554198744023149e-16,8.851434
PLD3,1.3542962,2.5659049145695974e-174,28.35582,CD163,2.0205853,3.264588093987946e-23,10.282927,SERP1,1.4292502,1.1064208809042804e-87,20.112894,FOSL2,2.0821724,0.0,44.495758,LMNB1,3.5172772,1.1241567054682866e-45,14.483165,PIK3AP1,1.4125012,5.7124984440731336e-269,35.20669,KIF23,3.551524,1.0523370683103171e-35,12.91458,STEAP4,4.757803,2.9918895601055477e-131,24.610456,HIST2H2BE,4.378166,0.10864097388438249,3.3768222,EMP3,0.7311983,1.988447502398654e-13,7.7744627,ANTXR1,10.505388,1.874474029851104e-16,8.84286
LY86,4.1973915,3.5657876546152864e-174,28.343529,MIDN,1.5309871,1.6362492697108901e-22,10.121535,PNRC1,0.99792165,4.782841170858139e-87,20.039623,PRG2,4.022723,0.0,44.14605,STK17B,1.5231867,1.656725858482713e-45,14.456213,SLC47A1,1.6286228,1.960311777854812e-267,35.10564,BUB1,4.57839,1.5028917779911182e-35,12.885923,CTSD,1.1975981,3.9922022685284607e-128,24.316095,MPP1,2.099621,0.10864097388438249,3.3746808,ATP2A3,2.1403599,6.81748140705817e-13,7.6085825,CDH13,9.8910055,1.946479613179885e-16,8.837415
SLC7A7,1.4440705,3.155609775694227e-173,28.265907,SH3BP5,1.4400268,9.040126483648874e-22,9.945641,FTL,0.65808445,1.0788641885947168e-86,19.998041,SLC7A5,3.499972,0.0,43.764133,RHEX,2.3530524,8.322661378447722e-45,14.343011,QPCT,1.6980015,6.846692467723906e-267,35.069473,CENPU,2.9708648,1.7393813930759172e-35,12.873466,PTPRE,1.4287559,1.91189102139043e-127,24.251024,PRKCB,2.1565607,0.10933768464116543,3.3679273,RAB44,3.6695976,7.240734588626556e-13,7.60009,ENAH,7.2062144,4.338595636203664e-16,8.74443
OAS2,1.7823479,6.108199720234663e-171,28.07856,ACSL1,1.3223048,1.0812945091537788e-21,9.927042,PXDC1,2.083234,2.759179704020392e-85,19.834654,CYP1B1,2.786239,0.0,42.8989,RASSF5,1.2954167,1.4171856479911284e-43,14.141471,CD68,1.4654692,1.3890114630030237e-266,35.048767,FEN1,3.3169374,1.8654675687135834e-35,12.8668995,ICAM1,1.4225439,2.8130585208948714e-127,24.234451,FADS2,1.9972414,0.10933768464116543,3.36628,CKLF,2.1358523,4.3165756708618215e-12,7.352647,EDIL3,9.047189,1.3188148869231699e-15,8.614875
BSG,1.4067076,2.747154143554139e-170,28.024363,ZFC3H1,2.1509733,1.7793265622370896e-21,9.875555,SND1,1.6171422,4.962361304025306e-85,19.804604,ZFP36L1,4.2499185,0.0,42.88299,CKAP2L,4.014773,1.8474080048418483e-41,13.789385,ATP6V1B2,1.3524133,4.7390704502412336e-266,35.01323,FANCI,3.7866564,2.719427940018038e-35,12.8366,LRPAP1,1.269676,1.2339963272426054e-125,24.077526,GMPR,3.654047,0.12063903234536756,3.3219154,SEMA7A,1.5660107,8.217713537803505e-12,7.261075,COL4A2,9.113787,1.4075457203301461e-15,8.605047
IFI30,1.7426251,6.668695713803803e-169,27.909164,CCNL1,1.6904495,1.9609945760808233e-21,9.864689,GDF15,2.1537173,7.410121060224144e-85,19.783892,ID2,2.5978675,0.0,42.735767,SELL,4.6199794,2.871949863569308e-41,13.756032,PNPLA6,1.4448713,2.1683832301427665e-265,34.96928,CDKN2C,3.651544,6.630966575812938e-35,12.766256,SIGLEC5,2.79682,1.7639194166345056e-125,24.062056,MAP3K5,4.0150104,0.1263868872864682,3.298635,STXBP5,2.3889558,8.733269293309476e-12,7.251248,RHOC,4.622113,2.555630043020619e-15,8.530612
CYP27A1,1.7031014,3.385325787950465e-168,27.850334,SPI1,0.6743587,2.0060910043312625e-21,9.862046,NRBP1,1.1994462,9.159919486475008e-84,19.655205,FOXP1,3.2984078,0.0,42.21065,HIST1H1C,1.614253,9.825428622163022e-41,13.665331,FCGRT,1.5234606,6.535536890287709e-263,34.805275,TOP2A,4.437106,8.207189667434649e-35,12.74852,NFKBIZ,1.331732,9.316697756866695e-125,23.992264,MPIG6B,10.288543,0.13398785980116013,3.277935,EIF1,0.8752856,9.295523503689559e-12,7.2418456,ITGB5,4.929861,2.692279564811982e-15,8.522358
GPRIN3,1.724641,3.8750902615669245e-166,27.678581,MYO9B,1.6092787,4.037403992115004e-21,9.789217,CEBPG,1.7038187,4.8967865421391876e-83,19.568974,ADAM12,4.67109,0.0,42.103764,AHR,1.5029997,1.8274142009034714e-40,13.619365,GLIPR1,1.5253469,1.8393543317117286e-261,34.708824,MAD2L1,3.99611,9.10819500674172e-35,12.739289,S100P,2.256744,1.657441605935353e-124,23.967648,ARF1,1.8629183,0.1350076175665868,3.2566314,FGD4,2.485007,1.128266673693933e-11,7.2147427,ITGB3,3.1324756,2.9239203031254026e-15,8.50953
LRP1,1.5202947,2.111352898227697e-165,27.616735,SLC43A2,1.9038267,7.066104874734973e-21,9.730307,SLC35E1,2.0040789,1.2000346376665362e-81,19.403797,RGS2,4.2165756,0.0,42.006695,HIST1H2BH,3.6560802,1.1414722111142773e-38,13.308558,IGSF6,1.5972416,4.090749625847589e-259,34.552395,GGH,3.0246458,4.415251429391427e-34,12.61122,NCF2,1.3167039,2.9650949639308155e-123,23.846586,LRP12,4.1294546,0.13778809132521358,3.2465832,LIMD2,3.5079882,2.064798490619999e-11,7.1273565,PEA15,2.907665,3.948373829026138e-15,8.472493
PSD3,2.5814958,1.9006158807267903e-164,27.536556,MVD,2.1092298,1.5386822965533634e-20,9.647485,CAST,1.0241464,1.6047730886925336e-81,19.38838,LMNA,2.003749,0.0,41.934315,TCN1,6.8879604,1.5023609929426347e-38,13.287559,LRP1,1.5492145,9.034996840010652e-259,34.528976,RRM1,2.8110535,9.788715334922603e-34,12.547275,CD44,0.90855527,5.5977857451018936e-123,23.81935,DAB2,1.6847706,0.14488498355227017,3.2239068,IL1RAP,2.420097,2.6801655070906012e-11,7.089359,VCAN,6.5111547,4.8004916054011694e-15,8.448263
RMDN3,1.6717187,5.956203621011415e-163,27.410744,INHBA,1.6014193,2.425769425663721e-20,9.599124,S100A10,1.0887424,3.2075282876705025e-80,19.233221,RHEX,4.6337748,0.0,41.8556,GRAP2,2.2878401,2.164763868757605e-38,13.259288,JAML,1.5018808,1.4414736930026658e-256,34.381397,H2AFZ,2.3892336,4.203217699223286e-33,12.430287,ITGAM,1.4725761,1.5051897199263296e-122,23.777246,TAL1,6.925601,0.14630963809552008,3.2189653,KIF21B,3.5184982,4.165372424528058e-11,7.023992,CD151,3.545438,4.8004916054011694e-15,8.447604
FMNL2,1.6145453,1.2770455836041748e-161,27.29825,DOT1L,1.747331,3.8370091933940685e-20,9.550373,RNF187,1.8049982,2.9591768864794445e-79,19.116716,RGS1,4.5521474,0.0,41.297848,CXCR4,2.130067,3.337776702263412e-38,13.226101,ADAM10,1.2940162,2.962603647805604e-253,34.158516,FAM111A,2.2472467,5.2132698382258786e-33,12.412028,CR1,1.597074,1.1597434719456087e-121,23.690763,ABCC4,3.4026709,0.14858405190945145,3.210949,SYNE1,4.6687,4.260401497421854e-11,7.0206923,LAMC1,5.0749807,4.92015126705685e-15,8.443689
TMSB10,1.0989435,2.4209578747961948e-161,27.274265,NPLOC4,1.3637084,4.592398523678862e-20,9.531058,DNAJB9,1.8058157,7.450819748179586e-78,18.946287,SOCS2,3.191173,0.0,40.673023,ACTB,0.72628766,4.39634636034974e-38,13.204927,ST14,1.6415037,2.2747505683454733e-252,34.098366,SPC25,4.733604,3.450743912392508e-31,12.06472,SIRPA,1.3729893,3.100081947948461e-121,23.648699,HPSE,7.3846946,0.15194960105720665,3.1937082,JUND,0.69025373,6.241959987974144e-11,6.962119,ECE1,3.8274243,5.0394423381141216e-15,8.43986
CXCL1,2.0220115,8.968949684572836e-161,27.225702,SLC26A11,1.6099311,5.821637257093665e-20,9.506069,TRIB3,2.3286092,1.7179219457211835e-77,18.90181,ARHGDIB,1.7292545,0.0,40.53564,CELF2,1.0908866,3.008754106153336e-36,12.879689,RNF13,1.3251607,3.1427277511621907e-248,33.816925,KIFC1,4.0195956,3.579674632966773e-31,12.060737,CTSA,1.153636,4.377238328620672e-121,23.633541,R3HDM4,3.5735645,0.15194960105720665,3.1925,ACTB,0.585985,7.224396482429223e-11,6.9406333,FAP,10.540926,5.660366324593727e-15,8.425245
THBD,1.7216601,2.1008471866166674e-160,27.193903,LUC7L2,1.7732441,6.960495988376492e-20,9.48695,RNF13,1.0453606,5.4901618190354466e-77,18.839508,JUNB,1.4348906,0.0,40.510643,TUBB,2.747812,5.2603724010836735e-36,12.835405,TCN2,1.5281999,9.164352561095824e-247,33.716667,MCM4,3.599957,7.211143077983541e-31,12.0019655,ATP2B1,1.4895884,1.0352840917358892e-120,23.596571,TMEM248,2.1696408,0.1547479672146857,3.176797,CCL4L2,2.1906407,7.531015320242646e-11,6.93447,TFPI2,8.737268,6.955756180018494e-15,8.399058
CXCL5,2.5990813,1.0467917048154173e-158,27.04943,ANKRD10,1.9102156,8.654672175203933e-20,9.463365,HERPUD1,2.7749393,1.1397457979554056e-76,18.800358,TXNIP,2.0139213,0.0,40.17313,RFLNB,2.582604,1.1937766848052243e-35,12.770486,EPHX1,1.4793983,1.4344822416773978e-246,33.702934,CENPP,2.8142078,2.262165102266548e-30,11.905089,CFLAR,1.3695445,3.827746230430738e-119,23.442772,CD36,6.42499,0.17040434535485174,3.1339695,TRGJP2,2.6402795,7.546607167956622e-11,6.9340334,EHD2,7.612247,9.975675494722168e-15,8.353619
AKR1B1,1.5994816,2.260999200235045e-158,27.02044,CHST11,1.4579068,1.599301538970221e-19,9.397122,SEC23IP,1.7325773,1.715758203113849e-76,18.778204,ADRB2,3.98959,0.0,40.14689,RAPGEF2,1.7128615,1.358831638121138e-35,12.7599745,SLC8A1,1.7696478,2.9185605961909853e-243,33.475887,NCAPG2,3.4079735,2.78022855957996e-30,11.886942,TYROBP,1.2407941,7.884782140997168e-119,23.410845,CLU,2.611878,0.19039919584649573,3.082412,KLF2,3.1374846,2.0351355684011603e-10,6.7851987,UCHL1,5.30802,1.0138622715333656e-14,8.350725
CTSC,1.3505869,6.869651540952495e-157,26.893429,SOD2,1.0663995,1.9337567026013564e-19,9.376617,CAPN2,1.6163197,5.956656792144813e-76,18.711552,VEGFA,3.170249,0.0,40.133503,ATP2A3,1.8482809,2.3912841798076058e-35,12.715019,ITGB2,1.4772549,4.6139109491867114e-243,33.461773,LIG1,2.650779,3.8218800649749126e-30,11.859404,ITPRIP,2.3648734,1.0955724386199677e-117,23.29726,RBM38,5.3596907,0.19955150300055938,3.0549037,RASSF2,1.6458652,2.047563389774946e-10,6.7841797,COL4A1,8.11441,1.0443066933110399e-14,8.346258
SAMD4A,2.2527428,2.7250614142423163e-156,26.841679,ZEB2,0.8277699,4.0100791104727884e-19,9.296577,SRP54,1.6355189,6.622138182065524e-75,18.581013,PTGS1,3.1299853,0.0,39.73611,EGR3,1.804574,1.2450680840468856e-33,12.398436,FCGR2B,2.2473898,1.4674421277791252e-242,33.426773,LSM4,1.3354625,2.870365538289175e-29,11.688441,TSPO,1.1845692,1.3845004850442339e-117,23.286684,MTURN,4.9420586,0.20928604946130755,3.0289876,APOBR,1.9091992,2.3510638165357264e-10,6.7626576,HSPB1,2.294828,1.0958366773101497e-14,8.3396
CD4,1.3586571,9.52738106966381e-156,26.79454,MCL1,0.69194055,3.1347464090027445e-18,9.068349,UBXN6,1.3774577,1.2990589998820433e-74,18.543964,NFATC3,3.1405013,0.0,39.73577,GLUL,0.77151257,4.279478744372664e-33,12.29806,VSIG4,2.1902294,8.104690633107283e-241,33.306225,WDR76,3.8704622,4.955723990172054e-29,11.641042,CD24,2.3471615,2.2516764510320796e-117,23.26529,VCL,5.0621753,0.2226114746019135,3.004609,PFN1,0.6349664,2.7299032210202996e-10,6.740153,LOX,7.5391803,1.5758078102136553e-14,8.293671
SLC11A1,1.6403958,1.807023912574354e-154,26.684122,ZNF316,3.023666,3.646487732291548e-18,9.05123,UBTD2,1.2524266,6.990998825371222e-73,18.327143,LCP2,1.3587668,0.0,39.29743,GPR34,2.1129997,5.906409301332219e-33,12.271797,IL1RN,1.668317,2.552113344732638e-237,33.06329,PTTG1,2.9437325,3.227536006531575e-28,11.479221,PIK3AP1,1.2606487,4.799082264572194e-117,23.232265,STOM,2.524789,0.22772705654128875,2.985227,ADAM19,6.952846,5.166970961093786e-10,6.641993,PLXNB2,3.3847826,2.6475840593811057e-14,8.230808
SLCO2B1,1.5730917,2.5277548150927724e-154,26.671041,IRF8,1.9889818,4.9512465155161236e-18,9.017151,PLA2G7,1.2166601,7.158316754821903e-73,18.32544,SLC44A1,3.064771,0.0,39.15266,ZFP36L2,1.3633456,1.6795095820578512e-32,12.184653,SERPINA1,1.5371964,2.947408670236253e-235,32.91905,SNRNP25,1.6405615,4.666196003113606e-28,11.445478,PTAFR,1.5123965,8.465355724192197e-116,23.108093,MAST4,4.2457123,0.23627130678176334,2.964088,SYTL1,4.4301,5.40961552349891e-10,6.634277,C1QTNF1,11.1655655,2.896047175356641e-14,8.218129
SCPEP1,1.5569406,2.733411245265268e-153,26.58124,TTLL3,3.1372042,9.551186431313816e-18,8.943159,RNH1,0.84039026,1.7503159933840115e-71,18.149855,BTK,3.0678477,0.0,38.86644,TPX2,3.6584995,1.0378612727173029e-30,11.838898,ACTN1,1.309624,6.272749271182371e-235,32.8957,YWHAH,1.7021457,5.322223948500853e-28,11.433166,GCA,1.5963777,7.085278045132323e-114,22.91554,TMBIM1,1.3986583,0.23627130678176334,2.9615073,VSTM1,6.1015444,5.670426278793905e-10,6.625979,DCN,11.125024,3.0584170061506167e-14,8.20979
SH3PXD2B,2.015194,5.759048060037538e-149,26.204062,KMO,1.9365745,1.1542117559750568e-17,8.921602,GORASP2,1.8907338,2.2240305015629795e-71,18.136007,NDFIP2,3.934548,0.0,38.612144,IKZF2,3.542089,5.191232071225478e-30,11.700373,FLNA,1.3171014,4.3526143872539737e-234,32.836395,CENPN,2.4531264,1.1352102708347152e-27,11.3663225,PIM3,1.7000592,1.1042985505598006e-113,22.895681,HEXIM1,3.4254785,0.23720652377239432,2.958048,SIAH2,2.3911324,6.65283267649837e-10,6.6004653,RCN3,5.597614,7.804132217925042e-14,8.090213
RBM47,1.3649198,2.793289023294909e-148,26.143316,DDX5,0.5020776,2.5092449708670165e-17,8.8318405,ADTRP,1.3742491,4.189117408085936e-71,18.100624,GRAP2,4.572086,0.0,38.536602,HMGB2,2.385112,9.438733149788487e-30,11.648383,PADI2,1.4303468,1.680013415760361e-228,32.44224,NCAPD3,2.5313704,2.7909065385962197e-27,11.285734,PHACTR1,1.1188948,1.0345915638142174e-112,22.79742,SNCA,4.564504,0.24765063285639513,2.9378974,ENTPD1,2.704785,7.246895931272387e-10,6.587375,MRC2,6.725084,8.857511785315769e-14,8.073896
CXCL3,1.7443517,6.0737502684934875e-148,26.11313,PILRB,2.3214822,3.9855231397149834e-17,8.778744,BAG3,1.9720597,2.2452647412243062e-70,18.006706,CALB2,5.526176,1.223006442677172e-308,37.675217,TIMP1,1.2791861,1.8323571953701775e-29,11.589818,ANXA2,1.406312,1.6964453975155144e-227,32.37055,LYZ,1.4352012,3.643311173063593e-27,11.261398,VASP,0.97814023,1.2289204357470198e-112,22.789371,IGF2BP3,4.195063,0.2485061989244463,2.9344382,ADGRE1,4.010592,8.541430706963355e-10,6.5613275,FBN1,6.560136,9.392932467615691e-14,8.065855
ALDH2,1.9442841,4.413111610330724e-147,26.03669,SNRNP70,3.0882685,1.4216723563851918e-16,8.629755,FTH1,0.68295795,2.7379613567180836e-70,17.995321,NCOA4,1.3452505,1.6856649295019058e-307,37.605286,SH3BGRL3,0.7092002,2.965827210919989e-29,11.547937,TRPV2,1.3863462,1.778175255247324e-227,32.368694,MCM5,2.440563,9.268882171735131e-27,11.176224,PIK3R5,1.4580613,7.03228950974783e-110,22.508554,SERINC3,1.8255944,0.25146013426162866,2.9283986,NFIL3,1.4234012,1.5372253973868403e-09,6.4666014,CHPF,5.79731,1.7454836214088546e-13,7.985485
FABP5,2.9156332,2.3594743089048596e-146,25.971828,ATP2C1,1.269622,1.5187249433652305e-16,8.621614,TMED9,1.262815,3.780947927013326e-70,17.977037,TESC,3.2135224,3.165302229139981e-300,37.156593,CTSG,2.1646667,3.668169471604096e-29,11.529467,LY96,1.3228999,5.1824117275173265e-225,32.192665,CCNB1,5.0036354,1.0680176387798899e-26,11.162784,CH25H,2.476712,7.114732198150084e-108,22.301903,MAX,3.132738,0.2918443026138442,2.8313782,PIM2,3.1181831,1.6673070451117073e-09,6.4536686,DKK3,9.183019,1.7533713182402692e-13,7.9840813
B3GNT2,1.4828296,3.5156977556986102e-146,25.956007,TM4SF19,2.2741115,2.0677316166614962e-16,8.584186,ARCN1,1.4042875,1.2039049265701832e-69,17.911524,DDIT4,3.4798832,3.9882123514675305e-291,36.58817,TNFSF10,1.8125454,3.9135135869543863e-29,11.523705,SPG21,1.319489,1.4828357235587302e-224,32.15963,TMPO,2.7426274,1.490768681043326e-26,11.132259,CCL20,2.5116496,9.297206196503106e-108,22.289433,DUSP5,2.57394,0.2918443026138442,2.8304448,NCF4,1.748944,2.1997301660242585e-09,6.4096417,C12orf75,6.7302837,3.641084610544803e-13,7.8875856
MMP12,5.0504494,4.486643751964586e-146,25.946146,COL6A1,2.914095,2.6307730787370714e-16,8.555735,ACBD3,1.5359999,1.1030629050940954e-68,17.787424,DUSP6,2.6882746,2.2265479145501935e-287,36.35124,ST3GAL4,2.052809,5.65322410138265e-29,11.491609,REEP3,1.3108195,2.2234614161016637e-224,32.146652,E2F1,4.200243,1.6633945043540894e-26,11.121653,IGSF6,1.4029056,1.2603454373007445e-107,22.275314,APP,1.600058,0.3152153748329415,2.7787776,IKZF2,3.149682,2.612244580870324e-09,6.3808527,MFGE8,3.7875733,3.675847064546165e-13,7.885586
MS4A6A,3.3054686,1.0385829874956436e-144,25.824474,MT-ND2,4.0902805,3.561705021994645e-16,8.519859,TMF1,1.5779603,2.127253702111919e-68,17.750193,FOSB,3.077738,3.4824899195886006e-287,36.338806,VWA5A,1.4815726,8.037049621573758e-29,11.460437,CTSC,1.262259,1.1498456991293845e-223,32.095158,CCNB2,5.070413,4.167918781426022e-26,11.036116,TMSB4X,0.6460589,2.4879720504926893e-107,22.244339,SIGLEC6,2.5347993,0.3392766060555577,2.737872,RASSF5,1.0272313,2.76336158377878e-09,6.3716083,ITGAV,3.308585,3.7562305143057824e-13,7.882076
CTSK,3.2351046,5.481832674385439e-142,25.580475,LTBP3,1.8680314,3.6973244247627437e-16,8.515245,TULP4,1.4816769,6.729180341001569e-68,17.684633,B4GALT5,1.6803997,3.2365611163859275e-285,36.213703,GPR65,2.136553,1.2055389211780818e-28,11.4246025,DHCR24,1.2381117,1.608406159543134e-221,31.940613,MND1,4.8968606,5.268917300168777e-26,11.014218,HCK,1.2510239,2.221782724356634e-106,22.145412,LY6G6F,13.902321,0.3392766060555577,2.7368288,CYBA,1.1709309,3.8959206401168586e-09,6.315728,REXO2,2.6213062,5.08210979692286e-13,7.842614
DOK2,1.4202086,2.9819567519864695e-140,25.42354,TCTEX1D2,2.767904,4.617390873443416e-16,8.48846,RDX,1.6260822,1.153294546828901e-67,17.65386,RACK1,2.3440611,3.823808274837817e-285,36.20897,CDK1,3.2780948,1.6418239444453813e-28,11.39675,OLR1,1.4622273,1.166733105301758e-218,31.733547,ANP32E,2.0323286,1.528642513297235e-25,10.9170685,MNDA,1.4906393,6.163680662657638e-105,21.994202,ANO6,3.9221432,0.3397844824342141,2.7339735,CYBB,0.9250539,7.366577605594517e-09,6.2094646,ITGA3,5.740417,1.1341823658099797e-12,7.7388005
HMOX1,1.4695768,5.789450676654748e-139,25.30632,ZBTB7A,1.3511616,7.063538300044343e-16,8.437066,CD9,0.8980488,1.218562560476892e-66,17.519474,TNFSF10,3.1051388,8.862354716998688e-283,36.05811,PLP2,2.0284622,4.682661858449679e-28,11.302406,JAKMIP2,1.4701184,2.2321147249097698e-217,31.640121,H2AFX,3.1309044,2.7446106662869905e-25,10.862168,LST1,1.5443388,3.797455333902224e-104,21.911076,PTGIR,9.872555,0.34303055501675367,2.729032,IRF2BP2,1.5788928,1.4726396774074571e-08,6.0909715,LUM,8.156191,1.1968714663649059e-12,7.7311635
MINK1,1.3973364,2.3010937624066034e-138,25.251354,GPCPD1,0.9944637,1.5223990477141913e-15,8.344141,UGCG,1.1049993,1.2913189309200917e-65,17.384275,RHOG,2.165387,4.817623659263627e-282,36.01103,LCP1,0.5904247,5.471220423318853e-28,11.288378,TIMP2,1.4173516,4.2740808928032935e-215,31.473394,GBA,1.0209073,4.527067059707831e-25,10.815589,LCP2,1.0332246,8.310592895074598e-104,21.874908,GUCY1B1,9.065351,0.35019716231336795,2.7190938,FTH1,0.46655512,1.9063907957538233e-08,6.046617,PLOD2,7.4748945,1.2565114411166433e-12,7.72342
ENG,1.2863199,2.174887483578862e-137,25.161926,TCF25,1.0882027,1.7881663694743034e-15,8.324548,CD68,1.0947161,3.428273986293586e-65,17.32708,GALC,3.1209936,7.581623631451094e-276,35.612114,HSH2D,4.2091312,7.869228590733518e-28,11.255672,ANXA5,1.2038424,4.367583935024298e-215,31.472338,KIF22,3.416838,7.129905266165521e-25,10.771513,PPP1R15A,1.1397612,8.968328607247055e-103,21.765196,MYLK,7.958826,0.35060882273107224,2.7150857,C3AR1,1.5214872,2.4978615466975323e-08,6.0006127,CCDC80,7.5961523,1.2565114411166433e-12,7.7233987
GCHFR,1.4987919,9.522288249452967e-137,25.102808,TTC39B,1.8209987,2.5042350285033655e-15,8.283174,SELENOS,1.3084365,4.399862472573254e-65,17.312351,ZNF331,3.213966,8.473541483599745e-276,35.608864,SLC44A1,1.6541289,8.306521041806363e-28,11.25063,IDH1,1.3301959,5.7657694442494927e-213,31.316593,LBR,1.8084787,8.382843894227942e-25,10.755828,FCGRT,1.3007703,2.320357767814412e-102,21.721111,RSU1,2.3952866,0.3719315840002102,2.6834044,NR4A3,1.478994,2.636267186890228e-08,5.9910526,JCAD,4.295288,1.396301016806546e-12,7.709167
IQSEC1,1.2332903,8.008397313340646e-135,24.925459,MROH1,1.9824878,6.187383847693506e-15,8.170032,NUS1,0.9924313,9.022038515236934e-65,17.270592,SH3BGRL3,1.2273988,1.235692854209451e-270,35.272995,RGS13,1.658597,8.68922718058852e-28,11.246402,TNFSF13,1.3429905,1.6144721256264894e-211,31.20975,BIRC5,4.417639,2.9022199760777774e-24,10.6391945,CORO1A,1.9401348,1.3211768815395883e-101,21.6406,DYNLL2,2.204377,0.37956076526047905,2.6716545,EFHD2,0.6553222,2.6909520287761193e-08,5.987486,PARVA,7.3815417,1.4339126435906857e-12,7.7049975
PLXNB2,2.052843,3.0965493560469567e-133,24.778177,RAPGEF1,1.6553298,6.787665176964352e-15,8.1583185,ATP6V0D2,2.138184,2.092261313753038e-64,17.221249,MT2A,3.371709,6.132346327388392e-269,35.16184,BTK,1.5845898,4.401100980269854e-27,11.10059,SLC26A11,1.3977308,5.870071149074279e-211,31.168041,ASF1B,3.7657237,6.2130842260993294e-24,10.565753,NDUFV2,1.3329152,2.338349858993391e-100,21.50724,SEPTIN5,6.7542896,0.37956076526047905,2.6714897,CELF2,0.94424915,5.1083937257507425e-08,5.875302,S100A16,7.3754625,1.451612742175722e-12,7.7019978
ADAMTSL4,1.3474466,4.023329790901306e-133,24.76718,CFLAR,1.140665,1.94062485472877e-14,8.025388,SNCA,2.74504,1.1132310119569097e-63,17.123507,MYO1D,3.8781788,2.1733499808989394e-264,34.86238,TPM4,1.0367595,9.497841216687655e-27,11.0300665,CORO1C,1.1424596,2.314220975181884e-210,31.123684,DHFR,2.9496107,1.0753778568730756e-23,10.512664,TRIB1,1.6180352,2.5677083135455373e-100,21.502449,MTSS1,6.6978106,0.38098881824982295,2.6622105,EIF1B,0.7524911,5.67360745044623e-08,5.8570065,GPC1,7.0053725,1.5794232599573748e-12,7.69034
